web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,data21,data22,image3
1775737781-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Increible,Eralys A,"Estuvo genial la comida, una atención brillante por parte de Ariel. Gracias por todo. Volveremos. La comida estuvo muy recomendable. No puedo pedir más.",1 contribución,Escrita el 31 de diciembre de 2024,1.0,El servicio con Ariel genial. Gracias por todo,1 contribución,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Consejo:,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Para no repetir,Lucía M,"Trato pésimo. A pesar de que la comida estaba rica, no repetiríamos. El personal de sala mostró cero amabilidad y muy poca atención al detalle. Para el precio y tipo de comida un restaurante que no deja huella. Hay mil sitios de este estilo en Madrid mucho mejores por lo que no podemos recomendarlo",3 contribuciones,Escrita el 30 de diciembre de 2024,3.0,,"Madrid, Spain",Grupo Sibuya,Muchas gracias por dedicar tiempo a escribirnos una opinión. Sentimos mucho que su experiencia no haya sido positiva y nos encargaremos de abordar este problema con nuestro equipo. Esperamos que vuelva a visitarnos pronto y que nos permita superar sus expectativas. Un saludo. Equipo Sibuya.,Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Buena,Global39252184087,"Muy buena comida. El camarero Álvaro muy agradable, estuvo muy atento durante la cena y nos hizo varias recomendaciones muy acertadas.",1 contribución,Escrita el 21 de diciembre de 2024,1.0,,1 contribución,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Estupendo experiencia,marina n,"Riquísima comida, excelente trato. Local muy agradable.
Ideal para un almuerzo en familia o una cena en pareja.
Lo recomiendo.",1 contribución,Escrita el 16 de diciembre de 2024,1.0,,1 contribución,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Fantástico,Carla T,"Comida estupenda, servicio fenomenal, la atención de Ariel fue magnífica, nos ayudó con las recomendaciones de los platos y estuvo genial",2 contribuciones,Escrita el 15 de diciembre de 2024,2.0,,"Madrid, España",Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737781-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Cena en familia,Ram U,"La comida era un 10 y el trato recibido fue muy amable de Jose

Mejor Sushi hemos comido y El Servicio de Don Jose fue increíble 
Gracias por todo",1 contribución,Escrita el 12 de diciembre de 2024,1.0,Pide sushi que es Muy Buena,"Weehawken, Nueva Jersey",Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Consejo:,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,Leer más,0.0,
1775737761-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Encantada,Thali F,"Es mi tercera visita y siempre salgo encantada, en especial por la atención de Ariel, muy simpático el chico. Un 10 de 10.",Escrita el 12 de marzo de 2025,,1.0,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,1 contribución,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,"El sushi y los postres los recomiendo siempre,  el trato de Ariel, el camarero es muy profesional y agradable",Maria Jose B,"Sintió estupendo y muy agradable. La atención fue exquisita y la comida espectacular, los camareros muy agradables y simpáticos",Escrita el 12 de marzo de 2025,"Que vayan a experimentar un mundo de sensaciones y comida. Y que pregunten por el camarero Ariel, es un sol",1.0,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,1 contribución,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Consejo:,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,"La cálidad de la comida y el trato del personal,Ariel muy gentil",Eralys A,"Fue un día maravilloso,los suchis los postres todo de muy buena calidad,el personal excelente gracias a la atención de Ariel una persona encantadora , gracias, gracias",Escrita el 12 de marzo de 2025,Que no caiga la calidad,2.0,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,2 contribuciones,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Consejo:,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Excelente lugar para disfrutar del sushi.,Maikol R,"Increíble experiencia en Sibuya, desde que llegamos, el ambiente era acogedor y la comida espectacular, pero lo que realmente hizo la diferencia fue el trato de Ariel. Atento, simpático y con muy buenas recomendaciones, se aseguró de que disfrutáramos cada momento. Sin duda, un sitio al que volveremos, y si pueden, pidan que los atienda Ariel, hace que la experiencia sea aún mejor",Escrita el 12 de marzo de 2025,"Probamos varios platos y todos estaban deliciosos, súper frescos y bien presentados.",2.0,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,2 contribuciones,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Consejo:,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Gracias José!,Marta M,"Muy bien atendidas por José. Encantadas con el servicio que nos ha dado, súper sonriente y dándonos unas recomendaciones geniales. Hemos disfrutado muchísimo de la cena. Espero que os atienda una persona así.",Escrita el 11 de marzo de 2025,,1.0,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,1 contribución,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Experiencia,Marina M,"Nos atendió José, nos hizo muy buenas recomendaciones, todo un acierto. Gracias por atendernos tan bien.
Pedimos el classic roll, ebi boro boro, acevichado y especial atún niguiri",Escrita el 11 de marzo de 2025,,2.0,Grupo Sibuya,"Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,2 contribuciones,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/fd/bb/1c/marina-m.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Espectacular,Nerina H,Estoy súper encantada y satisfecha con la comida y el local. Hay que decir que el camarero Ariel no nos pudo atender de mejor manera y agradecer desde el corazón su amabilidad. Volveremos muy pronto!! Fue un gusto cenar aquí,Escrita el 9 de marzo de 2025,,1.0,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,1 contribución,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Todo genial,Javier C,"Me habían recomendado el sitio y la verdad que cumplió mis expectativas. Una experiencia muy buena, la comida espectacular y la atención, mejor imposible, en especial por parte de Ariel, quien nos atendió con gran profesionalismo.",Escrita el 5 de marzo de 2025,,1.0,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,1 contribución,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Sushi del bueno!,Tomas Y,"!Todo excelente! Ariel es todo un jefe, muy servicial. Lo recomiendo!!!! Prueben los sushis flambeados, lo mejor de todo!",Escrita el 5 de marzo de 2025,,1.0,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,1 contribución,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Tenéis que probar Gunkan lovers,Karol E,"Increíble nos dejamos recomendar por Ariel y fue la mejor experiencia , muy muy rico todo lo recomiendo 100 x 100 trato muy agradable",Escrita el 4 de marzo de 2025,,2.0,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,2 contribuciones,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Noche especial,Coastal58852198693,Me encantó esta Nuevo forma creativa de hacer sushi. La cocina eatuvo genial. La atención no pudo ser mejor. Gracias a Ariel pasamos una noche increible.,Escrita el 24 de febrero de 2025,,1.0,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,1 contribución,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Magnífica cena de sábado,May C,"Local muy agradable. Comida muy, muy rica y correcta de precio. Servicio excelente de todos. La persona que atendió nuestra mesa, Bea, nos recomendó platos buenísimos y nos sirvió estupendamente bien, fue muy agradable y efectiva.",Escrita el 23 de febrero de 2025,,1.0,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,1 contribución,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Best experience ever,Dalia G,Excelente restaurante. La comida exquisita. Servicio genial por parte de Ariel. Nos hemos sentido muy bien y esperamos volver a visitarlos. Muchas Gracias por todo.,Escrita el 23 de febrero de 2025,,1.0,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,1 contribución,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Genial,Nicole V,Me parece una excelente opción para todos. La comida muy buena y creativa. Muchas gracias por tan buen servicio a Ariel que nos ha atendido muy bien. Sin dudas volveremos a ir.,Escrita el 23 de febrero de 2025,,1.0,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,1 contribución,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
1775737761-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d23443725-Reviews-Sibuya_Urban_Sushi_Bar-Madrid.html,Buena atención por Ariel,Alejandra D,"Recomendamos este sitio para cenar por vuestra primera cita , y sobre todo si os atiende Ariel , es un camarero muy profesional y encantador .  Estuvo pendiente de que no nos faltara nada y eso se agradece. Volveremos seguro .",Escrita el 8 de febrero de 2025,,6.0,Grupo Sibuya,"Muchísimas gracias por la recomendación y review que hace sobre nuestro local. Compartiremos su comentario con nuestro servicio para seguir ofreciéndole una gran calidad y atención. Esperamos tenerles pronto de vuelta, y que sigan explorando todas las opciones de nuestra carta. Un saludo. Equipo Sibuya.",Leer más,6 contribuciones,Escrita el 10 de marzo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,0,,
