web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,image,image2,image3,image4,position
1775833055-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Volveremos,Purificación B,Hemos recibido una fabulosa atención por parte de Heiker. La comida es espectacular. Volveremos muchas veces.,,"Muchas gracias por tu reseña, Purificación. Nos alegra muchísimo saber que disfrutasteis de la atención de Heyker y de la comida espectacular. Será un placer recibiros de nuevo muchas veces. ¡Nos vemos pronto en Ichikani!",1 contribución,Escrita el 5 de febrero de 2026,Escrita el 6 de febrero de 2026,1,Ichikani M,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,
1775833055-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Servicio y comida calidad-precio top!,Carlos P,"Experiencia muy grata, todo muy rico y el servicio top, Sobre todo la chica que nos atendió (Jazmin). Calidad precio no hay un sitio así en Madrid. Repetiremos sin duda.",,"Muchas gracias por tu reseña, Carlos. Nos alegra muchísimo saber que disfrutasteis de la comida y del servicio, y que la atención de Jazmin hizo vuestra experiencia aún más especial. Nos encanta que valores la relación calidad-precio y será un placer recibiros de nuevo muy pronto. ¡Nos vemos pronto en Ichikani!",5 contribuciones,Escrita el 5 de febrero de 2026,Escrita el 6 de febrero de 2026,5,Ichikani M,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,
1775833055-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Lo mejor,Daneyvi N,"Una experiencia única,comida(aunque demoro bastante en salir los hand roll),lugar y lo mejor de todo fue el servicio de Jenny, siempre con simpatía y muy amable ,cave destacar la atención con de edward siempre muy atento a todo ,volveremos!!!!",,"Muchas gracias por tu reseña. Nos alegra muchísimo saber que disfrutaste de la experiencia, del ambiente y sobre todo de la atención de Jenny y Edward, quienes hacen todo lo posible para que cada visita sea especial. Tomamos nota del tiempo de espera de los hand rolls para seguir mejorando. Será un placer recibiros de nuevo muy pronto. ¡Nos vemos pronto en Ichikani!",1 contribución,Escrita el 2 de febrero de 2026,Escrita el 6 de febrero de 2026,1,Ichikani M,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,
1775833055-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Excelentemente,laura r,Nos atendió Jenny y fue encantadora. Nos recomendó muy bien y la experiencia fue increíble! El servicio muy rápido y atento. La calidad de la comida espectacular.,,"Muchas gracias por tu reseña, Laura. Nos alegra muchísimo saber que disfrutaste de la atención de Jenny, de sus recomendaciones y de la calidad de la comida, y que vuestra experiencia en Ichikani fue tan especial. ¡Nos vemos pronto en Ichikani!",1 contribución,Escrita el 31 de enero de 2026,Escrita el 2 de febrero de 2026,1,Ichikani M,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,
1775833055-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Para repetir,Javier O,"Un restaurante muy cuidado. El trato fue excelente y la comida con sabores muy bien integrados.
Una cena tranquila y acogedora. Repetiremos",,"Muchas gracias por tu valoración, nos alegra saber que disfrutasteis de la experiencia, la comida y el servicio. ¡Nos vemos pronto en Ichikani!",1 contribución,Escrita el 30 de enero de 2026,Escrita el 2 de febrero de 2026,1,Ichikani M,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/2e/default-avatar-2020-67.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,
1775833055-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Cena perfecta!,Sonia,"Nos hemos sentido bien acogidos desde nuestra llegada al restaurante. Yasmine ha estado muy pendiente de nosotros con recomendaciones muy acertadas. Todos los platos que hemos probado estaban muy ricos, ha sido una experiencia de diez!",,Muchas gracias por tu reseña. Nos alegra enormemente saber que os sentisteis bien acogidos desde el primer momento y que la atención de Yasmine y sus recomendaciones contribuyeron a que la experiencia fuera tan especial. Es un placer saber que disfrutasteis de todos los platos y que la cena fue de diez. ¡Nos vemos pronto en Ichikani!,1 contribución,Escrita el 27 de enero de 2026,Escrita el 29 de enero de 2026,1,Ichikani M,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,
1775833055-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Cena en barra,Claudia V,"Muy buena experiencia y servicio, comida y productos de calidad. Nos atendió Jenny, con recomendaciones y muy amable.",,"Muchas gracias por tu reseña, Claudia. Nos alegra muchísimo saber que disfrutaste de la experiencia en la barra, de la comida y de la atención de Jenny con sus recomendaciones. ¡Nos vemos pronto en Ichikani!",1 contribución,Escrita el 24 de enero de 2026,Escrita el 26 de enero de 2026,1,Ichikani M,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,
1775833033-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,"Ichikani, el japonés delicioso.",A.S.,"Me ha parecido un lugar increíble, la comida es muy deliciosa, el lugar precioso y el personal es encantador; para mí una de las mejores experiencias que he tenido. Gracias por todo.",,4 contribuciones,Escrita el 16 de marzo de 2026,,,4,Es importante reservar con tiempo porque siempre está lleno,"Madrid, España",Consejo:,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,
1775833033-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Increíble,Lorena,"Increíble servicio en especial a Kevin y Maria! La comida exquisita y un rato más que agradable, gracias!",,7 contribuciones,Escrita el 15 de marzo de 2026,"Muchas gracias por tu experiencia de cinco estrellas, nos alegra saber que disfrutasteis de la experiencia. ¡Nos vemos pronto en Ichikani!",Escrita el 16 de marzo de 2026,7,,7 contribuciones,,Ichikani M,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/b1/6b/b2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/7f/64/7a/lobez94.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Excelente todo,Climber23313300675,"Todo el equipo, pero en especial Kevin y Maria nos trataron excelente muy profesionales, los felicito chicos, volveremos",,1 contribución,Escrita el 15 de marzo de 2026,"Muchas gracias por tu experiencia de cinco estrellas, nos alegra saber que disfrutasteis de la experiencia. ¡Nos vemos pronto en Ichikani!",Escrita el 16 de marzo de 2026,1,Todo excelente,1 contribución,Consejo:,Ichikani M,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Muy bueno,Laura V,Muy buena experiencia. La comida espectacular. Nos atendió Mikel y el trato fue estupendo. Muy amable y atento.,,1 contribución,Escrita el 15 de marzo de 2026,"Muchas gracias por tu experiencia de cinco estrellas, nos alegra saber que disfrutasteis de la experiencia. ¡Nos vemos pronto en Ichikani!",Escrita el 16 de marzo de 2026,1,,1 contribución,,Ichikani M,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/4a/default-avatar-2020-42.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Comida deliciosa y trato implecable,Beatriz P,"Estuvimos mi marido y yo comiendo en la zona de la barra de sushi, la experiencia ha sido maravillosa. Los platos estaban deliciosos. Nos dejamos aconsejar por Lula y fue un acierto...su atención fue exquisita siempre pendiente de que no nos faltase nada. Por último nos ofreció una copa de cortesía porque estábamos celebrando nuestro aniversario. Totalmente recomendable y sin duda volveremos  para probar otras cosas.",,1 contribución,Escrita el 15 de marzo de 2026,"Muchas gracias por compartir vuestra experiencia, Beatriz. Nos alegra muchísimo saber que disfrutasteis de la comida y de la experiencia en la barra de sushi, y que las recomendaciones de Lula fueron un acierto. Nos encanta poder acompañaros en momentos especiales como vuestro aniversario. Será un placer recibiros de nuevo para que sigáis descubriendo nuevos platos en Ichikani.",Escrita el 16 de marzo de 2026,1,,1 contribución,,Ichikani M,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Excelente,Joselin B,"Excelente el servicio y la comida, Carlos el mejor, nos recomendó varios platos de la carta y acertó con todo, volveremos pronto ,",,1 contribución,Escrita el 10 de marzo de 2026,Muchas gracias por tu excelente reseña. Nos alegramos mucho que disfrutasteis de la experiencia en cuanto al servicio y la comida. ¡Esperamos verte pronto en Ichikani!,Escrita el 10 de marzo de 2026,1,,"Quito, Ecuador",,Ichikani M,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Lugar ideal para cenar,Makoted Z,"Una atención muy buena , los camareros muy atentos , la comida es súper buena",,1 contribución,Escrita el 10 de marzo de 2026,"Muchísimas gracias por tu reseña de cinco estrellas, nos alegra saber que tuviste una maravillosa cena y que el servicio estuvo a la altura. ¡Nos vemos muy pronto en Ichikani!",Escrita el 10 de marzo de 2026,1,,1 contribución,,Ichikani M,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Primera vez impresionante en Ichikani,MariaT,"Hemos estado por primera vez en Ichikani por recomendación de un amigo. ¡Y la verdad es que la experiencia ha sido inmejorable! Desde la acogida hasta la atención súper detallista de todo el personal, pasando por la increíble calidad de los platos que probamos gracias a las recomendaciones de Carla y Mikel. 
Incluso para mí, que no soy muuuuy fan del sushi, me recomendaron algunas opciones que me hicieron querer quedarme a vivir en su carta.
Muy recomendable la Ichikani Tower, el Sashimi Sample y el arroz Bibimbap, de entre muchas otras cosas.

Gracias especiales a Mikel, Carla, María y Alex por atendernos con tanto cariño.",,6 contribuciones,Escrita el 6 de marzo de 2026,"Muchas gracias por compartir una reseña tan bonita sobre vuestra primera visita, ¡nos alegra muchísimo saber que la experiencia fue tan positiva! Nos encanta que, desde la acogida hasta el servicio, os hayáis sentido tan bien atendidos y que las recomendaciones de Carla y Mikel os ayudaran a descubrir platos que disfrutasteis tanto. También nos hace muy felices saber que incluso para alguien que no es muy fan del sushi encontrasteis opciones que os conquistaron; la Ichikani Tower, el Sashimi Sample y el Bibimbap son grandes elecciones. Transmitiremos vuestro agradecimiento a Mikel, Carla, María y Alex, que estarán encantados de saber que hicieron vuestra visita aún más especial. Esperamos veros de nuevo muy pronto en Ichikani. ¡Gracias por recomendarnos!",Escrita el 9 de marzo de 2026,6,,"Madrid, España",,Ichikani M,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/ec/a7/f5/maria-t.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Jenny la mejor,Meryem O,"Jenny la mejor, la comida era genial.",,1 contribución,Escrita el 2 de marzo de 2026,Thank you for your kind review. We are glad you enjoyed the food and Jenny's service and attention. We hope to see you soon at Hotaru!,Escrita el 5 de marzo de 2026,1,,1 contribución,,Ichikani M,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Espectacular toda la comida. Súper recomendable los nigiris y los handroll.,Alex B,"Increíble experiencia, muy recomendable. Jenny de 10.",,3 contribuciones,Escrita el 1 de marzo de 2026,"Muchas gracias por tu reseña Alex, nos alegra saber que disfrutaste de la experiencia y la comida, sobre todo, los nigiris y handrolls. ¡Nos vemos pronto en Ichikani!",Escrita el 2 de marzo de 2026,3,,3 contribuciones,,Ichikani M,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Que espectáculo de lugar,Emglenber R,"Jazmín fue la mejor atendiéndonos, su atención lo fue todo. La comida ya es otra cosa, una fusiones de sabores delicioso. Volveré sin duda, saludos desde Colombia",,7 contribuciones,Escrita el 27 de febrero de 2026,Muchas gracias por tu reseña. Nos alegra saber que disfrutaron de la experiencia y de la atención de Jazmín. ¡Les esperamos pronto en Ichikani!,Escrita el 2 de marzo de 2026,7,,7 contribuciones,,Ichikani M,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/8d/81/42/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Asiático de calidad en Barrio Salamanca,Angela M,"Atención espectacular, servicio rápido, todo el personal muy profesional. Jenny nos hizo varias recomendaciones, muy acertadas. Todo lo que probamos (que fue mucho y variado) de una presentación, sabor y ejecución fantásticos. Volveremos sin dudarlo.",,67 contribuciones,Escrita el 26 de febrero de 2026,Muchas gracias por compartir tu experiencia en Ichikani. Nos alegra enormemente saber que disfrutasteis no solo de la oferta gastronómica que ofrecemos sino también del servicio y las recomendaciones de Jenny. ¡Os esperamos pronto!,Escrita el 26 de febrero de 2026,67,,"Ciudad Real, Castilla-La Mancha, Spain",,Ichikani M,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/8c/3f/f6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Repetiré,Bohavid M,"Todo estupendo ,nos atendió Jenny y fuimos muy bien recomendados y atendidos.",,3 contribuciones,Escrita el 26 de febrero de 2026,Muchas gracias por tu reseña. Nos alegra saber que disfrutaron de la experiencia. ¡Esperamos recibiros muy pronto de nuevo en Ichikani!,Escrita el 26 de febrero de 2026,3,,3 contribuciones,,Ichikani M,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,"VOLVEREMOS , EL MEJOR",Duarte Q,"De los mejores restaurantes en cuanto a todo, calidad precio y un trato EXCEPCIONAL. Gracias Edwin por estar tan tan pendiente , siempre es un gusto que te traten con tanto cariño y profesionalidad. Volveremos !!",,1 contribución,Escrita el 26 de febrero de 2026,"Muchísimas gracias por tu increíble reseña. Nos alegra enormemente saber que valoras tanto la calidad, la relación calidad-precio y, sobre todo, el trato recibido. Compartiremos tus palabras con Edwin; estará encantado de saber que su atención y profesionalidad marcaron vuestra experiencia. Será un placer recibiros de nuevo muy pronto. ¡Os esperamos en Ichikani!",Escrita el 26 de febrero de 2026,1,Increíble y gran profesionalidad . Edwin el mejor,1 contribución,Consejo:,Ichikani M,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
1775833033-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d28215005-Reviews-Ichikani_Madrid-Madrid.html,Un 1000 de 1000,Pedro B,"Todo excepcional! Una fantasía para probar y comer muy bien! 
Su camarera Jeni es un 10. Te hace más fácil la elección de la comida y a su vez su gran disposición.
Todo el equipo Ichikani es espectacular.",,1 contribución,Escrita el 24 de febrero de 2026,Muchísimas gracias por tu increíble reseña. Nos llena de alegría saber que tu experiencia fue excepcional y que disfrutaste tanto de la comida. Transmitiremos tus palabras a Jeni y a todo el equipo; comentarios así nos motivan a seguir dando lo mejor cada día. ¡Te esperamos muy pronto en Ichikani!,Escrita el 24 de febrero de 2026,1,,1 contribución,,Ichikani M,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,
