web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,image,image2,image3,image4,data20,data21,data22,data23,data24,data25
1775661599-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Lugar soleado perfecto con excelentes tapas!,Crystal163,"Las mejores croquetas de bacalao que tuvimos! El sol estaba fuera y nos sentamos aquí con una cerveza y tapas! ¡Las patas bravas también eran divinas! En las horas de mayor actividad solo puedes sentarte aquí si pides alcohol o algo de comida, no puedes simplemente tomar un café. Pero tapas, cócteles y cerveza todo fabuloso, con un gran servicio! Ignora las malas críticas, este es un lugar encantador!",86 contribuciones,,86,Escrita el 26 de febrero de 2025,,"Lancashire, Reino Unido",,,Mostrar original,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/cc/c1/25/crystal163.jpg?w=100&h=-1&s=1,,,,,,,Leer más,,0.0
1775661599-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,No merece la pena,Natalia R,"No sé de dónde sacan la puntuación, sinceramente. Solo para las bebidas (siendo dos mesas en el salón, contando con la nuestra) se equivocaron dos veces. Además echando la culpa entre camareros. 
Los huecos rotos totalmente insípidos. La carne mechada, una de las peores que he probado, solo sabía a tomate, y estaba fría. Dejé el plato completo. El entrecot si mereció la pena, buena carne y bien cocinada . Desgraciadamente, como en la mayoría de los restaurantes en grandes zonas turísticas, van más a por el número que a por la calidad.",149 contribuciones,,149,Escrita el 23 de febrero de 2025,,"Heerlen, Países Bajos",,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,,,,,,Leer más,,0.0
1775661599-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Ubicación única bajo tierra.,suemap,La comida y el ambiente era todo excelente. El camarero Brian Jackson era amable y disfrutamos de escuchar sus visiones del mundo. Comedor es 2 vuelos abajo en los antiguos pasillos abovedados de ladrillo bajo la Plaza Mayor.,99 contribuciones,,99,Escrita el 29 de enero de 2025,,"Beaverton, Oregon",,,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/02/ef/94/68/suemap.jpg?w=100&h=-1&s=1,,,,,,,Leer más,,0.0
1775661599-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Excelente comida.,Juani E,"La comida deliciosa, súper recomendable. Salvo una sola camarera. Pero el resto de atención de camareros excelente, y la camarera Vivi una persona maravillosa, súper agradable y cariñosa.",3 contribuciones,,3,Escrita el 23 de enero de 2025,,3 contribuciones,,,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,,,,,Leer más,,0.0
1775661599-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Este lugar es estafando a los turistas,Franko H,"Nos pidieron pedir una bebida alcólica o postre, de lo contrario no podríamos tomar un café. Al mismo tiempo, a los huéspedes españoles se les permitió tomar solo café. Cuando pedimos el recibo, nunca llegó. Este lugar es una trampa y estafa turística y debe ser evitado por los turistas.",1 contribución,,1,Escrita el 14 de enero de 2025,,1 contribución,,,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,,,,,,,Leer más,,0.0
1775661599-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Gran cena familiar,Mary Ann S,"Ambiente muy agradable. El servicio era rápido, la comida era genial. Recomendaría si estás buscando una buena cena con la familia, muchas opciones en el menú.",3 contribuciones,,3,Escrita el 10 de enero de 2025,"Dear Mary Ann S, thank you for your review and recommendation. We are glad to know you had a good experience with us!",3 contribuciones,Restaurante DCorazon,Traducir respuesta,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,,Escrita el 20 de enero de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661599-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Deberías probarlo!!,Benjamin Garza,¡Una deliciosa Tortilla Española! Hermoso ambiente cerca del cava. Una excelente atención y servicio por Bibi hace que sea aún mejor experiencia!,12 contribuciones,,12,Escrita el 7 de enero de 2025,"Dear bgarza63, thank you for your review and recommendation. We hope to see you soon!","San Miguel de Allende, México",Restaurante DCorazon,Traducir respuesta,Mostrar original,,,,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,,Escrita el 20 de enero de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661599-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,La experiencia de corazón con nuestros amigos fue muy agradable con buena comida y un excelente servicio!,Wilfredo R,"Excelente servicio! La comida increíble, el ambiente es acogedor y diferente. Si visitas Madrid es una gran experiencia! Lo recomendamos para todos los que quieran visitar la zona de Madrid",1 contribución,,1,Escrita el 30 de diciembre de 2024,Dear Wilfredo R thank you for your review and recommendation! We are glad to know you had a good experience with us.,1 contribución,Restaurante DCorazon,Traducir respuesta,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,,Escrita el 20 de enero de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661599-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,PARA RECOMENDAR,Gustavo G,"Increible restaurante, todo un hayazgo, la comida espectacular, el solomillo, patatas con huevo,trufa y jamon, vamos todo buenisimo. Atención del personal muy beuna Repetiremos.",16 contribuciones,,16,Escrita el 30 de diciembre de 2024,"Hola gustavogV2400ZI, muchas gracias por tu reseña y recomendación. Nos alegra saber que disfrutaste de una buena experiencia con nosotros. ¡Esperamos verte pronto!",16 contribuciones,Restaurante DCorazon,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 20 de enero de 2025,,Leer más,Leer más,0.0
1775661599-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Caro y la comida no es muy buena,jmaria10,"Restaurante ubicado en la Plaza Mayor de Madrid. No nos gustó ningún platillo de los que pedimos.  Las alcachofas se pasaron de cocción; casi deshechas.  La salsa brava de las patatas con excesivo ajo.  Las croquetas de ""bacalao"" eran pura papa con un ""toque de bacalao"".  El pulpo a la parrilla estuvo un poco mejor que lo demás.  Caro para lo que es y no pudimos dormir por la indigestión.  No lo recomiendo.",56 contribuciones,,56,Escrita el 5 de diciembre de 2024,"Hola jmaria10, lamentamos no haber cumplido con tus expectativas. En DCorazon nos preocuopamos por entregar un buen servicio y comida de calidad. Igualmente agradecemos tu reseña por ayudarnos a mejorar.","México, D.F.",Restaurante DCorazon,,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/78/88/26/jmaria10.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 20 de enero de 2025,,Leer más,Leer más,0.0
1775661599-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Comida terrible y servicio desinteresado,Bernadette P,"Elegimos este restaurante porque tenía 4 . 5 en su sitio pero toda la experiencia fue horrible. La comida estaba fría y el servicio desinteresado. Pedimos queso como aperitivo, pero luego dijeron que no lo tenían. A pesar de eso todavía añadieron los 26 euros a la factura. También cobraron 3 euros por el pan que no pedimos. Estaban desinteresados e hicieron muy poco esfuerzo para disculparse ya que no vinieron a comprobar lo que pensamos sobre la comida mientras estábamos comiendo. 
No recomendaría este restaurante en ningún nivel.",1 contribución,,1,Escrita el 28 de octubre de 2024,"Dear K2999GHbernadettep, We are sorry to hear that you did not have a good experience with us. At DCorazon we care about providing good service and quality food. We also appreciate your review for helping us to improve our service.",1 contribución,Restaurante DCorazon,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,,Escrita el 20 de enero de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661599-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Aceptable,Lau S,"La comida bien,lo que no nos gustó fué el trato de uno de los camareros,prepotente, e leido en varias reseñas que se quejan de lo mismo, es una pena...",1 contribución,,1,Escrita el 11 de octubre de 2024,"Hola 394laus, lamentamos que no haya tenido una buena experiencia con nosotros. En DCorazon nos preocupamos por entregar un buen servicio y comida de calidad. Igualmente agradecemos su reseña por ayudarnos a mejorar.",1 contribución,Restaurante DCorazon,,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Escrita el 20 de enero de 2025,,Leer más,Leer más,0.0
1775661599-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,¡Tan bueno como se pone!,Heidi Y,"Gran lugar para cenar, nos lo pasamos bien y la comida era buena. En este punto de nuestras vacaciones, había reservado tantos lugares agradables que el listón estaba alto. ¡Este lugar no me decepcionó!",184 contribuciones,,184,Escrita el 11 de octubre de 2024,Dear 923heidiythank you for your review and recommendation. We are glad to know you had a good experience with us. We hope to see you soon!,"Santa Ana, California",Restaurante DCorazon,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,,Escrita el 20 de enero de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661599-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,"La calidad de los alimentos varía enormemente. Si vas de todos modos, come dentro en las bodegas.",retired_on_Bonaire,"El servicio era bueno. Pero la comida variaba de mediocre a muy mala. Las croquetas no tenían ningún sabor. Pero las chuletas de cordero, ordenadas medio raras, estaban absolutamente sobrecocidas y duras como rocas",163 contribuciones,,163,Escrita el 6 de octubre de 2024,"Dear retired_on_Bonaire, We regret that we did not meet your expectations. At DCorazon we care about providing good service and serving quality food. We also appreciate your review for helping us to improve.",Bonaire,Restaurante DCorazon,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/81/fe/b7/retired-on-bonaire.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,,Escrita el 20 de enero de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
1775661599-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14117482-Reviews-Restaurante_Dcorazon-Madrid.html,Comida brillante y gran servicio,Laura M,"Ángel era un servidor brillante, era muy educado e hizo de nuestra cena una experiencia perfecta. Definitivamente volveré. Perfecto",1 contribución,,1,Escrita el 9 de septiembre de 2024,"Dear A1671RLlauram, thank you for your review and recommendation! We are happy to know you had a good experience with us.",1 contribución,Restaurante DCorazon,Traducir respuesta,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/e1/57/00/restaurantedcorazon.jpg?w=100&h=-1&s=1,,,,Escrita el 20 de enero de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0
