web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,image,image2,image3,data17,data18,image4,image5,image6,image7,image8,image9,position,position2,image10
1779689308-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Nuestro favorito restaurante en Chamberí,Madrid Bocados,"Bacira es nuestro restaurante favoritos de Chamberí y probablemente de Madrid. Llevan a cabo una de las cocinas fusión mejor ejecutadas y más ricas de cuantas he probado; es una auténtica pasada poder seguir yendo y que cada vez te hagan disfrutar aún más que la anterior.

Pedimos nuestros platos favoritos de su carta y como siempre, todo para compartir, como es su filosofía. Nos centramos sobre todo en la parte cruda, que es la que más nos gusta y la que, por supuesto, bordan. El único plato caliente, los callos, nos dejó una sensación brutal, porque con el curry y el ají panca consiguen un resultado absolutamente distinto e inhabitual.

Empezamos con una ensaladilla rusa con carpaccio de gambas y huevas de tobikko que nos encantó,  aunque como de costumbre fue el tiradito de dorada el que más nos gustó. También las ostras están riquísimas. De la parte más asiática de la carta pedimos un maki genial, de carne roja y langostino. De postre, y para variar, tarta de queso, un punto y final genial a la cocina.

✅Puntos fuertes: su impecable cocina y su amable servicio.

⭕️Puntos débiles: en estos tiempos no tener terraza es complicado.

💵Precio: 50-60€/pax.

💻 Esta y otras reseñas las encontrarás en nuestro Instagram, @madridbocados. Con las mejores fotos y más detalladas críticas. Hasta el próximo bocado.",5142 contribuciones,5142,Escrita el 30 de septiembre de 2020,"Madrid, España",11,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/19/94/57/photo1jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/19/94/58/photo2jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/19/94/59/photo3jpg.jpg?w=300&h=-1&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/19/94/5a/photo4jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/19/94/56/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/19/94/5b/photo5jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/19/94/5c/photo6jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5d/c5/e9/javier-m.jpg?w=100&h=-1&s=1,,,,
1779689308-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Una fusión asiática y mediterránea,Ignacio SR,"Una fusión asiática y mediterránea de muy alto nivel.
Acudí sin grandes expectativas y me encantó todo, en especial los tiraditos aunque todo estaba muy bueno...",79 contribuciones,79,Escrita el 22 de septiembre de 2020,"Pozuelo de Alarcón, España",0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c4/dd/de/ignacio-s.jpg?w=100&h=-1&s=1,,,,
1779689308-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Ayer 19/9 no fue el mejor,Daniel A,"Ayer 19/9 no fue el mejor día de Bacira, repetíamos por vez número 7 u 8 y no nos quedamos con el mejor recuerdo.
Nos han apurado mucho, no terminábamos un plato y ya nos ponían el otro...
La entrada y salida de gente con pedidos a domicilio es algo nuevo y le quita ese aire de tranquilidad y ambiente relajado que tenía.
La comida bien, salvo el ceviche... ayer los trozos de pescado eran muy grandes y no muy sabrosos... cómo si no pudieron llegar a absorber todo el sabor que en otras ocasiones si tuvo.",31 contribuciones,31,Escrita el 20 de septiembre de 2020,"Madrid, España",0,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b8/7c/94/t82undaniela.jpg?w=100&h=-1&s=1,,,,
1779689308-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Calidad y buena Presentación,Cotoya,"Muy sorprendida ya había ido más veces, me molestó algún cambio en la carta y la calidad ha mejorado mucho con lo cual seguiré yendo igual o más que antes su Tiradito de dorada inmejorable y una de las mejores tartas de queso q he probado nunca.",13 contribuciones,13,Escrita el 7 de septiembre de 2020,"Madrid, España",0,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/f4/09/b9/impresionante-este-plato.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/12/cf/97/cotoya.jpg?w=100&h=-1&s=1,,,,
1779689322-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Excelente comida fusión asiática y mediterránea,JORGE T,Excelente comida fusión asiática y mediterránea. El sitio acogedor y el trato y servicio magnífico. Repetiremos sin duda.,1 contribución,Escrita el 28 de agosto de 2020,,,,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,1.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1
1779689322-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,,,,,,Explora ahora,Descubre Prefectura de Hiroshima,Descubre por qué a los viajeros como tú les encanta Prefectura de Hiroshima,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/d4/06/8d/dsc-0685-largejpg.jpg?w=400&h=400&s=1,,,,,,,,,,,,,
1779689322-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Gran cocina y precios adecuados,donvitter,"He comido en Bacira y hay que decir que el sitio es muy bueno. Combina muy bien ingredientes tipicos dE cocina mediterránea con preparacion e ingredientes asiaticos.
Todo en un muy buen ambiente y camareros atentos y Agradables.

Ademas de sorprender sus platos, lo hace el precio, el cual esta muy equilibrado a la calidad que recibes.

Altamente recomendable.",17 contribuciones,Escrita el 7 de agosto de 2020,,,,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b6/e4/b3/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b6/e4/b4/bacira.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b6/e4/b5/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b6/e4/b6/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b6/e4/b7/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b6/e4/b8/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b6/e4/b9/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/b6/e4/ba/bacira.jpg?w=300&h=300&s=1,17.0,0.0,
1779689322-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Buenísimo,Madrilia,"Tenía pendiente este restaurante y quedé gratamente sorprendida por la elaboración, el sabor de los platos q y  la atención recibida...volveré pronto aprovechando que ahora hay menos gente en Madrid. Me encantó",3 contribuciones,Escrita el 26 de julio de 2020,,,,3 contribuciones,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,3.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1
1779689322-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Excelente experiencia,circo m,"Fusión espectacular. Probamos, las ostras, el tiradito de dorada, los manos de anchoa y anguila y todo excelente. La verdad que todo sorprendente y sabroso. Repetiremos",29 contribuciones,Escrita el 18 de julio de 2020,,,,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,29.0,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1
1779689322-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Qué decir...,RRParra,"Por justicia poética, les debía una reseña tras más de veinte visitas. Con esto está casi todo dicho...
Puedo no ser muy objetivo, porque cada vez que voy me siento como en casa, pero es de los pocos sitios que va mejorando en cada visita. Llevan la cocina de fusión a límites insospechados, con una técnica y una delicadeza incomparables.
El tiradito de dorada con vieira y salsa huancaína es sencillamente de otro mundo, el niguiri de anchoa de Santoña, aguacate y pico de gallo... Prácticamente toda la carta, que además va cambiando con cierta celeridad, es reseñable.
Además, cuentan con profesionales de la talla de Eric o Ana, ambos sumilleres, que garantizan que la experiencia sea única.",11 contribuciones,Escrita el 8 de julio de 2020,,,,"Madrid, España","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,11.0,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1
1779689322-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Excelente,Erick S,"Aún con la carta reducida la visita a Bacira fue increíble, los platos todos muy buenos y siempre tienen un toque que te sorprenden. El trato del personal muy bueno, son todos muy atentos y el servicio es inmejorable.",4 contribuciones,Escrita el 28 de junio de 2020,,,,4 contribuciones,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/77/56/d8/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/77/56/da/bacira.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/77/56/e1/bacira.jpg?w=300&h=300&s=1,,,,,,4.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1
1779689322-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,,,,,,Explora ahora,Descubre Marruecos,Descubre por qué a los viajeros como tú les encanta Marruecos,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/fb/25/a5/caption.jpg?w=400&h=400&s=1,,,,,,,,,,,,,
1779689322-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Take away,Leticia D,"Este restaurante nos encantaba pero costaba encontrar mesa así que no lo disfrutábamos todo lo que nos gustaría.
Justo esta semana ha sacado el servicio delivery/take away, lo hemos probado y nos ha encantado! 
Todo viene muy bien puesto en sus recipientes y en casa se disfruta de maravilla!! 
Esperamos poder volver pronto al local aunque mientras tanto seguro que repetiremos.",178 contribuciones,Escrita el 10 de mayo de 2020,,,,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,178.0,3.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c7/ec/2f/caption.jpg?w=100&h=-1&s=1
1779689322-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Comida de prueba,Begoña,"Tiene la ventaja de disponer de medias raciones lo que nos permitía probar unos pocos platos más.
Todo estaba rico, pero los sabores eran bastante parecidos, seguramente deberían habernos aconsejado, a la vista de que les dijimos que queríamos probar su cocina. Disponen de menú del día, creo recordar que 16 €, pero no reservan mesa para el menú, Ni te permiten esa opción una vez que estás sentada.",2 contribuciones,Escrita el 22 de marzo de 2020,,,,"Madrid, España","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,2.0,0.0,
1779689322-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Excelente,_Silvi_Tes,"Sitio muy agradable. Comida muy rica, nos ha gustado mucho. Muy buen trato por parte del personal, aconsejando en todo momento.",38 contribuciones,Escrita el 9 de marzo de 2020,,,,"Valladolid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,38.0,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1
1779689322-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Platos deliciosos y muy originales,Scenic704229,"El lugar es muy agradable (especialmente la planta baja, el sótano es un poco agobiante). La atención estupenda, pero lo mejor es su cocina.
Los platos, además de sabrosos y bien presentados, son realmente originales.",11 contribuciones,Escrita el 8 de marzo de 2020,,,,11 contribuciones,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,,,,,,,11.0,0.0,
1779689322-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Muy rico!,cristina,"Comida muy rica con un toque picante en algunos de sus platos. Perfecto también si vas con niños. El sitio muy agradable, se puede charlar tranquilamente.",30 contribuciones,Escrita el 7 de marzo de 2020,,,,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,30.0,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/48/a9/dd/caption.jpg?w=100&h=-1&s=1
1779689322-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,,,,,,Leer ahora,Un día perfecto en Nápoles,"A muchas ciudades del mundo se las conoce por un tipo de cocina en particular, pero Nápoles es famosa por un plato insignia: la pizza napolitana. El secreto está en la masa, que se deja fermentar durante un largo período de tiempo; en la mozzarella, que se elabora con leche de vacas (o búfalas) criadas en la región; y en los tomates San Marzano, que se cultivan en las tierras volcánicas de los alrededores del monte Vesubio. Por ello, la pizza “al estilo napolitano” que se elabora en otros lugares es una burda imitación.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/e5/f0/49/caption.jpg?w=400&h=400&s=1&cx=1920&cy=1080&chk=v1_c622715e896fae5b9553,,,,,,,,,,,,,
1779689322-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Menú del día top,BiCT1,"Restaurante moderno, acogedor, puesto con gusto y detalles. Entre semana a mediodía tienen menú del día (no reservan para menú) a 14,5€.
Un menú original, diferente, y de calidad. Todos los platos que probamos muy ricos... Hasta el pan estaba delicioso. La atención impecable.
Tienen comedor arriba y otro en el piso inferior.",13565 contribuciones,Escrita el 28 de febrero de 2020,,,,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/d8/e3/img-20200228-151036-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/d8/e4/img-20200228-151032-largejpg.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/d8/e5/img-20200228-151027-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/d8/e6/img-20200228-144629-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/d8/e7/img-20200228-144624-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/d8/e8/img-20200228-142919-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/d8/e9/img-20200228-142915-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/d8/ea/img-20200228-142011-largejpg.jpg?w=300&h=300&s=1,13565.0,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/60/avatar038.jpg?w=100&h=-1&s=1
1779689322-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Original,Javier Delgado,"Local amplio. Aun así mejor reservar, moderno y acogedor pero algo ruidoso. Servicio agradable y profesional. La carta es amplia y todo son platos elaborados y originales, diría que tirando a japonesa. Las raciones pequeñas, da para probar muchos platos pequeños. De precio medio alto.",6826 contribuciones,Escrita el 28 de febrero de 2020,,,,"Madrid, España",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/2e/40/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/2e/41/bacira.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/2e/43/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/2e/44/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/2e/45/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/2e/46/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/2e/47/bacira.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/08/2e/48/bacira.jpg?w=300&h=300&s=1,6826.0,57.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/ab/6d/03/caption.jpg?w=100&h=-1&s=1
1779689322-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Excelente fusión,Rafael N,"Me encanta la cocina creativa. Y sin duda, en el Bacira tenemos un claro ejemplo. Una grata sorpresa, con excelentes recomendaciones de la cocina y un buen asesoramiento. No quiero recomendar nada. Lo mejor, la sopresa.",104 contribuciones,Escrita el 24 de febrero de 2020,,,,"Palma de Mallorca, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,104.0,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1
1779689322-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d6865459-Reviews-Bacira-Madrid.html,Acierto seguro,Paula V,"Personal muy amable y comida ESPECTACULAR. Los niguiris estaban increíbles, mis preferidos el de rabo de toro y el de foie flambeado. El tirabito de lubina buenísimo. Y para terminar un souflé de chocolate con helado de mango que nos encantó. Precio medio 40€/persona",90 contribuciones,Escrita el 23 de febrero de 2020,,,,90 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,90.0,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/2a/ea/24/caption.jpg?w=100&h=-1&s=1
