web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,image5,data21,data22,data23,image6,position,image7,image8
1776264641-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Excelente Restaurante,Ana Garcia,"Acudimos a éste restaurante por las valoraciones que tiene y estoy completamente de acuerdo. Comida, trato y ambiente de 10.",1 contribución,1.0,Escrita el 10 de enero de 2019,1 contribución,,,,,,Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg?w=100&h=-1&s=1,,Leer más,,0.0,,,,
1776264641-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Mexicano de verdad,Marina G.,"Después de acudir a varios restaurantes ""mexicanos"" por fin hemos encontrado uno de verdad. La comida increíble, a pesar de que no somos muy de nachos, he de decir que los de éste lugar son completamente distintos. Como recomendación la margarita de mango y la tarta de tres leches.",2 contribuciones,2.0,Escrita el 9 de enero de 2019,2 contribuciones,,,,,,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,
1776264641-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Un mexicano 10! Los Nachos increibles!,D. Perez,Un mexicano 10! Los nachos están de muerte. Lo recomiendo sin ningún género de dudas. La atención es estupenda y el ambiente tranquilo y romántico. Volveré muy pronto!,1 contribución,1.0,Escrita el 8 de enero de 2019,1 contribución,,,,,,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,
1776264641-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,El mejor mexicano en el que hemos estado,Carla P,"De paseo por La Latina descubrimos éste restaurante. He de decir que  hemos salido más que satisfechos. El ambiente, el trato y la comida un 10. Te aconsejan en todo momento. La comida se nota que es casera y elaborada con cariño. El guacamole está delicioso. Probamos los tacos de pastor y cochinita y un 10. No podéis dejar de probar el margarita de mango y la tarta de chocolate. Volveremos pronto.",1 contribución,1.0,Escrita el 6 de enero de 2019,1 contribución,,,,,,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fe/34/81/capa-p.jpg?w=100&h=-1&s=1,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,,
1776264641-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Simplemente riquísimo,Virginia,"Teníamos ganas de probar un mejicano, y después de nuestra primera visita a Tacos y Tapas, no puedo decir nada más que ...repetiremos!!
El sitio no puede ser más acogedor, el personal te aconseja y ayuda en todas tus dudas y la comida exquisita.
Una experiencia que recomiendo, es un acierto seguro.",11 contribuciones,11.0,Escrita el 5 de enero de 2019,"Mahón, España",,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/fa/4e/d3/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,Leer más,,0.0,,,,
1776264641-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,,,,,,,,Explora ahora,Descubre Marruecos,Este contenido está patrocinado por Morocco. Ves este anuncio porque su contenido es similar a contenido que tú has mirado antes. Puede que el patrocinador haya pagado para promocionar contenido en Tripadvisor.,Descubre por qué a los viajeros como tú les encanta Marruecos,Patrocinado por Morocco,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/fb/25/a5/caption.jpg?w=400&h=400&s=1,,,,,,,,,,,
1776264641-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Muy sabrosa la comida y estupendo el trato,575gdr,"Cena sábado por la noche. Muy amables los camareros. Los nachos muy ricos. Tacos, fajitas y enchilada muy sabrosas. La tarta de tres leches deliciosa. Unos 25 euros pax.",23 contribuciones,23.0,Escrita el 23 de diciembre de 2018,"Madrid, España",,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,,Leer más,,0.0,,,,
1776264641-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Totalmente recomendable,Luciacu,"Lugar pequeño en el centro de Madrid. De los mejores mexicanos que he probado, muy sabrosos tanto los tacos (el de pollo muy recomendable) como las enchiladas. 
El servicio excelente, atentos en todo momento.
Se aconseja reservar ya que hay pocas mesas.",43 contribuciones,43.0,Escrita el 18 de diciembre de 2018,"Valencia, España",,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/c4/ae/a6/caption.jpg?w=100&h=-1&s=1,,Leer más,,0.0,,,,
1776264641-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Delicioso,Aguadelsur,"De paseo por la zona de latina, encontramos este lugar, un rinconcito lleno de detalle, tienen tacos para vegetarianos, todo delicioso, y la atención inmejorable, esta vez fui con mi niña pequeña y la hicieron sentir muy bien. Gracias",15 contribuciones,15.0,Escrita el 18 de diciembre de 2018,"París, Francia",,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,Leer más,,0.0,,,,
1776264641-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Mejor mexicano que he probado,Fede P,"Sin duda me sorprendió, he estado en varios restaurantes mexicanos, pero como este, ninguno. Prefectos los nachos y las fajitas, con ganas de volver",4 contribuciones,4.0,Escrita el 16 de diciembre de 2018,"Palencia, España",,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/be/00/05/photo1jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/be/00/04/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/be/01/97/caption.jpg?w=100&h=-1&s=1,,Leer más,,0.0,,,,
1776264627-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Una gran opción para salir del centro,Richard A,"Fuimos a comer en familia, estábamos en el centro, por la zona más turística y nos apartamos un poco para comer en este estupendo restaurante. Comimos el menú del día por 18 euros. Fantástico. Cuidado con la salsa más picante,",87 contribuciones,87,Escrita el 10 de agosto de 2019,"Argamasilla de Calatrava, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/b7/99/f9/img-20190808-150642-largejpg.jpg?w=300&h=300&s=1,,,,,,,,,,,
1776264627-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Tacos de primera calidad,durkit,"Visité aquí con mi hijo durante un breve descanso en la ciudad. Tenía nachos supremos y dos tacos diferentes, carne de res y cerdo. La comida era excelente, con la mejor comida mexicana que he tenido. El personal era amable y servicial. El pastel de leche 3 era nuevo para nosotros y delicioso.",65 contribuciones,65,Escrita el 23 de julio de 2019,"Edimburgo, Reino Unido",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/03/97/a0/d0/durkit.jpg?w=100&h=-1&s=1
1776264627-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,México lindo,MarySaimon,"Queriendo probar comida mexicana en condiciones desde hacía tiempo, descubrimos en uno de nuestros viajes a Madrid este sitio gracias a la app. Magnífico. El local es pequeño, pero agradable y acogedor, bien decorado y agradable hilo musical. El servicio es muy amable y eficiente. De aperitivo, te sirven nachos con frijoles refritos, muy bueno. Nos decantamos por probar las quesadillas de pollo y queso, enchilada de pollo con salsa roja (la que pica, aunque no mucho, la verde por lo visto no lo hace), los tacos cochinita pibil y la fajita de entrecot. Qué delicia todo. Al principio, te ponen cuatro salsas, desde jalapeños hasta nata agria, de mayor a menor nivel de picante, ¡aviso!: la jalapeños hace sudar, pero está bien buena. De postre, la tarta de 3 leches, buenísima, agradable, jugosa y tierna, para nada mazacote. Para acabar, pedimos 2 chupitos de tequila de chocolate que nunca habíamos probado, bastante bueno y suave. Al pedir la cuenta, nos invitan a otros dos chupitos por cuenta de la casa de crema de tequila, la cual nos comentan que hacen ellos mismos, muy parecida a la crema de orujo. Deliciosa. Desde luego, merece la visita. Relación calidad-precio bastante buena a nuestro parecer.",1297 contribuciones,1297,Escrita el 7 de julio de 2019,"Mérida, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/36/17/d4/dsc-0830-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/36/17/d9/dsc-0835-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/36/17/da/dsc-0836-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/36/17/d5/dsc-0831-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/36/17/d6/dsc-0832-largejpg.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/36/17/d7/dsc-0833-largejpg.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/36/17/d8/dsc-0834-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/a4/64/f8/avatar.jpg?w=100&h=-1&s=1
1776264627-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Grandioso,AlbaneseCr,"Visitamos este pequeño restaurante en Febrero y nos gusto,  probamos el guacamole de entrada y los tacos al pastor  muy buenos todo. El precio es un poco más alto que en otros lugares de comida mexicana, pero vale la pena por la calidad de los productos que ofrecen.",2 contribuciones,2,Escrita el 24 de junio de 2019,2 contribuciones,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1
1776264627-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Una comida extraordinaria,Javier P Rodriguez,"Sitio 100% recomendable. Una atención exquisita y una comida riquísima. Atención especial al yogurt de mango del postre, apoteósico. No es de extrañar la puntuación tan alta de este local.",106 contribuciones,106,Escrita el 21 de junio de 2019,"Illescas, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/03/5f/69/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/03/5f/6f/photo5jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/03/5f/70/photo6jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/03/5f/6a/photo1jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/03/5f/6b/photo2jpg.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/03/5f/6c/photo3jpg.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/03/5f/6e/photo4jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/95/9d/a5/caption.jpg?w=100&h=-1&s=1
1776264627-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,El mejor mexicano con diferencia,Jose A.,"He ido a bastantes restaurantes mexicanos en muchas ciudades y sin dudas, me quedo con este. Su amabilidad, el local, la tranquilidad que se respira y la calidad de la comida así lo merecen. Toda la comida está muy rica pero destacaría por encima de todo los tacos, los cuales puedes escogerlos de muchos tipos y a los que acompañan con cuatro salsas de distinto picante para que la pruebes. Como punto a mejorar indicaría los postres, ya que apenas tienen un par de opciones que podrían ser mejores.",44 contribuciones,44,Escrita el 16 de junio de 2019,"Sevilla, España",Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/d0/e5/09/jose-antonio-d.jpg?w=100&h=-1&s=1
1776264627-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Encantador restaurante mejicano,Fátima R,El sitio es pequeño y muy tranquilo. Decorado tipo restaurante elegante uno como los típicos mejicanos en España. Los nachos espectaculares. Las salsas muy ricas. Hay que repetir,165 contribuciones,165,Escrita el 11 de mayo de 2019,"Sevilla, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/54/ce/0c/fatimarodriguezdiez.jpg?w=100&h=-1&s=1
1776264627-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Muy buen sitio,Sandro Garcia,"Ubicado en pleno centro de Madrid,  este restaurante con hueco para unas 40/50 personas, dispone de una carta que ofrece comida Mexicana top y de manera bien elaborada con productos de buena calidad.

El precio por la comida es medio, unos 15-20 € por persona, y merece la pena venir a comer comida mexicana: sin duda una de las mejores que he probado.",968 contribuciones,968,Escrita el 5 de mayo de 2019,"Madrid, España",Calidad/precio,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,1,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/98/95/4d/sandro-g.jpg?w=100&h=-1&s=1
1776264627-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Riquísimo!,EspLZ,"Todo muy bien, la comida está riquísima y los margaritas de mango fantásticos. Los camareros muy amables y con servicio rápido. Volveremos sin duda!",90 contribuciones,90,Escrita el 4 de mayo de 2019,"Puerto del Carmen, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/64/60/6a/photo0jpg.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/64/60/6b/photo1jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/64/60/6c/photo2jpg.jpg?w=300&h=300&s=1,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1
1776264627-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,"Sabor, calidad, ambiente y atención impresionantes",Spino,"Reservamos para dos y al final, al ver la carta se nos unieron cinco amigos más, lo que nos ayudó a probar más platos de la carta (tenga de pollo, quesadillas, nachos supremos, fajita de entrecot (!!) y de pollo, cochinita pibil, tacos pastor, alambre de pollo...), una buena selección de cervezas y postres, incluyendo una torrija que quitaba el sentido...

La calidad de las materias primas salta a la vista y el sabor, ¡impresionante!... el mejor restaurante mejicano en que hemos comido, y no han sido ni dos ni tres.

Una experiencia muy recomendable, sea en grupo de amigos como nuestro caso o para parejas (nuestro plan inicial), ya que tienen mesitas más íntimas.

La decoración y el ambiente del restaurante son muy acogedores, cuidados al detalle y la atención del personal excelente. El local está en una tranquila callecita a escasos minutos de La Latina, por lo que el plan de ""tomar unas cañas y cenar"" nos salió redondo.

Repetiremos, fijo.",46 contribuciones,46,Escrita el 21 de abril de 2019,"Madrid, España",Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3c/dd/ee/tacos-para-compartir.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3c/de/48/impresionante.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3c/de/5c/alambre-de-pollo-otro.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3c/dd/f8/cochinita-pibil-impresionante.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3c/de/10/nachos-supremos.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3c/de/1f/michelada.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/3c/de/3a/fajita-de-entrecot-la.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/52/6f/30/braincasualties.jpg?w=100&h=-1&s=1
1776264627-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Muy bueno dentro de lo que es un mexicano.,rido14,"Es el mejor mejicano en el que he estado pero no es el mejor sitio que he comido lo que me hace imposible imaginar que este el. 14 en TripAdvisor.
comida de buen sabor, los tacos y los nachos geniales. el ceviche bueno pero lamentando en sí que el pulpo no era pulpo como tal y tenía palitos de mar lo que hace que un plato de 16 euros se haga extremadamente caro si no se trata de una cantidad inmensa con ese nivel de producto o bien una cantidad normal pero con verdadero pulpo y no unos palitos de mar. por lo demás trato amable aunque un poco enrarecido lo que hace que el ambiente sea triston. Pese a todo lo demás pero como indico, exagerado gastronomícamente en comparacion con el concepto de hostelería. Precio excesivamente caro",9 contribuciones,9,Escrita el 12 de abril de 2019,9 contribuciones,,,,,,,Leer más,,0,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1
1776264627-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Recomendable,david c,"Comida y trato excelente. Volveré sin duda. De los mejores mexicanos de Madrid.
Bueno para degustar comida mexicana bien cocinada.",1 contribución,1,Escrita el 23 de marzo de 2019,1 contribución,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1
1776264627-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Riquísimo,Jmkm,Fuimos para cenar y nos sirvieron platos muy ricos en un ambiente muy agradable! El personal es muy amable!,1 contribución,1,Escrita el 10 de marzo de 2019,1 contribución,,,,,,,Leer más,,0,,,,,,,,,,,,,,,
1776264627-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Tranquilo y acogedor,MVicente_D,"Es un sitio pequeño y acogedor, la comida buenisima y el servicio atento y rapido. Recomendable en una visita a Madrid",73 contribuciones,73,Escrita el 26 de febrero de 2019,"Murcia, España",Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/90/87/ce/mvicente-d.jpg?w=100&h=-1&s=1
1776264627-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d8133293-Reviews-Tacos_Tapas-Madrid.html,Excelente comida mexicana.,Esther S,"Muy acogedor, el personal super amable y la comida exquisita. Estaba todo buenisimo y te hace recodar tus viajes a Mexico. Volveremos sin duda. 100% recomendable.",129 contribuciones,129,Escrita el 17 de febrero de 2019,"Móstoles, España",Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/7f/f9/e2/chupitos-de-chocolate.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/7f/f9/e4/tarta-tres-leches.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/7f/f9/e7/tacos-al-pastor-y-pollo.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/7f/f9/f0/quesadillas-sincronizadas.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/7f/f9/f9/nachos-supremos.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/54/d4/d6/esther-s.jpg?w=100&h=-1&s=1
