web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,data21,data22,image5,image6
1775468673-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Inmejorable!,Carolina O,"Comida estupenda, todo en su punto y de muy buena calidad , sin duda hemos podido disfrutar de un rato muy agradable. El lugar es muy acogedor y el trato del personal inmejorable. Nos ha atendido Manuel, un gran profesional , muy agradable y en todo momento ha sabido recomendarnos los platos  idóneos a nuestras preferencias gastronómicas. Sin duda repetiremos muchísimas veces más.",1 contribución,Escrita el 11 de marzo de 2026,1.0,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra enormemente saber que disfrutó de la comida, de la calidad de los platos y del ambiente del restaurante.

Le agradecemos especialmente su reconocimiento hacia Manuel. Nos complace saber que su atención, profesionalidad y recomendaciones contribuyeron a que su visita fuera tan agradable; estaremos encantados de trasladarle su comentario.

Gracias por su visita y por dedicar unos minutos a compartir su opinión. Esperamos tener el placer de recibirle nuevamente en muchas más ocasiones.

Un cordial saludo.",mar 2026 • En familia,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 12 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Calidad y servicio excelente,cintya o,"Sitio para disfrutar. Calidad y servicio excelente. Una vez más nos ha atendido Manuel, un gran profesional. Gracias.",2 contribuciones,Escrita el 11 de marzo de 2026,2.0,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó nuevamente de la calidad de nuestra cocina y del servicio durante su visita.

Le agradecemos especialmente su reconocimiento hacia Manuel. Nos complace saber que su profesionalidad contribuyó, una vez más, a que su experiencia fuera tan satisfactoria; estaremos encantados de trasladarle su comentario.

Gracias por su confianza y por seguir visitándonos. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",mar 2026 • En familia,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 12 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Excelente,AMS,"Excelente cocina. Platos exquisitos, bien presentados y mejor cocinados. La atención de Ayoub, amable y atenta. Lo recomiendo.",13 contribuciones,Escrita el 11 de marzo de 2026,13.0,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó de nuestra cocina, de la presentación de los platos y de la calidad de la comida.

Le agradecemos especialmente su reconocimiento hacia Ayoub. Nos complace saber que su atención y amabilidad contribuyeron a que su visita fuera aún más agradable; estaremos encantados de trasladarle su comentario.

Gracias por su visita, por recomendarnos y por dedicar unos minutos a valorar su experiencia. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",mar 2026 • Parejas,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 12 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Enamorados de madrid,Cristina C,"Hoy 10 de marzo de 2026 ,cenamos mi pareja y yo después de estar siguiéndolo para las redes y mirando siempre la críticas y la verdad que fue un acierto total, desde que entramos por la puerta el metro te recibe con una sonrisa( por cierto muy guapo) y estuvo pendiente de nosotros toda la noche y preguntándonos  por todos los platos mi novio quedó encantado porque, nunca no habían tratado así, la comida esta que te mueres de buena, se nota que el producto es de primera. Se ha convertido en nuestro restaurante ❤️ . Ya estoy deseando volver",1 contribución,Escrita el 10 de marzo de 2026,1.0,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra enormemente saber que decidieron visitarnos después de seguirnos en redes y leer las críticas, y que la experiencia haya estado a la altura de sus expectativas.

Nos satisface saber que disfrutaron tanto de la comida y que pudieron apreciar la calidad de nuestro producto. También nos alegra especialmente que el trato recibido desde el primer momento contribuyera a que su velada fuera tan agradable.

Comentarios como el suyo son una gran motivación para todo el equipo. Muchas gracias por su visita y por confiar en nosotros.

Será un placer recibirles nuevamente muy pronto.

Un cordial saludo.",mar 2026 • Parejas,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 12 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Cena en familia,Guide46676390905,"Excelente servicio quedamos maravillados con el trato y el Sergio de nuestro camarero Pedro  y el director Anthony que estuvo pendiente de nosotros toda la noche, la lubina , la hamburguesa y el arroz con leche brutal, lo recomendamos.",1 contribución,Escrita el 10 de marzo de 2026,1.0,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra enormemente saber que disfrutaron de su cena en familia y que tanto el servicio como la comida fueron de su agrado.

Le agradecemos especialmente su reconocimiento hacia Pedro y hacia Anthony. Nos complace saber que su atención y dedicación contribuyeron a que su visita fuera tan agradable; estaremos encantados de trasladarles su comentario.

Nos satisface también saber que disfrutaron de la lubina, la hamburguesa y el arroz con leche.

Gracias por su visita, por recomendarnos y por dedicar unos minutos a compartir su experiencia. Esperamos tener el placer de recibirles nuevamente muy pronto.

Un cordial saludo.",mar 2026 • En familia,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 12 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Inmejorable,Sandra B,"La comida increíble y el trato de los trabajadores inmejorables, volveremos sin duda💖",1 contribución,Escrita el 10 de marzo de 2026,1.0,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó de la comida y que el trato recibido por parte de nuestro equipo estuvo a la altura de sus expectativas.

Le agradecemos sinceramente su comentario y su intención de volver a visitarnos. Será un placer recibirle nuevamente muy pronto.

Un cordial saludo.",mar 2026 • Amigos,Los montes de Galicia,Leer más,Calidad/precio,Ambiente,Servicio,Comida,,Escrita el 12 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/0a/default-avatar-2020-35.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Comida,FarAway06728127474,Súper buen trato y comida buenísima. 100% recomendado,1 contribución,Escrita el 10 de marzo de 2026,1.0,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó tanto de la comida como del trato recibido durante su visita.

Le agradecemos sinceramente su recomendación y que haya dedicado unos minutos a valorar su experiencia.

Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",mar 2026 • Amigos,Los montes de Galicia,Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 12 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468673-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Totalmente recomendable.,Eduardo R,"El restaurante es muy bonito y desde que llegamos, la atención por parte de Ayoub fue inmejorable. Nos recomendó y asesoró cualquier duda que tuvimos y la verdad es que comimos realmente bien. Estaba todo insuperable. Totalmente recomendable y repetiremos seguro! Y si nos atiende Ayoub, mucho mejor! Gracias por todo!!!",7 contribuciones,Escrita el 10 de marzo de 2026,7.0,"Muchas gracias por compartir su experiencia y por sus amables palabras. Nos alegra saber que disfrutó del restaurante, de la comida y que la atención recibida hizo que su visita fuera aún más especial.

Le agradecemos especialmente su reconocimiento hacia Ayoub. Nos complace saber que sus recomendaciones y su atención contribuyeron a que todo fuera de su agrado; estaremos encantados de trasladarle su comentario.

Gracias por su visita, por recomendarnos y por dedicar unos minutos a compartir su experiencia. Esperamos tener el placer de recibirle nuevamente muy pronto.

Un cordial saludo.",mar 2026 • En familia,Los montes de Galicia,Leer más,,,,,,Escrita el 12 de marzo de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,,,,,,
1775468626-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Excelente,Ana Belen G,Atención excelente y la comida muy buena y de gran calidad. Muy atento el camarero que nos atendió Ayuob. Recomendable,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra saber que ha disfrutado tanto de la calidad de nuestra comida como del servicio recibido. Le agradecemos especialmente sus palabras hacia Ayoub, le haremos llegar su comentario, que sin duda será una gran motivación para todo el equipo.

Será un placer recibirle de nuevo muy pronto.",1 contribución,1.0,Escrita el 29 de marzo de 2026,1 contribución,Escrita el 5 de abril de 2026,mar 2026 • En familia,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ce/f7/cf/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/ce/f7/ce/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Servico y gastronomía de primera,Pedro E,"Manuel y Sammy son excelentes!
Servicio y producto de primera ( mariscos y pescados )
Altamente recomendado","Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que ha disfrutado tanto de la gastronomía como del servicio. Le agradecemos especialmente sus palabras hacia Manuel y Sammy, les haremos llegar su comentario, que sin duda será una gran motivación para todo el equipo.

Nos encanta que destaque nuestros mariscos y pescados.

Será un placer recibirle de nuevo muy pronto.",2 contribuciones,2.0,Escrita el 28 de marzo de 2026,Puerto Rico,Escrita el 4 de abril de 2026,mar 2026 • Parejas,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,"Comida excelente y servicio espectacular. Mil gracias por tu atención Manuel. Pedimos pulpo, gambas plancha y lomo bajo",Almudena C,"La comida muy buena, y el servicio espectacular. Gracias a Manuel “de Jaén”, la noche fue excelente.","Muchas gracias por compartir su experiencia con nosotros.

Nos alegra saber que han disfrutado tanto de la comida como del servicio. Le agradecemos especialmente sus palabras hacia Manuel, se las haremos llegar ya que comentarios como el suyo son una gran motivación para todo el equipo.

Nos encanta que hayan disfrutado de platos como el pulpo, las gambas a la plancha y el lomo bajo.

Será un placer recibirles de nuevo muy pronto.",2 contribuciones,2.0,Escrita el 27 de marzo de 2026,2 contribuciones,Escrita el 4 de abril de 2026,mar 2026 • Parejas,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,"Cena excelente, difícil de mejorar",Alfonso M,"Una experiencia increíble, empezando por el trato excepcional del personal,(Gracias en especial a Manuel, por su atención) , la rapidez de los platos, y calidad del género impresionante.","Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que su cena ha sido tan satisfactoria y que tanto el servicio como la calidad de nuestros platos han estado a la altura de sus expectativas. Le agradecemos especialmente su mención a Manuel, le haremos llegar sus palabras, que sin duda serán una gran motivación.

Será un placer volver a recibirle muy pronto.",2 contribuciones,2.0,Escrita el 27 de marzo de 2026,"Los Navalucillos, España",Escrita el 4 de abril de 2026,mar 2026 • Parejas,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/cb/5c/c3/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Una comida para repetir sin duda,Enrique Roman,"Fuimos a comer y la verdad es que nos gustó mucho la experiencia. El trato fue muy bueno, el personal muy atento y agradable en todo momento.

La comida estaba muy rica. Probamos los buñuelos de bacalao, que estaban muy bien, y de plato principal pedimos carne y lasaña de merluza, ambos muy sabrosos. De postre, la tarta de queso nos encantó y el sorbete fue un buen final, más ligero.

También acompañamos la comida con vino tinto y un albariño, que estaban increíblemente buenos. 

En general, salimos muy contentos. Es un sitio recomendable y volveremos.","Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que han disfrutado de su visita y que tanto el servicio como la atención recibida han estado a la altura. Es un placer leer que platos como los buñuelos de bacalao, la lasaña de merluza, la carne y nuestros postres han sido de su agrado.

También le agradecemos que destaque nuestra selección de vinos, trabajamos para ofrecer opciones que acompañen y realcen cada comida.

Nos encanta saber que se marcharon contentos y con ganas de volver. Será un placer recibirles de nuevo muy pronto.",3 contribuciones,3.0,Escrita el 27 de marzo de 2026,"Boadilla del Monte, España",Escrita el 4 de abril de 2026,mar 2026 • Parejas,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/11/default-avatar-2020-23.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,RECOMENDABLE,Lilia,"Experiencia súper agradable , de principio a fin nos atendió Martín y ha sido un verdadero encanto súper atento en todo momento de la cena . Las croquetas de pulpo buenísimas al igual que el lomo bajo . 
Recomiendo y volveré pronto","Muchas gracias por compartir su experiencia con nosotros.

Nos alegra saber que ha disfrutado de una velada tan agradable y que el servicio de Martín ha estado a la altura. Le trasladaremos sus amables palabras, seguro que le harán mucha ilusión.

También le agradecemos que destaque platos como las croquetas de pulpo y el lomo bajo, nos encanta saber que han sido de su agrado.

Será un placer volver a recibirle muy pronto.",15 contribuciones,15.0,Escrita el 27 de marzo de 2026,"Madrid, España",Escrita el 4 de abril de 2026,mar 2026 • Parejas,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Comida de 10 pero el trato aún mejor !,Jennifer R,Espectacular la comida pero sobre todo el trato de Ayoub todo súper bien explicado y servido sin una de 10 ! Volveremos y eso que venimos de lejos .,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que ha disfrutado tanto de la comida como del servicio. Le agradecemos especialmente sus palabras hacia Ayoub, se las haremos llegar ya que comentarios como el suyo son una gran motivación para todo el equipo.

Nos encanta saber que, a pesar de la distancia, tienen intención de volver. Estaremos encantados de recibirles de nuevo muy pronto.",1 contribución,1.0,Escrita el 27 de marzo de 2026,1 contribución,Escrita el 4 de abril de 2026,mar 2026 • Parejas,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c9/81/5a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c9/81/5b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c9/81/5c/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c9/81/59/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,El mejor restaurante de Madrid,Martín C,Todo está buenísimo. Los buñuelos y la Lubina tenéis que pedirlos sí o sí. El personal es también una maravilla.,"Muchas gracias por compartir su experiencia con nosotros.

Nos alegra enormemente saber que ha disfrutado de su visita y que tanto los buñuelos como la lubina han sido de su agrado. También le agradecemos especialmente sus palabras hacia nuestro equipo, trabajamos cada día para ofrecer el mejor servicio posible.

Será un placer volver a recibirle muy pronto.",17 contribuciones,17.0,Escrita el 25 de marzo de 2026,"Bergheim, Francia",Escrita el 4 de abril de 2026,mar 2026 • En familia,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c5/3f/cf/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c5/3f/d0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c5/3f/d1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/c5/3f/ce/caption.jpg?w=300&h=300&s=1,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Cena excelente,Andres C,Comida excelente y servicio inmejorable con Ayoub,"Muchas gracias por su valoración y por compartir su experiencia con nosotros.

Nos alegra enormemente saber que disfrutó de la comida y que el servicio estuvo a la altura de sus expectativas. Transmitiremos sus amables palabras a Ayoub, quien estará encantado de recibirlas.

Esperamos darle la bienvenida nuevamente muy pronto.",2 contribuciones,2.0,Escrita el 22 de marzo de 2026,2 contribuciones,Escrita el 23 de marzo de 2026,mar 2026 • Amigos,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,Cena increíble!!!,Noelia E,"Cena increíble con comida exquisita!!!! Todo el personal muy amables, especialmente , Manuel super atento y amable!!! Volveremos sin duda! Experiencia de 10!!!","Muchísimas gracias por su fantástica valoración.

Nos alegra enormemente saber que disfrutaron de una cena increíble y que tanto la comida como el servicio estuvieron a la altura de sus expectativas. En especial, agradecemos sus amables palabras hacia Manuel; le haremos llegar su reconocimiento, que sin duda apreciará.

Será un placer recibirles de nuevo muy pronto.",3 contribuciones,3.0,Escrita el 22 de marzo de 2026,3 contribuciones,Escrita el 23 de marzo de 2026,mar 2026 • Parejas,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
1775468626-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d2006562-Reviews-Los_Montes_de_Galicia-Madrid.html,"Nos ha encantado la comida, todo espectacular. El servicio genial, nos ha atendido Roberto y súper amable y profesional.",Victoria,Sitio espectacular. Roberto súper profesional y amable. Comida exquisita.,"Muchísimas gracias por sus amables palabras y por compartir su experiencia con nosotros.

Nos alegra enormemente saber que disfrutaron de la comida y que todo estuvo a la altura de sus expectativas. Es un placer saber también que el servicio fue de su agrado, especialmente la atención de Roberto. Le haremos llegar su reconocimiento, que sin duda será muy valorado.

Esperamos tener el placer de recibirles nuevamente muy pronto.",6 contribuciones,6.0,Escrita el 21 de marzo de 2026,6 contribuciones,Escrita el 23 de marzo de 2026,mar 2026 • Amigos,Los montes de Galicia,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/be/28/91/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/be/28/90/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1
