web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,data19,data20,data21,data22,data23,image5,image6,image7,image8,image9,image10,image11,image12,position,position2
1775744622-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Experiencia gastronómica,Sergio Salgado,"DSTAGE es una experiencia culinaria excepcional. Desde el primer bocado, te transporta a un mundo de sabores innovadores y creativos. Cada plato es una obra de arte gastronómica, cuidadosamente elaborada con ingredientes de primera calidad. El servicio es impecable, el personal está altamente capacitado y siempre dispuesto a brindar recomendaciones y explicaciones detalladas sobre cada preparación. La ambientación es elegante y moderna, creando el escenario perfecto para una velada inolvidable. Sin duda, DSTAGE es un destino obligado para los amantes de la buena cocina que buscan nuevas emociones gustativas.",102 contribuciones,102,Escrita el 14 de julio de 2023,"Zúrich, Suiza",,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/be/9b/04/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/48/33/16/caption.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,1.0,
1775744622-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Divertida experiencia,Ingo123,Local de diseño informal y muy acogedor. El servicio muy atento. Hemos disfrutado mucho con la diversidad y calidad de los  platos. Resulta muy divertido aprender como en cocina las cosas no son siempre lo que parecen.,32 contribuciones,32,Escrita el 5 de junio de 2023,32 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/c1/0b/c6/caption.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,0.0,
1775744622-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Falta sabor. Ningún plato estaba realmente rico.,LaurMadrid,"Me esperaba más.

Platos muy curiosos, mucha experimentación pero faltan sabores ricos. De los 20 platos solo dos eran postres, un flan que estaba malo y un mochi que pasó sin pena ni Gloria.

El flan de colágeno de vaca y la patata fermentada ni siquiera estaban buenos.

Pagamos 600 euros por dos y esperábamos más. 

Ni lo aconsejo, ni repetiría.",50 contribuciones,50,Escrita el 28 de mayo de 2023,50 contribuciones,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,3.0,
1775744622-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Más sabor,Silvia P,"Esperábamos más. Menú de 15 canapés, donde el sabor no parece que sea lo mas importante sino el hacer las cosas de forma poco convencional. por ejemplo, un chorizo hecho con lentejas y verduras, o un flan hecho con restos de carne. No parece que el objetivo sea que el flan esté muy rico, sino que salga algo parecido a un flan. Nos fuimos aburriendo a medida que avanzaba el menú, con la repetición de ese concepto y la ausencia de platos redondos ricos . No nos dejaron quedarnos a tomar una copa, raro también en un restaurante de este precio.",19 contribuciones,19,Escrita el 21 de mayo de 2023,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,1.0,
1775744622-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Informal en el aspecto pero espectacular en el contenido,gariasm,"Sencillamente espectacular. Es el mago del trampantojo. Le encanta jugar con los productos y proponer platos imposibles. Tomamos el menú DStage regado con un buen cava rosado y la verdad es que el resultado fue muy sorprendente. Es cocina de autor, claramente diferenciada. Las propuestas son muy imaginativas, pero perfectamente asumibles. El local se aparta de cualquier concepción clásica, de hecho en las antípodas del Club Allard donde oficiaba antes Diego Guerrero, pero te hace sentir cómodo. El servicio fue muy amable y profesional de principio a fin. Para volver.",406 contribuciones,406,Escrita el 8 de diciembre de 2022,"Valladolid, España",Calidad/precio,Servicio,Comida,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/7b/93/0e/gariasm.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,0.0,
1775744622-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Decepción mayúscula,CSMFM,"No se como puede estar reconocido por 2* un concepto tan artificial y con poco sentido. 
Bocados nimios con productos de segunda y de re aprovechamiento a precio de oro. 
Incluso algunos platos estaban malos. Incomprensible.",17 contribuciones,17,Escrita el 8 de diciembre de 2022,España,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,1.0,
1775744622-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Decepción absoluta,LadyGin,"Llevábamos varios años con la ilusión de conocer este restaurante ,solemos hacer escapadas y vamos conociendo los distintos restaurantes premiados con estrella y de los que hemos ido ya a varios ( berasategui,Quique da costa,bon amb,Aticook….) y si duda este nos ha decepcionado absolutamente.
Menú de 15 platos con formato canapé minúsculo de un bocado y a modo de cuchara líquida o textura blanda.Comida de laboratorio y mismo sabor artificial en todos los bocados.Ningún plato sorprende y varios “platos /canapés” tienen el mismo fondo o saben igual, todo hecho a base de inventos de laboratorio que emulan un producto (patata que parece un queso brie porque le inyectan un hongo) o chorizo hecho a base de lentejas y pimentón. Parece que el cocinero ha olvidado que lo que importa es el sabor y que el cliente quiere comer buen producto y no solo la piel o el jugo.Lo único que se salvó fue el trocito de pichón (único platito susceptible de masticar).
De los 15 platos 3 fueron los “postres” una bolita cítrica en una maceta,un mochi sin mérito alguno y un flan que estaba hecho de tendones/Carne y que estaba malo,un sabor artificial igual que el resto del menú…nos preguntaron qué tal el postre y le dijimos que no nos había gustado nada y ni siquiera quisieron indagar más .Tampoco salió el cocinero ni nos preguntaron por el resto del menú,quizás así podríamos haberle preguntado por el bajón . Lo mejor del restaurante la música de fondo y el vino que elegimos . Hay mucha oferta y este restaurante no vale la pena,sensación de tomadura de pelo y no de experiencia gastronómica.",27 contribuciones,27,Escrita el 20 de noviembre de 2022,Valencia,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/f0/3b/a6/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/d0/default-avatar-2020-33.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,2.0,
1775744622-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Tuve que elegir uno y NO ME EQUIVOQUÉ,Julia-Pedro,"MAGNIFICA experiencia. Ayer cenamos en Dstage. Para nosotros era algo excepcional y que probablemente, no podamos repetir. Celebrabamos algo muy especial, la ocasión lo merecía. Tuve que escoger uno de los restaurantes con 2 estrellas, solo podía ser uno y no me equivoqué , seguro.
Pasamos cerca de 3 horas en un mundo de sensaciones, en un ambiente estupendo. Todo estuvo bien, todo. La comida, una delicia, un reto, un juego...sin palabras. La música: perfecta, la luz, el sitio...oh yeahh. Pero lo mejor sin duda: el PERSONAL. Su sonrisa, su amabilidad, profesionalidad, frescura.....JOEER Diego qué suerte tienes!!!. Gracias a Chelo y al resto de sus compañeros, MIL GRACIAS ;).",28 contribuciones,28,Escrita el 19 de noviembre de 2022,"Madrid, España",Calidad/precio,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/ec/e5/6c/me-quede-sin-palabra.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/93/be/55/julia-pedro.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,0.0,
1775744622-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Me siento engañada,Esther T,"Hoy ha sido mi tercera vez, la primera fue increíble, toda una experiencia, de 10. La segunda nada que ver, y después de 4 años le hemos dado otra oportunidad y peor aún. Todos los platos incluidos los postres saben igual, no sabria decir a que, pero no es un sabor agradable. El servicio bastante flojo y esta vez ni siquiera ha salido el chef como en las 2 veces anteriores.",141 contribuciones,141,Escrita el 19 de noviembre de 2022,"Comunidad de Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/ab/e8/6c/caption.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,1.0,
1775744622-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Fabuloso,Karmen1977,"Encantados de la vida
Comida rica , gran servicio y profesionalidad
Diego muy cercano 
No es un 2 estrellas al uso es todo más informal y ambiente desenfadado",38 contribuciones,38,Escrita el 6 de noviembre de 2022,Karmen1977,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,0.0,
1775744622-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Excelente con reservas,ropite,"Servicio rápido y profesional. Ambiente agradable. Pedí el menú de 18 pases y en cuanto a cantidad se queda un poco corta.Algunos pases fueron bastante sorprendentes para bien, y hubo alguno que sobraba por su normalidad.      Respecto a otros restaurantes de dos estrellas creo que está un poco por debajo. Si te sobran 200 te lo recomiendo, si no es tu caso hay otros en Madrid que visitar antes (Coque, Ramón Freixa).",125 contribuciones,125,Escrita el 22 de octubre de 2022,"Zaragoza, España",Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,2.0,
1775744622-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,ESPERABA MAS,joanferrer,"Estuve  la pasada semana nvitado por la onomastica de un amigo.
Hace cinco años ya habia estado,cuando solo tenia una estrella, creo que se a a palancado, en su segunda distincion. Intento esplicarlo
Los aperitivos ya los sirven en mesa, la anterior vez lo hacian aparte y mejoraba el agape, tambien se a suprimido que Diego te preparase en par de platos en mesa  o en cocina, selo hice constar, y me dijo por el covid, hoy en dia todo lo malo se resuelve con el covid.
En mi anterior gacetilla indique que las raciones algo grandes, y a solucionado el tema lo felicito, la manteleria sigue brillando por su ausencia, y se come sobre la mesa, a mi no me gusta nada, lo encuentro sucio.
El local estaba demasiado oscuro para mi, y la musica demasiado alta, no hace falta musica venimos a comer.
Platos todo muy bien logrados,  Destaco la lasagna de anchoas, me sorprendio, al gual que el pecho de vaca. Postres excelentes. Personal super atento y profesional
Lo aconsejo, pero hago constar el ligero retroceso citado,",395 contribuciones,395,Escrita el 20 de octubre de 2022,barcelona,Calidad/precio,Servicio,Comida,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/04/1a/84/78/joanferrer.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,0.0,
1775744622-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Decepcionante,Gloria,"Estuve con mis hijos el pasado 28 de mayo y la experiencia fue totalmente decepcionante.
De los 15 platos de menú solamente nos gustaron 3, aunque tampoco eran nada especial, y el resto tenían un sabor poco conseguido y en cierto modo similar.
Por lo que se refiere a la calidad de los productos,  tal como indican en el menú que me remitieron posteriormente por correo electrónico, 7 de los platos eran “Zero Waste”, es decir que procedían ""del aprovechamiento de subproductos y excedentes generados en otras elaboraciones"" y en el resto no había ni un solo producto de gama alta.
 Lo mínimo que uno espera encontrar en una comida de 175 euros es o producto de calidad o sabores elaborados y ninguna de las dos cosas caracterizan a este menú.
Las raciones mínimas y el personal muy justito en servicio y amabilidad. 
La decoración tipo industrial muy básica y el salón poco acogedor.",2 contribuciones,2,Escrita el 13 de octubre de 2022,2 contribuciones,Calidad/precio,Servicio,Comida,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,2.0,
1775744622-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Buen Restaurante en Madrid,Mauro M,"Nos gustó DStage, tengo que decir que no es el tipo de gastronomía que más nos interesa pero el menú era interesante. Creo que los Menús tan largos son excesivos, pero en conjunto nos pareció interesante. Quizá excesivo el precio, pero las estrellas siempre suben el ticket, así que sabes que el precio por comer va a ser alto. una buena opción para la alta cocina en Madrid.",17 contribuciones,17,Escrita el 3 de octubre de 2022,17 contribuciones,Calidad/precio,Servicio,Comida,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,0.0,
1775744622-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,ALGO DISTINTO,Miguel Ángel L.,"Fui con mi hijo, que vive fuera. Quería llevarle a un estrellado y busque uno menos formal y lujoso. Esto se ve reflejado en el servicio, no tanto en la comida. Es mi tercer restaurante estrellado, y es donde menos mimo le ponen al arte de atender las mesas.  Creo que no acerté. 
El menú lo desconoces, lo recibes luego por email. Esto no le resta espectacularidad, al contrario, luego alucinas con lo que has comido. Ahí si que la experiencia es total.  El somelier ausente, o no había o pasó de nosotros. Le pedimos el vino al camarero, con las indicaciones de precio y gustos, se fue a preguntar (dijo que al somelier, tal vez por zoom). Al final nos ofrecen un vino del priorato correcto.
En resumen, la comida es de estrella, no sé si para dos, pero ni el local ni el servicio son para sobresaliente. No repetiré. 
El chef pasó por las mesas y fue muy atento.  Menos mal.",7 contribuciones,7,Escrita el 24 de septiembre de 2022,"Madrid, España",Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/17/33/0d/gastroman-m.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,0.0,
1775744607-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,"Vinos interesantes, Comida experimental pocas veces acertada.",Guillermo V,"Platos extraños, quizá un 20% acertados, otro 30 ó 35% diría que lo contrario y el resto... más extraños que otra cosa. Eso sí, con mucha historia y explicación.
Los experimentos con pescados algunos tuvimos que dejarlos sin comer, y otros, pues casi.
Los vinos del maridaje, poco abundantes, en ocasiones francamente novedosos y algunos muy recomendables. Algunos otros más normalitos. 
Mejor se dedicaran a la viticultura que a la cocina a nuestro modo de ver.
Experimentación sobrevalorada y no poco ""industrializada"" como modelo de negocio.",1 contribución,Escrita el 4 de diciembre de 2024,1 contribución,"Tienen algunos vinos muy interesantes.
Evitar las elaboraciones de pescados.
Solo para realmente interesados en la experimentación.",Calidad/precio,Ambiente,Servicio,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,,,,,,,,,,,,,,,,,,1.0,
1775744607-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Un poco decepcionante…,Rémi G,"Pedimos el menú de 200€ y de 18 platos, me quedo con 6 nada más. 
El resto bastante de acepción ante como: el error (lo llaman así y es un “arroz” con leche que parece leche mal cuajada, la hoja de otoño que parecía comer nada, etc… el colmo la chuleta de vaca que dejo una foto… una decepción que hasta nos provocó hasta risa de lo ridículo que era.
Eso si, el servicio excelente sin duda y el local muy bonito. Pero yo no volvería a pagar eso para lo comido.",6 contribuciones,Escrita el 17 de noviembre de 2024,"Madrid, España",,Calidad/precio,Ambiente,Servicio,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/25/a4/b0/caption.jpg?w=300&h=300&s=1,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,,,,6.0,
1775744607-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,No estuvo a la altura de nuestras expectativas,Luv2travl,"Yo diría que nuestra experiencia en DStage fue decepcionante, especialmente por el precio. Pensamos que no merecía la calificación Michelin ** - y hemos estado en muchos restaurantes de estrellas Michelin en los Estados Unidos y Europa. No nos preocupamos por el diseño industrial del restaurante y pensamos que la mayoría de los platos estaban bien, pero no eran particularmente especiales.",2 contribuciones,Escrita el 27 de octubre de 2024,2 contribuciones,,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/a0/avatar071.jpg?w=100&h=-1&s=1,,,,2.0,
1775744607-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Diego Guerrero no es de este mundo,multi2dinous,"El chef es un demonio benévolo, el equivalente culinario de Hellboy o Ghostrider. Él ha creado sabores y consistencias que no son de esta Tierra. Impresionante menú degustación. Injusto en extremo esperar que comamos comida humana en el futuro. Añada a este gran servicio y esta es una última comida perfecta.",135 contribuciones,Escrita el 24 de octubre de 2024,"Tel Aviv, Israel",,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/4d/6f/c9/multi2dinous.jpg?w=100&h=-1&s=1,,,,135.0,
1775744607-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,No hasta dos estrellas,petermichael1,"Tomó 3 largas horas para el menú degustación de 18 platos, la mitad de los cuales fueron una decepción. No es particularmente interesante o inventivo. Es difícil decir qué platos ya que no te vas con un menú, pero las porciones son aún más pequeñas que tantas de esas experiencias de menú de prueba. El servicio fue fantástico.",26 contribuciones,Escrita el 10 de octubre de 2024,"Los Ángeles, California",,,,,Mostrar original,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,,,26.0,
1775744607-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Normal,Azucena C,"Cena de aniversario. Esperábamos sensaciones diferentes en un restaurante muy reconocido en Madrid por la guía Michelin. Todos los platos correctos, sin más. De los 18 platos , solo 3 o 4 nos han resultado buenos. El resto muy normales. Entiendo que con elaboraciones sofisticadas que requieren mucha dedicación, pero lamentablemente el resultado es bastante pobre. Nada malo, pero nada espectacular.",19 contribuciones,Escrita el 15 de agosto de 2024,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,,,,Leer más,0,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,,,,19.0,
1775744607-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Saltar este restaurante,agandhy,Hicimos la cata más grande con maridaje de vinos. Honestamente fue la peor comida que he tenido. Había varios platos que no eran comestibles y esperaban que una porción de vino de 2 onzas durara 3 platos. No estoy seguro de cómo puedes probar adecuadamente cómo va un vino con un plato con menos de un sorbo. Quizás había 4 - 5 platos de más de 15 que eran especiales y destacaban. Tuvimos una comida increíble en muchos otros restaurantes en Madrid que no eran estrellas Michelin. Ahórrate unos cientos de euros y salta este restaurante.,23 contribuciones,Escrita el 11 de agosto de 2024,"Tampa, Florida",,,,,Mostrar original,,,Traducido automáticamente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/89/avatar010.jpg?w=100&h=-1&s=1,,,,23.0,
1775744607-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6884911-Reviews-DSTAGE-Madrid.html,Excepcional y sorprendente,carlosmp,"Este excepcional restaurante juega con la excepcional cultura y comida española. De pescado a carne, sorprendente, muy delicado, excepcional. ¡No te pierdas!",5658 contribuciones,Escrita el 3 de julio de 2024,"Río de Janeiro, RJ",,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,,Leer más,0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bb/19/ca/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bb/19/cc/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bb/19/ce/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bb/19/cd/caption.jpg?w=300&h=300&s=1,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bb/19/cf/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bb/19/d0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bb/19/cb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/bb/19/d1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,,,,5658.0,
