web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4,image5,data19,position,image6,image7,image8
1779543844-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,"Todo bueno, comida, bebida, precio y LA ATENCION, que sería lo mejor",Toño T,"Sitio recomendable, para tapa, cena, comida, etc

Me encanto todo
Me levanté con satisfacción de haber sido muy bien atendido","Valladolid, España",7,Escrita el 3 de agosto de 2020,7 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/87/5b/e1/tonno-t.jpg?w=100&h=-1&s=1,,,0,,,,
1779543844-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,"El vermú es obvio, pero la comida también es excelente.",Sean4476,Esta fue muy por encima de nuestra experiencia favorita en Madrid. El vermut es genial. Un estilo de preparación tan divertido. Todos en TripAdvisor están de acuerdo. Pedimos 4 platos recomendados por el camarero y todos fueron geniales. Recomiendo encarecidamente coger un poco y 3 vermuts.,"Monrovia, Liberia",165,Escrita el 20 de julio de 2020,165 contribuciones,Mostrar original,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://static.tacdn.com/img2/langs/es/branding/partners/powered_by_google_translate.png,,0,,,,
1779543844-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,No te pierdas,Kirsty Simpkins,"Servicio maravilloso y sabores brillantes en este restaurante modesto.
¡Este lugar no parece mucho, pero el chef sabe claramente lo que están haciendo! Tienen una maravillosa selección de vinos por copa - ¡He vivido en España durante 10 años y todavía me sorprenden con su selección exclusiva!
La comida estuvo deliciosa.
El único problema es el olor a humedad de la planta baja. Creo que podría deberse a estar cerrado durante mucho tiempo durante la pandemia. No dejes que esto te disuada, este lugar es genial. Nos quedamos a tomar unas tapas y luego continuamos nuestra ruta.
Es una parada maravillosa.",Tailandia,93,Escrita el 3 de julio de 2020,93 contribuciones,Mostrar original,Calidad/precio,Comida,Servicio,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/06/dc/6e/kirstysimpkins.jpg?w=100&h=-1&s=1,https://static.tacdn.com/img2/langs/es/branding/partners/powered_by_google_translate.png,,0,,,,
1779543844-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Tapas estupendas!,jkjelawrence,"Este lugar fue muy recomendado por nuestro guía turístico a pie como un buen lugar para tapear. Entonces, después de que nuestro hijo se fue a sus clases universitarias, nos dirigimos hacia allí para pasar una tarde comiendo y bebiendo. Probamos algunos alimentos más familiares, además de salir de nuestra zona de confort probando algunas cosas que no habíamos probado antes, pero todo fue muy bueno. Es un espacio pequeño y acogedor (con algunos asientos adicionales en la planta baja, creo), pero muy cómodo y agradable. También sirvieron un par de tapas gratis: pan, sopa de frijoles y un delicioso chocolate casero al final. Me encantó este lugar y lo recomiendo encarecidamente.","Omaha, Nebraska",48,Escrita el 15 de abril de 2020,48 contribuciones,Mostrar original,Calidad/precio,Comida,Servicio,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/42/06/76/la-concha.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/42/06/77/the-fruit-and-cheese.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/5a/94/bc/jkjelawrence.jpg?w=100&h=-1&s=1,https://static.tacdn.com/img2/langs/es/branding/partners/powered_by_google_translate.png,,0,,,,
1779543844-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Excelente comida sin gluten y servicio atento.,Celiacoamericano,"Al llegar a Madrid después de un vuelo nocturno desde Estados Unidos, teníamos hambre y estábamos cansados. Ser celíaco siempre limita mis opciones. Imagínese mi sorpresa al encontrar el listado de La Concha, que estaba a un corto paseo de donde nos estábamos quedando. La comida era excelente y el anfitrión (¿propietario?) Fue extremadamente atento y servicial.","Burlington, Vermont",34,Escrita el 29 de marzo de 2020,34 contribuciones,Mostrar original,Calidad/precio,Comida,Servicio,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://static.tacdn.com/img2/langs/es/branding/partners/powered_by_google_translate.png,,0,,,,
1779543844-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,"Bonito local, buen ambiente",Ignacio A. M.,"Bonito local, buen ambiente y un excelente trato. Muy Buen sitio para tapear sin duda. Merece la pena hacer una parada.","Donostia-San Sebastián, España",4291,Escrita el 10 de marzo de 2020,4291 contribuciones,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/21/7b/c8/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/21/7b/ca/photo1jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/4c/26/ca/caption.jpg?w=100&h=-1&s=1,,,0,,,,
1779543844-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Decepcion,Reb M,"Conozco La Concha desde hace mas de diez años y siempre me gusto, además de por su vermut y su carta por los camareros que durante esos años han pasado por allí. Gente cercana y amable que hacían al sitio mas cálido y acogedor. Hoy volví y cual fue mi sorpresa y decepción desde antes de entrar (me cruce con el camarero en la puerta), soltó un comentario fuera de lugar, seco. Su actitud en todo momento fue bastante mal educada, trasmitía enfado y no invitaba a estar allí mucho tiempo, ibamos con la idea de comer y duramos poco mas de 15 min. Espero que los dueños sigan siendo los de siempre, unos tipos encantadores, y  la próxima vez que vuelva no sea esta persona la que este detrás de la barra, si es así tengo claro que no entrare. Una pena la verdad.",1 contribución,1,Escrita el 23 de febrero de 2020,,,Calidad/precio,Comida,Servicio,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,,,1,,,,
1779543844-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Vermut torero,amulet3,"No hay que irse de Madrid sin un vermut en este bar acompañado con más generosas tostas de cabales y/o tostas de bacalo, con un ambiente acogedor y un carrillera difícil de mejorar.","Murcia, España",33,Escrita el 26 de enero de 2020,33 contribuciones,,,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b4/94/8d/taberna-la-concha.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b4/95/39/taberna-la-concha.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/bf/97/49/amulet3.jpg?w=100&h=-1&s=1,,,0,,,,
1779543844-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Vermú de 10,Roberto Prada,"El vermú lo preparan con ilusión, un toque de ginebra y algo que no sé si es campari (pero lo parece). Además de su buen vermú casero que puedes comprar allí mismo para llevártelo a casa. Picamos también una cecina con parmesano muy muy rica. Y las olivas cortesía de la casa, estupendas. En nuestro caso, unas rellenas de un mejillón. Originales un rato. También en la presentación, en una latilla. Nos llamó la atención que comida la aceituna retiraban la lata y la devolvían al montón para ponérsela a un nuevo comensal. Sin darle un agua... Costumbres de otros lugares. Entramos con el local recién abierto y el ambiente era un tanto apagado, sin música ni vidilla a pesar de que pronto estaba hasta los topes. El servicio muy rápido y amable. Y el vermú, ¡de 10! Entra taaaan suave que corres el riesgo de quedarte pegado a esa barra tomando uno tras otro. Como peculiaridad, también se podían pedir copas de cava.","Elche, España",52,Escrita el 30 de diciembre de 2019,52 contribuciones,,Calidad/precio,Comida,Servicio,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/73/0a/83/pradaroberto.jpg?w=100&h=-1&s=1,,,0,,,,
1779543844-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d3470895-Reviews-Taberna_la_Concha-Madrid.html,Para repetir!!!,Cristina P,"Llegamos a Taberna la Concha dejándonos llevar por las opiniones de aquí y ha sido un acierto sin duda alguna. A pesar de ser festivo y de llegar en hora punta (y que estuviese a rebosar) a penas tuvimos que esperar para que nos dieran una mesa. La comida ESPECTACULAR y la atención y servicio de los camareros otro tanto de lo mismo:de diez. Relación calidad precio muy recomendable y el vermut, prueba obligada. Para repetir!!!!!!!!",5 contribuciones,5,Escrita el 8 de diciembre de 2019,,,,,,,,,,Leer más,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,0,,,,
