web_scraper_order,web_scraper_start_url,data,data2,data3,data5,name,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,image,image2,image3,image4,data16,data17,data18
1776251266-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Mu en Madrid.,José  R,Súper atentos y la comida es excelente. Los precios son buenos.  La calidad de comidas súper. Lugar es seguro y servicio rápido,"Bayamon, Puerto Rico",,,9,Escrita el 16 de noviembre de 2022,9 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,,
1776251266-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Un lugar para los amantes de la carne,Patisia G,"Un lugar acogedor y muy agradable.
La carne está buenísima y las papas son naturales. 
Un menú baratísimo que te ofrece buena carne.
La empanada riquísima, y el personal muy amable y agradable.
Repetiremos en nuestras próximas vacaciones por Madrid sin duda, lo recomendaré.",1 contribución,,,1,Escrita el 5 de noviembre de 2022,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,,,
1776251266-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,El mejor lugar de madrid por lejos!!,Francisco M,"La comida simplemente exquisita, los precios son insuperables y la atención es la mejor. No pueden perder la oportunidad de comer en este lugar.",1 contribución,,,1,Escrita el 2 de noviembre de 2022,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,,,
1776251266-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelente lugar,EVALLE,"Lo mejor que comimos en España! El placer de un buen filete en España! Se los recomendamos exageradamente! Atención personalizada, excelente atención, muy recomendada esta opción. Si quieres comer buena carne, MU! Es el el lugar, cuentan con tres locales en Madrid, todos excelente atención.","San Salvador, El Salvador",,,16,Escrita el 1 de noviembre de 2022,16 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/c3/e3/75/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/84/11/10/evalle.jpg?w=100&h=-1&s=1,,,,,
1776251266-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelentes carnes para uruguayos exigentes! Muy buena atención👏🇪🇸,Uruguaya1960,"Excelente asado de tira, menú a buen precio, atención impecable! Lo encontramos de casualidad y no nos arrepentimos! Repetiremos👍🏼👏👏","Benalmádena, España",,,123,Escrita el 12 de octubre de 2022,123 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/26/7a/22/ce/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/a0/28/76/maria-agustina-a.jpg?w=100&h=-1&s=1,,,,,
1776251266-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelente,Francisco V,"Optamos por el menú y realmente valió la pena. La comida riquisima y el servicio excelente.  Vivo aquí y puedo asegurar que es de lo mejor a nivel precio/calidad de la ciudad. 
Volveremos!",1 contribución,,,1,Escrita el 16 de septiembre de 2022,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,,,,,
1776251266-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelente experiencia,Ana Valeria J,Autentico sabor argentino !! El menú sugerido tiene excelente precio y excelente calidad  !! El servicio muy amable !! Lo recomiendo !!,5 contribuciones,,,5,Escrita el 3 de agosto de 2022,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,,,,,
1776251266-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Buena carne a buen precio,Pablito G,"Dan lo que ofertan, buena carne, bien preparada y buen precio. Tambien tienen un buen servicio del personal y optima ubicacion","A Coruña, España",,,29,Escrita el 28 de julio de 2022,29 contribuciones,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,,,,,
1776251266-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Excelente,Javier D,"Excelente comida y a buen precio, además de buen ambiente y excelente atención, por esta razón fue que vinimos más de una vez. Lo recomendamos 100%",2 contribuciones,,,2,Escrita el 19 de junio de 2022,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,,,,,
1776251266-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d13510945-Reviews-MU_El_Placer_de_la_Carne_II-Madrid.html,Sorpresa,David Martínez,"Una grata sorpresa haber cenado ahí. Carne de muy buena calidad, cantidad suficiente, trato excelente, y ubicación en pleno centro de Madrid peatonal.",2 contribuciones,,,2,Escrita el 10 de junio de 2022,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/34/a0/cb/david-m.jpg?w=100&h=-1&s=1,,,,,
