web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,position,position2,image,image2,data19,data20,data21,data22,data4,image3
1775660670-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Cena en familia,Johanna A,Muy buena la atención de todos las costillas muy buenas la hamburguesa brutal riquísima                              La atención impecable volveré pronto,1 contribución,1,Escrita el 2 de abril de 2025,,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,La comida y servicio A1,Nello Beltrán Landa,"La comida genial, me pedí la British Burger y me encantó… el servicio que nos dió Gabriela fenomenal!.. sin duda alguna volveremos 😊✌🏼",6 contribuciones,6,Escrita el 6 de marzo de 2025,,"Madrid, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/74/b8/63/caption.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Las mejores hamburguesas,Anderson B,"El sitio está ubicado en un lugar céntrico, la comida súper buena y la atención espectacular, en esta oportunidad nos atendió Gaby y fue muy amable, resolvió nuestras dudas y siempre estuvo pendiente de si queríamos algo más, hemos quedado muy contento con la comida y con el trato del personal, sin duda volveremos pronto.",3 contribuciones,3,Escrita el 22 de febrero de 2025,,3 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/87/25/0d/anderson-b.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,"Hamburguesa , sorpresa grata",Antonio R,"En principio el precio me pareció elevado. Pero hay que decir que tanto la presentación, como la comida en si es muy muy sabrosa y bien acompañada.",2 contribuciones,2,Escrita el 6 de diciembre de 2024,,2 contribuciones,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Hamburguesa top a un precio elevado,Sergi Ivars,Hamburguesa muy sabrosa pero a un precio bastante más elevado que la media. Los nachos tenían bastante mezcla así que los recomiendo para compartir.,527 contribuciones,527,Escrita el 15 de noviembre de 2024,,"Madrid, España",,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/cb/66/9c/sergivars9.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Momentos de calidad,Diego R,Comida muy rica. Las hamburguesas muy buenas. La atención de Marian fue espléndida. Volveríamos sin dudarlo. 100/100,4 contribuciones,4,Escrita el 28 de septiembre de 2024,,4 contribuciones,,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Excelencia total,Eliana,"Excelente todo!!! La comida sabrosa. El lugar muy acogedor. La atención de Marian fue muy cálida y respetuosa. 
Hemos tenido una experiencia muy agradable, así que recomiendo el lugar 100%",1 contribución,1,Escrita el 18 de septiembre de 2024,,"Villa Carlos Paz, Argentina",,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,2.0,,,,Leer más,,,,,
1775660670-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Maravillosa atención de Marian,Sergio Gabriel M,"La comida es excelente y más aún!!
Pedimos hamburguesas y son estupendas. La variedad es muy amplia y todo es de gran calidad. 
Aunque sin lugar a dudas lo mejor, es la atención de Marian, fantástica camarera y super super servicial",1 contribución,1,Escrita el 18 de septiembre de 2024,,1 contribución,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Carnes y burgers espectaculares,francisco c,Calidad de carnes de La Finca espectacular. Pedimos hamburguesa Original y un Lomo alto. Muy buen servicio y local muy bonito. Volveremos,7 contribuciones,7,Escrita el 11 de septiembre de 2024,,7 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,,Leer más,,,,,
1775660670-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,"Steak burger muy bueno, lugar para repetir",Laura E,"Sitio muy bueno, camareros muy amables y simpáticos! Hamburguesas deliciosas :) volveré seguro, ubicación excelente",1 contribución,1,Escrita el 11 de agosto de 2024,Buenas tardes  Paradise820863:Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,1 contribución,Steakburger F,Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Escrita el 25 de agosto de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",2.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,Leer más,,,,
1775660670-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Muy buena atención y comida,Hugo G,"Muy buen ambiente, muy buena atención por parte de las camareras Nicole y Flavia  (rápidas y agradables) y muy buenas hamburguesas.",1 contribución,1,Escrita el 21 de julio de 2024,Buenas tardes Hugo G :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,1 contribución,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 25 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,Leer más,,,,
1775660670-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d5827906-Reviews-SteakBurger_Fuencarral-Madrid.html,Excelente experiencia!,Santy,La comida fue excelente! El servicio de Alejandro fue espectacular! 100% recomiendo este lugar! Estuvimos visitando Madrid por 5 noches y regresamos la ultima noche por la excelente comida!,1 contribución,1,Escrita el 20 de julio de 2024,Buenas tardes  Santy1109 :Gracias por tu comentario Esperemos tenerte de nuevo la ocasión de sorprenderte en cual quiera de nuestros Restaurante.,1 contribución,Steakburger F,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Escrita el 25 de julio de 2024,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",1.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/77/ae/default-avatar-2020-2.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,Leer más,Leer más,,,,
