web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,image,image2,image3,image4,position
1775584673-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Muy grata sorpresa,Mariano S,"Estuvimos con unos amigos y la experiencia fue maravillosa. Desde la entrada hasta la salida, el trato ha sido impecable y familiar. Siempre había alguien pendiente, pero sin agobiar. Pedimos 5 platos para compartir y nos cambiaron dos veces los platos y cubiertos. La comida muy buena e imaginativa. El ambiente muy acogedor y el precio totalmente razonable. Hay infinidad de sitios en Madrid, pero a éste seguro que volveremos.","Muchas Gracias! Ha sido un placer y un honor que habiendo tantos excelentes restaurantes nos hayáis elegido. Justamente intentamos eso, a saber: estar presentes pero sin agobiar, l@s protagonistas sois siempre vosotr@s! Recibe un cordial saludo de parte de todo el equipo. ÁSTOR es vuestra casa! Muchas gracias!!!",7 contribuciones,7,Escrita el 8 de noviembre de 2025,Escrita el 11 de noviembre de 2025,7 contribuciones,"Déjate aconsejar por los platos fuera de carta, acertamos de pleno",restauranteastor,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Me encantó este lugar mucho!,Jangle289,"Hermoso ambiente, muy relajado pero con estilo, excelente servicio de Gabriela, muy servicial con consejos y hacernos sentir muy bienvenidos. Todo el mundo era amable y todo el personal de hospitalidad verdaderamente superior. 

La comida era fabulosa, disfrutamos de cada plato incluyendo las vieiras, provoleta, el pescado, las costillas, el filete. Recomiendo encarecidamente el cóctel Astorita también. 

Sin duda volveremos de nuevo y lo recomendaría a todos nuestros amigos",Thank you so much for your kind words! We strive to provide you with the best possible service. We will pass on your kind words to Gabriela. It has been an honor and a pleasure to have you at Ástor (your home in Madrid!). We hope to see you again soon! Enjoy Madrid!,79 contribuciones,79,Escrita el 1 de noviembre de 2025,Escrita el 2 de noviembre de 2025,"Londres, Reino Unido",,restauranteastor,Traducir respuesta,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Comida maravillosa,Maria R,"Maravillosa comida, unos tomates que se saborean solo de verlos, cada platillo tiene un sabor especial y una atención increíble , amable y cordial
Altamente recomendable","Muchísimas Gracias por tan cálidas palabras (ojalá las merezcamos. Nos esforzamos para que servicio a servicio así sea). Ha sido un verdadero placer contar con vuestra presencia. Con personas como vosotr@s nuestro trabajo se hace más fácil, mucho más. Millones de Gracias! Estamos aquí para brindar cuando queráis !",1 contribución,1,Escrita el 28 de octubre de 2025,Escrita el 2 de noviembre de 2025,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",restauranteastor,,,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,¡Encantador!,SPH20617,"En primer lugar, solo fue debido a la amabilidad y comprensión del Maitre d' que pudimos cenar la noche que visitamos; un error por mi parte al reservar a través de una aplicación. 

Con gran alivio y sin ningún alboroto, nos mostraron a nuestra mesa, que daba a un hueco de la escalera y por lo tanto nos dio una vista sin obstáculos de este encantador restaurante. 

Una vez que nos instalamos, nuestros servidores nos atendieron y nos proporcionaron menús. La tarifa estaba claramente establecida y era comprensible. Para nosotros, esto fue muy útil ya que era nuestra primera visita. 

Mi mujer eligió un entrante de tomates (de Zamora, nos informaron después) que al ser probados, me aseguró, eran los más bonitos que había tenido y ha tenido la suerte de haber disfrutado de muchas variedades en multitud de destinos. Normalmente no soy un amante del tomate, pero estos fueron para mi paladar inculto, excepcional. Elegí el Hummus de Remolacha que era muy sabroso y servido con abundantes pittas frescas y crujientes. 

La principal opción de plato de mis socios fue el Lomo de pescado Croker que se presentó de una manera muy apetitosa y, estoy seguro, era ""muy sabroso de hecho"". Mi elección fue la hamburguesa Big Ox que se sirvió con una pequeña pero adecuada porción de papas fritas. La hamburguesa era grande, pero todavía manejable. Pensé que el plato estaba un poco salado, pero recordé que fui yo quien pidió el huevo opcional cocinado a fuego lento (curado en soja y mirin) encima de la hamburguesa. En cualquier caso, me gustó mucho. 

Mi sensato compañero de comedor pasó de postre pero glotón que soy, pedí la tarta de queso para. También era muy agradable y nada pesado. Un final perfecto para una comida encantadora... o eso pensé. 

Si fue porque era nuestra primera visita o no, no puedo recordar, pero inesperadamente nos ofrecieron una bebida después de la cena o ""digestivo"" como creo que se llama más al norte. Mi compañera de comedor eligió una crema Bailey's pero yo estaba indecisa. Nuestro servidor, que al igual que sus colegas, fue atento pero discreto durante la duración de nuestra comida, preguntó sobre mis gustos y brillantemente sugirió algo llamado 'PanCaliente' (de Casa Ortega). Un vaso de esta magia líquida fue servido y era exactamente lo que me gusta. 

En general, nuestra visita a Àstor fue una de las experiencias gastronómicas más agradables y memorables que hemos experimentado. De principio a fin, fuimos muy bien atendidos por nuestros anfitriones. Nos mimaron para la elección por el menú y todo lo que elegimos era muy de nuestro gusto. El equipo de Ástor -enfrente de la casa y en la cocina- obviamente saben en qué están, cómo cuidar a sus invitados, qué servir y disfrutar haciéndolo. Lamentablemente, no podemos regresar fácilmente ya que vivimos fuera de España, pero el recuerdo de nuestra última noche en Madrid, que se definió por esta maravillosa experiencia gastronómica, vivirá mucho en nuestras mentes. 

p.d. Traté de encontrar una botella de ""PanCaliente"" en el aeropuerto libre de impuestos. En mi Español, normalmente comprensible, pregunté ""¿Teneis PanCaliente? "" El caballero parecía un poco confundido al principio, pero luego me hizo señas útiles para que lo siguiera. Al ver que nos acercábamos a una encimera de pan caliente (Pan Caliente significa 'pan caliente/tortitas') expliqué que era una marca de jerez producido en Madrid. Él no había oído hablar de ella, pero no puedo creer que pasará mucho tiempo antes de que todos los amantes del jerez lo sepan.","Wow! Thank you, thank you, thank you, thank you, and thank you so much! Thank you so much for such kind words! Thank you for choosing us when there are so many excellent restaurants in the area! Thank you for taking the time to write such lovely words! We strive to do our best, and we're so proud that you enjoyed it.
It has been a true honor and a real pleasure to have you at Ástor (your home in Madrid)!
If you have any friends or acquaintances in Madrid traveling to your country, we would love to send them a bottle of ""Pan Caliente"" (Bodega Sotomanrique) as a gift through them.
Thank you so much, friends! We hope to see you again soon! A million thanks!",48 contribuciones,48,Escrita el 18 de octubre de 2025,Escrita el 19 de octubre de 2025,"Dublín, Irlanda",,restauranteastor,Traducir respuesta,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/81/b5/94/sph20617.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Otro comentario de 5 estrellas-¿qué puedo decir?,Youneke,"Fuimos a almorzar. La comida, el personal y el ambiente eran perfectos. Teníamos el aperitivo de queso provolone - estilo Astor, el pescado croaker y el pastel de queso. Todos estaban deliciosos. Ya estamos planeando nuestra próxima aventura allí.","Thank you so much for choosing us! With so many excellent restaurants in the area, we're proud you came to Ástor (your home in Madrid)! Thank you so much for your kind words. We strive to improve every day, and our greatest motivation is when people leave happy. We hope to see you again soon! Enjoy Madrid! Thank you so much!",223 contribuciones,223,Escrita el 13 de octubre de 2025,Escrita el 13 de octubre de 2025,"Genoa, Nevada",,restauranteastor,Traducir respuesta,Mostrar original,Calidad/precio,Ambiente,Servicio,Comida,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Joya en el centro de la ciudad,Kayee L,Comida deliciosa! Gran vino y camarera muy atenta. La ubicación era muy céntrica y fácil de encontrar. Buena selección de comida,Thank you so much for choosing us when there are so many excellent restaurants in the area. It was a pleasure having you at Ástor (your home in Madrid)! We hope to see you soon! Enjoy Madrid!,12 contribuciones,12,Escrita el 5 de octubre de 2025,Escrita el 7 de octubre de 2025,"Croydon, Reino Unido",,restauranteastor,Traducir respuesta,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Lo súper recomiendo!,Juan B,"El lugar es muy cool y la atención súper cordial!
Probamos varios de sus platos y son exquisitos!
súper recomendable y volvería!","Muchísimas gracias por tan amables palabras, ojalá las merezcamos. Nos esforzamos para que así sea. Gracias por la visita! Fue un placer tenerl@s en Ástor (vuestra casa en Madrid). Esperamos verl@s pronto! Saluuu amigos!!!",1 contribución,1,Escrita el 24 de septiembre de 2025,Escrita el 26 de septiembre de 2025,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",restauranteastor,,,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/11/default-avatar-2020-41.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Perfección,Laura L,"No puedo decir suficiente sobre lo fabuloso que era este restaurante. La comida era perfecta. El personal fue eficiente, paciente y considerado con todas nuestras preguntas, necesidades y sensible a nuestras preocupaciones. Nos ayudaron a interpretar el menú cuando tuvimos preguntas sobre la interpretación Español. Estaban encantados de traer salsas a un lado como preferimos. Mi marido consiguió filete que era más raro de lo que había esperado después de solicitar medio raro, así que amablemente lo pusieron de nuevo en la parrilla y lo trajo de vuelta a su gusto. Nos sorprendieron con una pieza de cortesía del pastel de quesos más delicioso que he comido. Recomiendo encarecidamente Astor.","Thank you so much for your kind words! It was a pleasure and a true honor to have you as our guests at Ástor (your home in Madrid). With guests like you, our job becomes so much easier. We will pass on your best wishes to all the staff. We hope to see you again soon. Thank you!",5 contribuciones,5,Escrita el 20 de septiembre de 2025,Escrita el 20 de septiembre de 2025,5 contribuciones,,restauranteastor,Traducir respuesta,Mostrar original,,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Gran experiencia!,Patricio A,"Execelente lugar para comer tranquilos, muy lindo ambiente. Los platos exquisitos, y mejor aún la atención de Salvador, estuvo hasta en el mínimo detalle, recomiendo 100% el lugar, no duden en ir, gran experiencia.","Muchísimas gracias, de verdad! Le transmitiremos a Salvador vuestros recuerdos! Ha sido un placer enorme tenerlos en Ástor (vuestra casa). Ojalá estemos siempre a la altura de semejantes cálidas palabras. Prometemos que lo intentaremos siempre, servicio a servicio. Ojalá brindemos pronto! Gracias y mucha saluuuuu!",1 contribución,1,Escrita el 4 de septiembre de 2025,Escrita el 6 de septiembre de 2025,1 contribución,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",restauranteastor,,,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Atención de lujo y comida impecable,Mariana L,"Fantástico en todos los sentidos.
La comida es una fusión exquisita de culturas, el ambiente cálido y elegante, y la atención de Salvador insuperable: atento a cada detalle, desde los gustos de nuestras hijas y nuestros, hasta las recomendaciones de vino para los diferentes paladares de mi marido y mio. 
Una experiencia maravillosa que recomiendo al 100%.","Muchísimas Gracias por tan amables palabras, ojalá las merezcamos. Nos esforzamos servicio a servicio para que así sea. Le transmitiremos a Salvador vuestros recuerdos. Ha sido un honor y un placer haberl@s tenido en Ástor. Ojalá volváis pronto y así poder brindar por el reencuentro, Con personas como vosotr@s nuestro trabajo se hace mucho más fácil y placentero. Gracias, de verdad; miles de gracias!",2 contribuciones,2,Escrita el 4 de septiembre de 2025,Escrita el 6 de septiembre de 2025,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",restauranteastor,,,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/55/19/9d/mariana-l.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Todo excelente,Mario A C,"La atención fue muy buena en general, desde que nos recibieron, durante toda la experiencia, la comida deliciosa, todo estuvo espectacular",Muchísimas gracias! Primero por habernos visitado habiendo tantos y excelentes restaurantes por la zona; y luego por dedicarnos palabras tan cálidas. Ojalá l@s veamos pronto! Reciban un saludo afectuoso de parte de todo el equipo de Ástor (vuestra casa en Madrid).,2 contribuciones,2,Escrita el 27 de agosto de 2025,Escrita el 3 de septiembre de 2025,2 contribuciones,,restauranteastor,,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Familia y acogida,Ana Paula B,"El restaurante es un lugar ideal para una cena, en esta ocasión fuimos en familia a celebrar una fecha especial y no pudimos haber tenido una experiencia tan memorable y acogedora como la que nos brindaron. El personal super atento y acogedor, sus recomendaciones atinaron a cada uno de nuestros gustos y nos permitieron tener una nueva experiencia de sabores y sobre todo muy cálida. Sin duda un lugar ideal.",Agradecerte mucho habernos elegido para una ocasión especial; nos alegra mucho haber estado a semejante altura. Agradecerte también las cálidas palabras y el tiempo que dedicas a escribirnos. Ojalá l@s volvamos a ver prontito. Muchas gracias de corazón! Saluuuu,2 contribuciones,2,Escrita el 27 de agosto de 2025,Escrita el 3 de septiembre de 2025,2 contribuciones,,restauranteastor,,,Calidad/precio,Ambiente,Servicio,Comida,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584673-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,"Más que una cena, una experiencia",B H,"Una cena inolvidable en Astor 🍷. La comida exquisita, el ambiente acogedor y la hospitalidad impecable hicieron que cada momento fuera especial. Gracias por un trato tan cálido y cercano, perfecto para disfrutar en pareja 💕",Te agradecemos de corazón tus cálidas palabras! Nos enorgullece mucho que os haya gustado. Aquí estaremos para cuando queráis volver!!!! Ástor es vuestra casa en Madrid!,2 contribuciones,2,Escrita el 27 de agosto de 2025,Escrita el 3 de septiembre de 2025,Perú,"deal para cenas románticas o celebraciones especiales, por su ambiente acogedor.",restauranteastor,,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,
1775584660-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,La experiencia es genial,Luis P,"Es uno de mis restaurantes favoritos de Madrid. El trato es inmejorable y el producto de 10. El ceviche es delicioso,  un acierto siempre.",Ha sido un placer recibirl@s en ÁSTOR! Ojalá volváis pronto y así poder brindar por el reencuentro! ÁSTOR es vuestra casa;) millones de gracias por la visita y las afectuosas palabras !,1 contribución,Escrita el 12 de enero de 2026,Escrita el 13 de enero de 2026,1 contribución,,restauranteastor,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,1.0
1775584660-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,"Servicio, cocina, calidad",Curious10741846028,"Fui con una amiga a enseñarle esta absoluta joya de Madrid porque sé que es un acierto seguro. Es un restaurante con una cocina de verdad excelente y con un servicio inmejorable. En sala están pendientes de ti siempre con naturalidad, los platos salen siempre a tiempo y en su punto. Compartimos el ceviche, que es fresco y muy sabroso, y el risotto, que es directamente un escándalo de lo bueno que está. Volveré seguro.","Muchas gracias, primero por la visita y luego por estas palabras tan cálidas! Agradecerles queremos que nos hayáis elegido habiendo tantos y excelentes restaurantes por la zona, nos enorgullece mucho. Aquí estaremos para cuando volváis con una copa servida dispuesta a brindar nuevamente! Muchas gracias, miles de ellas!",1 contribución,Escrita el 12 de enero de 2026,Escrita el 13 de enero de 2026,1 contribución,"Dejad sitio para la chocotorta de postre
No os arrepentiré is.",restauranteastor,Consejo:,,Calidad/precio,Ambiente,Servicio,,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,1.0
1775584660-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Maravilloso,Bárbara L,"Una experiencia maravillosa como siempre. No nos cansamos de visitar este restaurante escondido en la zona de la Latina en Madrid. Carta corta pero todo delicioso, además de la atención exquisita cerrando con un cocktail cortesía de la casa. De mis favoritos de Madrid.",Muchísimas Gracias por tan amables palabras! Ha sido un placer y un honor recibirl@s en ÁSTOR! Con personas como vosotr@s nuestro trabajo se vuelve mas sencillo y placentero. Ojalá volváis pronto así brindamos nuevamente. Saluuuuu mil gracias!,152 contribuciones,Escrita el 12 de enero de 2026,Escrita el 13 de enero de 2026,"Las Lagunas (Mijas), España",,restauranteastor,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,152.0
1775584660-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Normalito nada que reseñar . Nada incomible pero nada excelente,mariagoge,"Normalito , nada estaba incomible pero tampoco excelente. Lo mejor el ojo de bife . La provoleta un poco seca; el ceviche no me gusto nada . No era ceviche era cazón Rebozado con chile . La pasta con rape sin más . El servicio amable . El sitio demasiado oscuro  no veías lo que comías.","Muchas gracias por la visita y por el tiempo empleado en hacernos saber su opinión. Tomamos nota, seria y humildemente, de lo que nos transmite para mejorar. Reciba un cordial saludo de parte de todo el equipo de ÁSTOR",399 contribuciones,Escrita el 11 de enero de 2026,Escrita el 12 de enero de 2026,"Madrid, España",,restauranteastor,,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/2b/default-avatar-2020-39.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,399.0
1775584660-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,Exelente,Aa Yoo 👱🏻‍♂️,"La comida es excelente, buen ambiente, especialmente todo el personal es amable. Buen servicio. 👍👍👍 y todo el personal de cocina muy bien... ... .",Thank you so much for your kind words! Thank you for choosing us when there are so many excellent options in the area! It has been a pleasure and an honor to have you at Ástor (your home in Madrid)! We hope you'll come back soon!,2 contribuciones,Escrita el 21 de diciembre de 2025,Escrita el 27 de diciembre de 2025,2 contribuciones,,restauranteastor,,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,2.0
1775584660-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d11896546-Reviews-Astor-Madrid.html,"Excelente comida, vino y servicio",Clark Edison R,"⭐️⭐️⭐️⭐️⭐️
Buena comida y excelente selección de vinos

Un fantástico lugar en Madrid con platos creativos y sabrosos que están muy bien preparados. La carta de vinos es impresionante, con un montón de grandes opciones, y el personal dio excelentes recomendaciones. Servicio amable, ambiente relajado, y un lugar al que volveríamos encantados. Muy recomendable. 

¡Sin duda volveremos!","Thank you so much for visiting! With people like you, our work becomes simpler and more enjoyable. It's been an honor to have you at Ástor (your home in Madrid ;) We hope you come back soon! Enjoy Madrid! Thank you so much!!!",1 contribución,Escrita el 21 de diciembre de 2025,Escrita el 27 de diciembre de 2025,1 contribución,,restauranteastor,,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Mostrar original,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fa/aa/65/avatar.jpg?w=100&h=-1&s=1,,,1.0
