web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,data21,data22,data23
1775744378-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,"Recomiendo este restaurante, muy buen servicio y buena calidad",Sergio G,"Excelente atención por parte de lucia, un muy buen sitio para compartir una comida en pareja o familia, tanto la comida como la atención, muy bien",4 contribuciones,Escrita el 6 de diciembre de 2025,4.0,4 contribuciones,,Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Servicio,,Ambiente,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775744378-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Sibuya no defrauda,Martín H,Comida increíble y lugar muy agradable. La cantidad de platos q elegir te permite disfrutar de ls experiencia de una manera diferente,1 contribución,Escrita el 8 de noviembre de 2025,1.0,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f6/0d/default-avatar-2020-34.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775744378-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Cena familiar,BRodrig,"Nuestra familia de seis, niños y adultos, tuvieron una deliciosa cena aquí. Bethy hizo un gran trabajo con sugerencias y con servir nuestros platos.",44 contribuciones,Escrita el 8 de noviembre de 2025,44.0,"Hillsboro, Oregón",,Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/7a/default-avatar-2020-25.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775744378-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Buena comida y atención 100%,Mollendino,Fantástica comida y la atención inmejorable. Nuestro agradecimiento especial a Lucía por ta atención inmejorable y las recomendaciones. Sin dudarlo repetiremos!,30 contribuciones,Escrita el 1 de noviembre de 2025,30.0,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775744378-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Mala calidad,Ava C,No estoy seguro de por qué este lugar de sushi tiene una nota tan alta. La calidad de los panecillos y el pescado era tan mala. No recomiendo. Si pudiera dar cero estrellas lo haría,1 contribución,Escrita el 26 de octubre de 2025,1.0,1 contribución,,Grupo Sibuya,"Agradecemos que haya dedicado su tiempo a enviarnos un comentario y sentimos mucho que su experiencia no haya sido positiva. Nos tomamos las opiniones muy en serio, ya que es nuestra prioridad garantizar que todos los clientes reciban una experiencia excepcional. Trataremos la cuestión que nos plantea con nuestro equipo y esperamos que pueda darnos una nueva oportunidad. Un saludo. Equipo Sibuya Urban Sushi Bar.",Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Servicio,Mostrar original,,Comida,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775744378-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Nuestro sushi de confianza,Oriol G,Cena estupenda como siempre. Y muy bien atendidos por Justin. Probamos los nuevos cristal tuna. Muy recomendables. Sashimi mix imprescindible,7 contribuciones,Escrita el 12 de septiembre de 2025,7.0,Barcelona,,Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Servicio,,Ambiente,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/97/avatar023.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775744378-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,El mejor sushi de Madrid creo.,chitake,"Esto me hizo reconsiderar las calificaciones anteriores de cinco que he dado. Como un poco de sushi. No creo que haya tenido algo mejor. Menú enorme. Enorme saludo a Anastasia (? sp) nuestra persona de espera trilingüe. Uno de los mejores que he conocido. 

Carta de vinos moderada pero hay uno específico para este restaurante (un blanco) que es el único disponible por copa pero todo fue simplemente excepcional. 

Difícil de encontrar en los mapas, ya que está en el techo. 

La comida era absolutamente de primera categoría como lo era el Servicio.",521 contribuciones,Escrita el 2 de septiembre de 2025,521.0,"New Plymouth, Nueva Zelanda",,Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Mostrar original,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/b4/c0/fe/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775744378-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Patricia majisima la mejor,ana,"Todo muy rico 
Patricia ha sido majisima y todo estaba espectacular muchas gracias!!
 Volveremos pronto sobre todo por los noodles",2 contribuciones,Escrita el 18 de julio de 2025,2.0,"Donostia-San Sebastián, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/79/default-avatar-2020-21.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775744378-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Increible,Nicolas L,Excelente la verdad que un conocimiento sobre el menú muy amplio. Y la comida cumplió todas las expectativas así que quedó feliz.,2 contribuciones,Escrita el 11 de julio de 2025,2.0,2 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775744378-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Otro momento feliz en Sibuya,Cesar Landaeta,"Una vez más super satisfechos con este restaurante. Tanto por su buena comida japonesa, como por el acogedor ambiente y la excelente atención del personal (Flavia, en especial), pasar un rato en este lugar ha sido todo un placer.
Hemos estado unas cuantas veces en el año y volveremos con total seguridad.
¡Gracias, Flavia!",18 contribuciones,Escrita el 26 de junio de 2025,18.0,"Madrid, España",Haga su reserva con tiempo y no vaya con prisas. Es un lugar para disfrutar con calma.,Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Servicio,,Ambiente,Comida,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775744378-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Cena en sibuya,Gabriela C,Un sitio muy recomendable y muy rico todo! Con mucha variedad donde poder elegir. Justin nos atendió y fue muy atento y amable. Volveremos !,3 contribuciones,Escrita el 20 de junio de 2025,3.0,3 contribuciones,,Grupo Sibuya,Muchas gracias por su valoración acerca de la experiencia vivida en nuestro restaurante. Estamos muy agradecidos por sus palabras y se las haremos llegar al equipo. Esperamos que vuelvan a visitarnos y podamos superar sus expectativas. Un saludo. Equipo Sibuya Urban Sushi Bar.,Leer más,Escrita el 5 de febrero de 2026,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Servicio,,Ambiente,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775744378-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Delicioso.,Amarjeet S,"Comida increíble - me encanta este restaurante de sushi, y siempre visito cuando viajo a España 

Gran servicio de Estefania, ella era muy amable y hablaba inglés",3 contribuciones,Escrita el 16 de mayo de 2025,3.0,3 contribuciones,,Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,Mostrar original,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0
1775744378-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Muy bien,Ana Beatriz,"Me encanto la comida y el servicio , muchas gracias estefania. Sin duda lo recomiendo , pedimos tartar, sushis y bao. Excelente todo.",3 contribuciones,Escrita el 16 de mayo de 2025,3.0,"Madrid, España","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
1775744378-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d14962689-Reviews-Sibuya_Urban_Sushi_Bar_Chueca-Madrid.html,Excelente,César,"Gran variedad de alternativas de entrantes, platos y postres, y con novedades en la carta. Todo muy rico! La atención de Estefanía excepcional!",3 contribuciones,Escrita el 12 de mayo de 2025,3.0,3 contribuciones,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Grupo Sibuya,"Nos alegra que te haya gustado. Esperamos seguir mejorando nuestra oferta cada temporada y volver a sorprenderle muy pronto. 
Un saludo. 
Sibuya Urban Sushi Bar.",Leer más,Escrita el 23 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/5e/4e/ae/fatima-sibuya.jpg?w=100&h=-1&s=1,,,Leer más,0.0
