web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,data4,image3
1776261926-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,"Buena comida, buen servicio",Susana G,"Muy buena comida. Personal muy atento en especial Félix que nos atendió con mucha profesionalidad. Muy recomendable, sin duda volveré",1 contribución,Escrita el 21 de marzo de 2026,Escrita el 22 de marzo de 2026,1 contribución,1,mar 2026 • En familia,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,"¡Muchísimas gracias por tu recomendación, Susana! Nos alegra enormemente que disfrutaras de la comida y de nuestro servicio en Retiro. Le transmitiremos tu agradecimiento personal a Félix; es un gran profesional y le motiva mucho saber que su atención marcó la diferencia en tu visita. Estamos encantados de saber que volverás a vernos para disfrutar de nuestra alegría gaditana. ¡Hasta la próxima!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Muy bien,José Vicente,Comimos estupendamente y la atención de Felix excepcional.,3 contribuciones,Escrita el 20 de marzo de 2026,Escrita el 22 de marzo de 2026,3 contribuciones,3,mar 2026 • En familia,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,"¡Muchísimas gracias por tu comentario, Jose Vicente! Nos alegra enormemente saber que comisteis estupendamente en vuestra visita a Retiro. Le transmitiremos tu agradecimiento personal a Félix; le hará mucha ilusión saber que su atención fue 'excepcional'. Trabajamos cada día para que esa alegría gaditana brille en cada detalle del servicio. ¡Esperamos volver a veros muy pronto por Doctor Castelo!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261926-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Cena del día del padre,Paula B,estuvimos cenando por el día del padre y la atención de Félix fue espectacular: muy atento y agradable. Comida muy rica,1 contribución,Escrita el 20 de marzo de 2026,Escrita el 20 de marzo de 2026,1 contribución,1,mar 2026 • En familia,Antonio Martinez,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Ambiente,Servicio,Comida,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg?w=100&h=-1&s=1,"¡Qué alegría leer esto, Paula! No hay mejor forma de celebrar el Día del Padre que con una buena mesa y, sobre todo, sintiéndose bien atendido.

Félix es un auténtico fuera de serie y le va a hacer muchísima ilusión saber que su atención hizo vuestra cena aún más especial; se lo transmitiremos de vuestra parte ahora mismo. Nos encanta que la comida estuviera a la altura de una fecha tan señalada. ¡Esperamos veros pronto de nuevo por el Retiro para seguir brindando!",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1
1776261916-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,FELIZ EN LA GADITANA GRACIAS A FELIX el madridista,Pablo P,"Muy buena experiencia, muy buena la comida y muy buen servicio. En especial, Félix el camarero, un máquina y un gran profesional.",Escrita el 4 de abril de 2026,abr 2026 • En familia,1 contribución,Antonio Martinez,Leer más,Escrita el 11 de abril de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/ef/default-avatar-2020-66.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola, Pablo! Muchísimas gracias por compartir tu experiencia. Nos ha encantado el juego de palabras; saber que te fuiste ""feliz gracias a Félix"" es la mejor noticia que podíamos recibir. Le transmitiremos tu mensaje de inmediato a nuestro ""máquina"" madridista; le va a hacer mucha ilusión saber que su profesionalidad y buen rollo hicieron que disfrutaras tanto.

Ya que te gustó tanto la experiencia, para la próxima visita te aconsejamos que no te pierdas nuestras Tortillitas de Camarones; son crujientes, ligeras y con todo el sabor de la Bahía. ¡Te van a encantar!

¡Te Esperamos!",
1776261916-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Felix un crack!,Road23253539865,Todo riquísimo pero lo mejor fue la atención de Félix!!! Gracias,Escrita el 1 de abril de 2026,abr 2026 • En familia,1 contribución,Antonio Martinez,Leer más,Escrita el 11 de abril de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola! Muchísimas gracias por tu visita y por dedicarnos este comentario. Nos alegra enormemente saber que disfrutaste de nuestra cocina, pero sobre todo que la atención de Félix fuera lo mejor de tu paso por La Gaditana. 

Le transmitiremos tu mensaje de inmediato; le va a encantar saber que le consideras ""un crack"", ¡es un orgullo tenerle en el equipo! Esperamos volver a verte muy pronto en el Retiro.

¡Te Esperamos!",
1776261916-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Muy recomendable,GeoffStrack,"Excelente comida excelente servicio y un ambiente encantador realmente recomendaría este lugar. Abre a las 7 de la tarde, lo que es positivo y hemos estado dos veces ahora y sin duda volvería de nuevo.",Escrita el 31 de marzo de 2026,mar 2026 • Parejas,69 contribuciones,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",69,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/4a/0a/60/geoffstrack.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"""Dear Geoff, thank you so much for your kind words!

We are thrilled to hear that you enjoyed the food and the atmosphere during both of your visits. We know that opening at 7:00 PM is a great plus for our international friends, and we're glad it suited your plans perfectly. It was a pleasure having you, and we look forward to welcoming you back on your next trip to Madrid! Cheers!""

(Traducción: ""Estimado Geoff, ¡muchas gracias por tus amables palabras! Nos hace mucha ilusión saber que disfrutaste de la comida y el ambiente en tus dos visitas. Sabemos que abrir a las 19:00 es una gran ventaja para nuestros amigos internacionales y nos alegra que encajara con tus planes. Fue un placer tenerte y esperamos verte de nuevo en tu próximo viaje a Madrid. ¡Salud!"")",
1776261916-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Excelente servicio y comida.,Alonso F,Excelente servicio y recomendaciones por parte de Félix.,Escrita el 30 de marzo de 2026,mar 2026 • Amigos,2 contribuciones,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,2,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/a3/default-avatar-2020-38.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Muchas gracias por tu reseña, Alonso! 😊

Nos alegra mucho saber que tanto la comida como el servicio fueron de tu agrado. Le transmitiremos tus felicitaciones a Félix; es un experto dando recomendaciones y le encanta guiar a nuestros clientes para que prueben lo mejor de nuestra carta. ¡Esperamos volver a verte muy pronto por aquí!",
1776261916-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Buena comida y atención buena,Roberto Emilian... M,El arroz muy bueno u la atención por Felix increíble,Escrita el 30 de marzo de 2026,mar 2026 • Amigos,2 contribuciones,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,2,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola Roberto Emiliano! Muchas gracias por tu visita y por compartir tu opinión.

Nos alegra mucho saber que el arroz fue de tu agrado; le pasaremos tu felicitación al equipo de cocina. Por supuesto, también le daremos tu mensaje a Félix, quien se esfuerza cada día por dar esa atención 'increíble' que mencionas. ¡Nada nos hace más felices que saber que disfrutaste de la experiencia completa! Te esperamos de nuevo muy pronto.",
1776261916-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Subanle el sueldo al Félix lo merece!,Alexis A,"El servicio de Felix fue muy bueno y atento, un 10 de 10 a sus recomendaciones 👌",Escrita el 30 de marzo de 2026,mar 2026 • Amigos,2 contribuciones,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola Alexis! 😂 ¡Tomamos nota de tu petición!

Bromas aparte, nos hace muchísima ilusión recibir comentarios como el tuyo. Félix es un pilar fundamental de nuestro equipo y su capacidad para dar recomendaciones '10 de 10' es algo que valoramos muchísimo. Le transmitiremos tu felicitación (y tu sugerencia 😉); comentarios así son los que más le motivan a seguir dando ese servicio tan atento. ¡Muchas gracias por venir y esperamos verte pronto!",
1776261916-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Cena genial,Eva G,Maravillosa cena y la atención de Feliz inmejorable. Volvemos seguro!,Escrita el 29 de marzo de 2026,mar 2026 • Amigos,1 contribución,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/a2/default-avatar-2020-3.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Muchísimas gracias por tu reseña, Eva! 😊

Nos hace muchísima ilusión saber que vuestra cena fue maravillosa. Le transmitiremos tus palabras a Félix (o 'Feliz', como bien dices, ¡porque siempre atiende con una sonrisa! 😉). Saber que su atención fue inmejorable y que pensáis volver es nuestra mayor recompensa. ¡Os esperamos pronto de nuevo en nuestro rincón del Retiro!",
1776261916-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,"Volveremos, el camarero Félix un fiera",Cristina V,"Muy buena experiencia, el camarero Félix un crack y súper atento, volveremos. Su trato excepcional",Escrita el 29 de marzo de 2026,mar 2026 • En familia,1 contribución,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola Cristina! Muchísimas gracias por tu comentario.

Nos hace mucha ilusión leer que tu experiencia fue tan positiva y que Félix te hiciera sentir tan bien atendida. Tienes razón, ¡es un auténtico fiera y un crack! Le pasaremos tu mensaje de agradecimiento de inmediato. Nos quedamos con tu promesa de que volveréis pronto... ¡aquí os estaremos esperando con los brazos abiertos!",
1776261916-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Comida de 10,José luis H,"Todo muy rico , la atención y la comida . Los camareros q nos atendieron muy a amables , nos atendieron yenifer , Adrián y César",Escrita el 29 de marzo de 2026,mar 2026 • En familia,1 contribución,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/06/default-avatar-2020-18.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola José Luis! Muchísimas gracias por tu puntuación de 10.

Nos hace muchísima ilusión que menciones específicamente a Yenifer, Adrián y César. Son unos profesionales fantásticos y les encantará saber que su amabilidad hizo que disfrutarais aún más de la comida. Transmitiremos vuestras felicitaciones a todo el equipo, ¡especialmente a los tres! Esperamos veros de nuevo muy pronto por aquí.",
1776261916-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,alucinante,Happiness02747747993,"Servivio espectacular, los camareros increíbles, Yenifer, Adrián y César majísimos, muy recomendable.",Escrita el 29 de marzo de 2026,mar 2026 • En familia,1 contribución,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/5b/default-avatar-2020-61.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola Happiness! Muchísimas gracias por ese 'alucinante'. ✨

Nos hace muchísima ilusión leer que el servicio te pareció espectacular. Tienes razón, Yenifer, Adrián y César son majísimos y se esfuerzan cada día por que la experiencia sea increíble para todos nuestros clientes. Les pasaremos tu comentario de inmediato; ¡les va a encantar! Gracias por recomendarnos y esperamos volver a verte muy pronto.",
1776261916-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,10/10,DANIEL C,"Espectacular como siempre. Inmejorable servicio de Yenifer, Adrián y Cesar.",Escrita el 29 de marzo de 2026,mar 2026 • En familia,1 contribución,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola Daniel! Muchísimas gracias por ese 10/10. ⭐

Nos encanta leer que tu experiencia fue 'espectacular como siempre'. Para nosotros, que un cliente habitual siga sintiendo que el servicio de Yenifer, Adrián y César es inmejorable es el mejor premio posible. Les transmitiremos tu felicitación de inmediato, ¡les va a hacer mucha ilusión! Gracias por tu fidelidad y nos vemos pronto en La Gaditana.",
1776261916-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,GRAN EXPERIENCIA,Francisco C,"Calidad precio excelente, muy buena calidad y buenas coquinas.
Nos atendió Félix, encantador y muy atento. Repetiremos",Escrita el 29 de marzo de 2026,mar 2026 • Parejas,3 contribuciones,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",3,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola Francisco! Muchísimas gracias por compartir tu experiencia con nosotros.

Nos alegra saber que disfrutaste de la calidad de nuestras coquinas; son uno de nuestros platos estrella y nos encanta que los clientes aprecien su frescura. Le transmitiremos tus palabras a Félix; le hará mucha ilusión saber que su atención y profesionalidad contribuyeron a que tuvieras una gran experiencia. ¡Estamos deseando que repitáis con nosotros! Un saludo de todo el equipo.",
1776261916-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,Buena disposición a las dietas especiales,CRISTINA P,Estuvimos cenando en familia. Somos 3 celiacos. A pesar de que pensábamos que había fritura sin gluten y finalmente no. Nos trataron con mucha consideración y pudimos disfrutar de una cena muy rica. A destacar la carne y la fritura ( con gluten). Félix el camarero y el encargado de sala y el personal de cocina nos trataron con mucho mimo y profesionalidad.,Escrita el 28 de marzo de 2026,mar 2026 • En familia,1 contribución,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,Calidad/precio,Ambiente,Servicio,Comida,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/bb/default-avatar-2020-65.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola Cristina! Muchísimas gracias por compartir vuestra experiencia en familia con nosotros.

Para nuestro equipo, y especialmente para Félix y nuestro encargado de sala, es una prioridad absoluta que todos nuestros clientes, tengan las necesidades dietéticas que tengan, se sientan seguros y cuidados. Nos alegra mucho que, a pesar de no contar con fritura sin gluten en ese momento, disfrutarais de nuestra carne y del trato personalizado de cocina. >
Vuestra confianza nos motiva a seguir trabajando con ese 'mimo' que mencionas. ¡Será un auténtico placer recibiros de nuevo en vuestra próxima cena familiar!",
1776261916-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,De 10,Leticia G,Maravillosa. Félix es un encanto,Escrita el 28 de marzo de 2026,mar 2026 • Amigos,1 contribución,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,Calidad/precio,Ambiente,Servicio,Comida,Las croquetas de carabineros,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola Leticia! Muchísimas gracias por ese 10 y por tus palabras.

Nos hace mucha ilusión leer que tu experiencia fue maravillosa. Le pasaremos tu mensaje a Félix; le encantará saber que te pareció un encanto. ¡Comentarios así nos alegran el día! Esperamos volver a verte muy pronto por aquí.",
1776261916-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d27475089-Reviews-La_Gaditana_Retiro-Madrid.html,100% recomendable,josecarlos h,"Felix, el camarero que nos atendió es un fenómeno y un gran profesional, nos aconsejó el rape y fue todo un acierto, repetiremos seguro.",Escrita el 27 de marzo de 2026,mar 2026 • Parejas,2 contribuciones,Antonio Martinez,Leer más,Escrita el 7 de abril de 2026,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",2,Leer más,0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/f9/ec/lagaditanaa.jpg?w=100&h=-1&s=1,"¡Hola Jose Carlos! Muchas gracias por tu recomendación al 100%.

Nos alegra muchísimo que te dejaras aconsejar por Félix; es un auténtico fenómeno y conoce nuestra carta a la perfección. El rape es uno de nuestros orgullos en cocina y saber que fue un acierto total para vosotros nos llena de satisfacción. ¡Tomamos nota de ese 'repetiremos seguro'! Aquí os esperamos con más sugerencias de las buenas.",
