web_scraper_order,web_scraper_start_url,data,data2,data3,data5,position,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,image,image2,image3,image4
1779691861-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Buena relación calidad precio,Loli C,"Muy buena comida y rapidez en el servicio. Ambiente relajado.
Buena relación calidad precio.
Muy recomendable",2 contribuciones,,2 contribuciones,2.0,Escrita el 14 de mayo de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f9/90/cb/trattoria-malatesta.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,
1779691861-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Buena cantidad y calidad,Julito N,"La lasaña de berenjena está espectacular, la pizza calzone (demasiado grande para una persona) muy buena. Un consejo que le doy al restaurante, es que deberían avisar que las pizzas son grandes (mucha gente pedía cajas para llevar). El servicio fue un poco lento (es normal, tienen que subir y bajar unas escaleras constantemente, ellos no tienen la culpa).",242 contribuciones,,242 contribuciones,242.0,Escrita el 7 de mayo de 2021,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/f2/d3/a0/img-20210424-160414-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,
1779691861-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Fantastico,F.J,"La mejor pizza vegetal que he probado. La pasta en su punto y tambien buenisima.
Recomiendo reservar en la parte de abajo que es preciosa y super agradable.
Nuestro agradecimiento a la chica que nos atendio, Noe. Profesional, atenta y cariñosa.",70 contribuciones,,70 contribuciones,70.0,Escrita el 5 de abril de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,
1779691861-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Muy atentos y muy buena comida,Noemi C,"Fuimos sin reserva y nos atendieron enseguida. 
Menú un poco caro (22€/persona) pero la calidad de la comida excelente y el trato de los camareros impecable. Recomiendo el Pastel caliente de hojaldre con verduras, ricotta
                      y salsa de trufa y miel. Buenísimo.","Aranjuez, España",,6 contribuciones,6.0,Escrita el 3 de abril de 2021,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d0/c4/9c/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,
1779691861-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Descubrimiento para repetir,CarlosyCarmenL,"Pese a vivir en Madrid, y visitar el centro en familia varias veces al año, no conocía este resturante, y he de decir que me ha sorprendido gratamente. He comido solo, y por tanto solo he podido probar un plato de pasta, pero estaba muy bueno, sabroso , y nada parecido a las cadenas de comida italiana. El pan de pizza muy bueno también. Una de las cosas que más me ha sorprendido es que es un sitio muy agaradable en el que inmediatamente he pensado que volvería con amigos o familia y que les sorprendería. Por supuesto el personal encantador, sin exageraciones ni lisonjas ¡Ahhhh! Y para rematar un chupito de limoncello invitación de la casa.","Madrid, España",,5 contribuciones,5.0,Escrita el 10 de febrero de 2021,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,
1779691861-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,,,,,,,,,Explora ahora,Descubre Egipto,Descubre por qué a los viajeros como tú les encanta Egipto,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/13/8e/38/caption.jpg?w=400&h=400&s=1,,,
1779691861-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Me sorprendió con creces el Menú del Día,1994lydiav,"Fuimos un viernes a tomar el menú del día y salimos gratamente sorprendidas. Por 13,50€ la calidad es muy buena: Búfala con verduras, pasta con salmón, pan, bebida y panacotta de postre. Todo verdaderamente rico y el trato muy agradable. Sin duda para volver.","Comunidad de Madrid, España",,63 contribuciones,63.0,Escrita el 25 de enero de 2021,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/b6/9c/f8/lydia-v.jpg?w=100&h=-1&s=1,
1779691861-16,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Excelente sitio sorprendente,Javier C,"Excelente sitio sorprendente en la zona de Plaza Mayor. Trattoria como si nos transportara a Italia. Pasta fresta y pizza espectaculares. El producto se nota que es casero e italiano. La persona que nos atendió nos recomendo genial y fue super simpatico.
Muy recomendable.",9 contribuciones,,9 contribuciones,9.0,Escrita el 24 de enero de 2021,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/91/28/e9/photo0jpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,
1779691861-17,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Mejor italiano con platos de mariscos,Ghida,"¡El mejor italiano con platos de mariscos!

Loved Loved Loved. .
Éramos 4 y cada uno eligió un plato diferente de pasta con mariscos y ¡todos estaban teniendo la mejor comida!
El marisco es fresco y delicioso, muy profesional y limpio. . mi hijo comió un espagueti regular con salsa roja y también lo disfrutó mucho. Definitivamente lo recomendaré y definitivamente volveré allí! ?","Madrid, España",,25 contribuciones,25.0,Escrita el 24 de agosto de 2020,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,0.0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/3d/default-avatar-2020-55.jpg?w=100&h=-1&s=1,
1779691861-18,https://www.tripadvisor.es/Restaurant_Review-g187514-d1963635-Reviews-Trattoria_Malatesta-Madrid.html,Italiano real,Marcelo A,Siempre que venimos a Madrid comemos en este sitio que nunca defrauda por calidad y sabor. Todo es delicioso. Esta vez pedimos pizza y pasta. No hay palabras para describir lo rico que estaba todo. Es nuestro sitio de referencia cuando queremos comer en un italiano. Sigan así 👍,47 contribuciones,,47 contribuciones,47.0,Escrita el 21 de agosto de 2020,,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/d4/a4/7a/20200821-214313-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,
