web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,position,image,image2,position2,image3,image4,data21,data22,data23,data24,data25
1775728228-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Gran comida,Rocio P,Muy bien sitio para comer rápido y bueno con una gran atención de parte de todo el personal y muy rica la comida además siempre están abiertos y son muy rápidos,1 contribución,Escrita el 20 de abril de 2025,,1 contribución,,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,,,,,,Leer más,,0,
1775728228-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,rico y agradable,Maria G,"La comida muy buena, especialmente la pasta de la nona. Muy buen trato de Naima, muy agradable, incluso nos invitaron a chupitos.",1 contribución,Escrita el 20 de abril de 2025,,1 contribución,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ed/00/default-avatar-2020-4.jpg?w=100&h=-1&s=1,,,,,,Leer más,,0,
1775728228-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Lo que tú veas...,Gorordo,"Es lo que es. Un italiano aparatoso. Cierto bullicio, y ambiente de restaurante elegante profanado. Idea logradísima. Todos los platos correctos, y alguno un poco más. Servicio de sala ágil y atento. Ideal turistas. A mi se me ocurren mejores cosas que hacer con 170€ para cuatro personas.",74 contribuciones,Escrita el 24 de marzo de 2025,,"A Coruña, España",,,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,74.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/7a/03/3b/gorordo.jpg?w=100&h=-1&s=1,,,,,,Leer más,,0,
1775728228-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Una gran cena en Madrid,John,Una cena realmente encantadora. Este se ha convertido en nuestro restaurante de Madrid. La comida era fabulosa y el servicio desde Kzenia era excelente y amable.,2 contribuciones,Escrita el 7 de febrero de 2025,"Hello! We are pleasant that your experience was satisfactory, we hope see you again. Grettings from all the team.",2 contribuciones,Escrita el 19 de febrero de 2025,Oven Fuencarral O,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Traducido automáticamente,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,
1775728228-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Excelente,melneu87,Es la tercera vez que voy a Oven Fuencarral y me encanta. Ahora me gustaría decir que la atención de Valentina fue excelente.,1 contribución,Escrita el 30 de enero de 2025,"Hola! Muchísimas gracias por comentar su experiencia con nosotros. Estamos muy contentos de leer sus palabras, nos motiva a seguir trabajando día a día. ¡Un saludo y un abrazo de parte de todo el equipo!","Lima, Perú",Escrita el 19 de febrero de 2025,Oven Fuencarral O,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,0,
1775728228-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Cena,Yehia El-mansoury,El servicio es excelente por Estrella & Deivy - educado y profesional - Tiramisu era el mejor plato. Lugar muy ocupado necesita reservar.,18 contribuciones,Escrita el 11 de enero de 2025,"Hi Yehia, thank you for sharing your experience with us and giving us a positive review. We are delighted to hear that everything was to your liking. Best regards!","El Cairo, Egipto",Escrita el 14 de enero de 2025,Oven Fuencarral O,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Traducido automáticamente,18.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,
1775728228-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Italiano de confianza,jabbho,Cocina italiana cuidada y servida con gusto para una cena rápida -que no fast food- informal pero rica. Volveremos pronto.,37 contribuciones,Escrita el 8 de enero de 2025,"Buenas noches Jabbho! Muchísimas gracias por su comentario y puntuación, estamos muy felices de que su estancia en Oven Fuencarral haya sido agradable, esperamos volver a recibirle en nuestro restaurante. Un saludo y un abrazo!","Madrid, España",Escrita el 14 de enero de 2025,Oven Fuencarral O,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,37.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/74/default-avatar-2020-68.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,0,
1775728228-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Gran trato,Natalia L,"Ha sido una cena increíble y más con Valentina que nos ha atendido estupendamente

Repetiríamos por el trato y la comida.",1 contribución,Escrita el 3 de enero de 2025,"Hola Natalia ¡Wow! Muchísimas gracias por las palabras dedicadas, nos encanta saber que tuvo una experiencia agradable. Un saludo y un abrazo de parte de todo el equipo. ¡Esperamos volver a verle pronto!",1 contribución,Escrita el 7 de enero de 2025,Oven Fuencarral O,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,0,
1775728228-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Un lugar estupendo en el centro de Madrid,Roam27032130672,"Cenamos en familia muy bien, las pizzas y la pasta están muy ricas. Nos atendió Valentina y todo genial. Solemos venir aquí bastante.",1 contribución,Escrita el 2 de enero de 2025,"Hola! Muchísimas gracias por comentar su experiencia con nosotros. Estamos muy contentos de leer sus palabras, nos motiva a seguir trabajando día a día. ¡Un saludo y un abrazo de parte de todo el equipo!",1 contribución,Escrita el 7 de enero de 2025,Oven Fuencarral O,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/a7/default-avatar-2020-44.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,0,
1775728228-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,"Comida rica, servicio pésimo",Mar P,"Entiendo que es navidad. Entiendo que tienen que dar la mayor cantidad de servicios posibles. Pero, personalmente, me molesta muchísimo que me estén retirando los platos (y vasos) cuando aún hay gente comiendo, la sensación es de que me están echando. Y cuando me preguntan si pueden retirar y les digo que no, vuelvan a insistir a los 5 minutos. Una y no mas",86 contribuciones,Escrita el 15 de diciembre de 2024,"Buenas tardes, sentimos mucho que haya tenido una experiencia no agradable en dicho día. Informaremos a nuestro equipo de lo sucedido para remediar dicha situación. Disculpe las molestias.","Pontevedra, España",Escrita el 18 de diciembre de 2024,Oven Fuencarral O,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,86.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-f/01/2e/70/a6/avatar077.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,0,
1775728228-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Cena @ Horno,Bee F,"La comida era deliciosa y el servicio fue excelente gracias a Rosario nuestro servidor esta noche. 
Disfrutamos de nuestro tiempo y nos encantaría visitar de nuevo.",1 contribución,Escrita el 15 de diciembre de 2024,"Good night!, thank you for leaving a positive comment. We are delighted to hear that you enjoyed your stay with us! Best regards!",1 contribución,Escrita el 18 de diciembre de 2024,Oven Fuencarral O,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Traducido automáticamente,1.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,
1775728228-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Acogedora y paciente camarera y deliciosa comida!,Matt M,"Servicio muy agradable, eficiente y amable. Sin español, nuestra camarera, Rosario, era servicial y paciente y nos sirvió con una sonrisa! La elección de la comida era muy buena y variada y nuestro pedido de pizza y risotto era delicioso! Gran relación calidad-precio para la buena comida y dos bebidas!",2 contribuciones,Escrita el 3 de octubre de 2024,"Hello! We are pleasant that your experience was satisfactory, we hope see you again. Grettings from all the team.",2 contribuciones,Escrita el 10 de octubre de 2024,Oven Fuencarral O,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,,Traducido automáticamente,2.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/1f/default-avatar-2020-46.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,
1775728228-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Di no a Sangria,Beth S,"Paramos a tomar unas copas y pedimos sangría blanca y roja. Cuando llegaron, nos sorprendió ver crema batida encima de ambos! Sinceramente, ¿quién pensó que era una buena idea? Terminamos nuestras bebidas, pero eran extremadamente dulces. No probamos la comida, pero estoy seguro de que es buena — ¡mantente alejado de la sangría!",10 contribuciones,Escrita el 27 de septiembre de 2024,"We appreciate your detailed and well expressed feedback, even more when it is negative, because then we know where we need to improve. We will take steps to ensure that it does not happen again.",10 contribuciones,Escrita el 3 de octubre de 2024,Oven Fuencarral O,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,,Traducido automáticamente,10.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,
1775728228-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d7062431-Reviews-Oven_Mozzarella_Fuencarral-Madrid.html,Cumpleaños feliz,cenacm2018,"Fuimos a celebrar un cumpleaños familiar. Elegimos pizzas pasta postres todo buenísimo!!! La atención muy buena  el lugar muy cómodo. 
En especial la atención de Rosario. 
A destacar, el tiramisú wow
Un diez.",78 contribuciones,Escrita el 23 de septiembre de 2024,"Buenas tardes, muchísimas gracias por su reseña y de verdad que nos alegre enormemente que tuviese una gran experiencia en nuestro restaurante Oven Fuencarral.","Comunidad de Madrid, España",Escrita el 3 de octubre de 2024,Oven Fuencarral O,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,78.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/22/01/18/oven-fuencarral-o.jpg?w=100&h=-1&s=1,,,,,Leer más,Leer más,1,
