web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,position,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,image3,image4,data22,data23,data24,data25,data26,image5
1776249110-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Paella y sangría estelares,TravelNerd,"La mejor y más deliciosa cena que tuvimos en Madrid! La paella era increíblemente cremosa, llena de sabor y cargada con una generosa cantidad de mariscos. Terminé tomando tres vasos de sangría, fue así de increíble! El camarero fue amable y acogedor, lo que se suma a la maravillosa experiencia. 
Sin duda recomendaría reservar con antelación, ya que el restaurante es pequeño y tiende a estar lleno durante las horas de cena.","Tirana, Albania",106,,Escrita el 7 de enero de 2025,We appreciate your visit and your lovely review. We'll be here waiting for you with more treats!,106 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,Escrita el 15 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/82/99/82/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/82/99/83/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/82/99/81/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1b/f8/58/35/quest39305357290.jpg?w=100&h=-1&s=1,Traducido automáticamente,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249110-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Buena comida y buena relación calidad-precio,samsam22222,"Linda mancha. La comida era buena. Tenían una ensalada de verdad. Así que si tienes antojo de verduras, detente aquí. Pan bao de carne mechada era bueno, aunque un poco seco. El servicio no fue consistente con todas estas otras revisiones. Tal vez el propietario no estaba allí, ya que encontramos el servicio un poco distante. La comida era una buena relación calidad-precio. Creo que ""bueno pero no increíble"" es una buena descripción. Definitivamente me detendría en si estás cerca, pero no caminaría a través de la ciudad.","Newark, Ohio",167,,Escrita el 1 de enero de 2025,Thank you so much for taking the time to rate us! We hope to see you back at Lola Sí Mola soon.,167 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,Escrita el 15 de mayo de 2025,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,Traducido automáticamente,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249110-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,sitio agradable,oieril,buena comida que ademas con su decoracion y platos con formas diferentes te da una alegria a la hora de pasarlo bien y muy buena atencion,"Ordizia, España",216,,Escrita el 29 de diciembre de 2024,,216 contribuciones,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,
1776249110-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Experiencia increíble,Lucía M,Comida increíble y atención del camarero más increíble aún. Las alcachofas en tempura son una explosión de sabor. Recomendaría sin duda. Un placer,2 contribuciones,2,,Escrita el 16 de diciembre de 2024,,,,,,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/5a/f8/2f/caption.jpg?w=300&h=300&s=1,,,,Leer más,,0.0,
1776249110-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Excelente experiencia,ruben q,"Fuimos mis dos hijos y yo y la verdad que nos sorprendió bastante. Yo había leído reseñas y me animé a visitarlo. La experiencia no ha podido ser más positiva. El señor que nos atendió fue encantador, coincidimos en gustos musicales y charlamos un poco de música.
La comida muy rica. Las croquetas espectaculares y el resto de platos también. El de pan Bao me pareció muy rico. Repetiremos sin duda.","Granada, España",33,,Escrita el 9 de diciembre de 2024,,33 contribuciones,,,,,,,,,,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/a0/25/3b/rubenqa.jpg?w=100&h=-1&s=1,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,0.0,
1776249110-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Gran restaurante en el centro de la ciudad,Swissdiver,"Me alojaba en el barrio y trataba de encontrar un lugar para cenar. Gracias a TA, encontré a Lola! Este es un pequeño lugar (por lo que se recomienda reservar) que ofrece deliciosa comida local y vino por copa. Realmente vale la pena una visita si pasas por aquí.","Ginebra, Suiza",7933,,Escrita el 26 de noviembre de 2024,,7933 contribuciones,,,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-s/01/c1/17/01/swissdiver.jpg?w=200&h=-1&s=1,Traducido automáticamente,,Leer más,,0.0,
1776249110-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,"Bien recomendado, una comida asequible y sabrosa",Callum C,"Personal amable y está situado en una gran zona escondida de la Puerta del Sol. Comida sabrosa y a buen precio, su paella de pollo estaba deliciosa",3 contribuciones,3,,Escrita el 12 de noviembre de 2024,,,,,,,,,Mostrar original,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/2d/default-avatar-2020-48.jpg?w=100&h=-1&s=1,Traducido automáticamente,,Leer más,,0.0,
1776249110-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Lo mejor que Madrid tiene para ofrecer!,caseystuff,"Después de una visita al Prado, paseamos por una calle lateral y nos topamos con el mejor restaurante de Madrid! El anfitrión (y propietario) Alex era tan acogedor y garantizado que nos encantaría cualquier cosa que pedimos - - tenía razón. Teníamos una paella de mariscos que era PERFECTO. El arroz y la salsa eran excelentes (al dente en el arroz y la salsa era muy sabroso). El marisco era abundante, fresco y perfectamente cocinado. Las tapas eran variadas y cada una era excelente. No te pierdas este lugar en tu próxima visita al corazón de Madrid.",Vermont,14,,Escrita el 6 de noviembre de 2024,,14 contribuciones,,,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,Traducido automáticamente,,Leer más,,0.0,
1776249095-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Adecuado pero no más de THt,Nenad M. K.,"Nos gustó el ambiente. La superficie de la mesa estaba sucia y el olor de la cocina impregnaba el comedor. Nos gustan los menús pequeños, y esto fue tal. La comida estaba bien. Solo se ofrecieron varios vinos. Los había revisado previamente en los sitios Vivino y Wine Searcher. Un vino fue calificado como bueno; pedimos el uno. Otros fueron inferiores o no calificados. Servicio estaba bien.",Thank you so much for taking the time to rate us! We hope to see you back at Lola Sí Mola soon.,48 contribuciones,,48,Escrita el 18 de agosto de 2025,Escrita el 22 de agosto de 2025,,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,,,Traducido automáticamente,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/b8/default-avatar-2020-26.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,"Lugar acogedor pero pequeño, la comida necesita mejoras par el precio que exigen",Karina R,"Fuimos por la recomendación de Trip Advisor, muy emocionada de por fin poder comer una típica paella que resultó regular ya que le faltó cocción y más mariscos. Las tapas fueron muy buenas que consistieron en unos tacos de camarones. El ambiente es acogedor y la atención fue muy cálida de parte del dueño y el personal, pero si buscas un lugar con un grupo grande puede resultar incómodo el espacio.","Estimado cliente,
Lamentamos sinceramente que tu experiencia en nuestro restaurante no haya cumplido con tus expectativas. Hemos leído tu comentario con atención y queremos que sepas que tu opinión es muy valiosa para nosotros, ya que nos ayuda a mejorar y crecer.
Con aprecio,
El equipo de Lola Sí Mola","Myrtle Beach, Carolina del Sur",,17,Escrita el 1 de agosto de 2025,Escrita el 1 de agosto de 2025,17 contribuciones,Redes LOLA SI MOLA,,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/a8/15/67/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/a8/15/66/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/ae/27/75/caption.jpg?w=200&h=-1&s=1,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Lola similar!,Antri G,"Fue una gran experiencia. ¡Todos podían hablar Inglés! La comida tradicional, tapas, eran geniales y las bebidas también! 
Fuimos a almorzar allí. No está en la zona turística, pero es agradable",We really appreciate your kind words and the fact that you've taken the time to rate us! We'd love to have you back at Lola Sí Mola soon.,8 contribuciones,,8,Escrita el 19 de julio de 2025,Escrita el 21 de julio de 2025,,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/85/cf/48/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/85/cf/49/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/85/cf/47/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,¡Tacos increibles!,Monica F,"Mi esposo y yo vivimos en el sur de California y comemos tacos con bastante regularidad. ¡No estoy bromeando cuando digo que estos fueron unos de los tacos más deliciosos que hemos comido jamás! ¡Lo recomiendo mucho! Además, el personal fue muy acogedor y muy divertido. Tuvimos una gran noche aquí.",What a joy to read your review! It motivates us to keep working hard. See you next time!,5 contribuciones,,5,Escrita el 3 de julio de 2025,Escrita el 4 de julio de 2025,,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg?w=100&h=-1&s=1,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Gran cena,Tanya V,"Personal amable, servicial, acogedor. La comida es absolutamente increíble - tenía los tacos de cerdo y mousse de maracuyá. Ambiente súper acogedor y fresco. Recomiendo encarecidamente Lola si Mola.",What a joy to read your review! It motivates us to keep working hard. See you next time!,1 contribución,,1,Escrita el 27 de junio de 2025,Escrita el 28 de junio de 2025,,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,,,Traducido automáticamente,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Buena experiencia,Erick O,"El dueño es muy amable, el restaurante esta ambientado de una forma interesante y la comida es muy buena, recomiendo mucho los postres",Nos alegra muchísimo que hayas pasado un buen momento con nosotros. ¡Te esperamos en Lola cuando quieras!,2 contribuciones,,2,Escrita el 22 de junio de 2025,Escrita el 28 de junio de 2025,,Redes LOLA SI MOLA,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Dudoso,s w,"Vimos una reseña en tripadvisor, así que decidimos probarlo. Pedimos algunos platos, los pequeños coquets con queso raspado y el taco de gambas estaban deliciosos. La paella de 39 € fue decepcionante. .","We sincerely regret that your experience at our restaurant was not what you expected.

Our team works wholeheartedly to ensure every customer feels well served, enjoys delicious food, and leaves feeling good. When that doesn't happen, we don't make excuses: we own up to mistakes and learn from them.

Every opinion helps us grow.

Love,

The Lola Sí Mola team","Zaandijk, Países Bajos",,154,Escrita el 21 de junio de 2025,Escrita el 28 de junio de 2025,154 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3c/0e/80/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3c/0e/81/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/3c/0e/7f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Un precioso restaurante bien decorado. La camarera es muy amable y la comida es bastante buena con una de las mejores cejas,Lucile D,Un precioso restaurante bien decorado. Los camareros son muy amables y la comida es bastante buena con uno de los mejores brownies que he comido!,"We're delighted to hear you enjoyed your visit. Come back soon, we look forward to seeing you with open arms!",1 contribución,,1,Escrita el 13 de junio de 2025,Escrita el 15 de junio de 2025,,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,,,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/25/87/d6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/87/65/d7/lucile-d.jpg?w=100&h=-1&s=1,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Perfecto,Arantxa C,Maravilloso. Comida buena y local precioso. Comimos muy bien. Servicio rápido y atento. Ambiente agradable. Lo recomiendo!!,Gracias por tus palabras y por confiar en nosotros. ¡Esperamos verte de regreso muy pronto!,"Madrid, España",,8,Escrita el 3 de junio de 2025,Escrita el 5 de junio de 2025,8 contribuciones,Redes LOLA SI MOLA,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/0b/02/2e/caption.jpg?w=100&h=-1&s=1,,,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Debe irse!!!,Ana T,"Muy buena comida y sabores. Alejandro, el dueño es muy amable y explicó cada plato! No te vayas de Madrid sin visitar Lola si Mola🥰",We appreciate your visit and your lovely review. We'll be here waiting for you with more treats!,1 contribución,,1,Escrita el 2 de junio de 2025,Escrita el 5 de junio de 2025,,Redes LOLA SI MOLA,Traducir respuesta,Calidad/precio,Comida,Servicio,Ambiente,Mostrar original,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/0c/79/7a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/0c/79/7b/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/30/0c/79/79/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,"Si quieres comer tranquilo y bien, lola no mola nada.",Iñaki S,"Restaurante pésimo que nos arruinó un encuentro muy especial entre familia y amigos. Reservamos para 12 y solo pusieron 8 platos. Luego tardaron 2 horas en sacar la comida, mientras unos habían terminado los otros esperaban el primer plato. El servicio es maleducado y altivo. No daban soluciones, sino más problemas. Y la comida que salió, una plasta que solo sirve para llenar el estómago.","Hola 248i_akis,

Lamentamos sinceramente que tu experiencia en nuestro restaurante no haya sido lo que esperabas. Leímos tu comentario con mucha atención y queremos que sepas que nos duele no haber estado a la altura.

En nuestro equipo trabajamos con el corazón para que cada cliente se sienta bien atendido, coma rico y se lleve una buena sensación. Cuando eso no sucede, no buscamos excusas: asumimos el error y aprendemos de él.

Nos gustaría mucho poder hablar contigo, entender mejor lo que ocurrió y, si nos das la oportunidad, compensarte de alguna manera y hacerte cambiar esa impresión.

Gracias por tomarte el tiempo de escribirnos. Y gracias también a todos los que nos apoyan cada día. Cada opinión nos ayuda a crecer.

Con cariño,

El equipo de Lola Sí Mola","Madrid, España",,1,Escrita el 1 de junio de 2025,Escrita el 5 de junio de 2025,1 contribución,Redes LOLA SI MOLA,,Calidad/precio,Comida,Servicio,Ambiente,,"No ir nunca. Al lado hay un ultramarinos con sandwiches prefabricados que serán más rapidos, baratos y sabrosos que la comida de aquí.",,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Se espera más basado en comentarios y precios.,Tomaž Butina,"No está mal, pero sobrevalorado. Esperaba más por el precio, especialmente mejor comida de calidad. Buen servicio. Baño individual para ambos sexos.",Thank you so much for taking the time to rate us! We hope to see you back at Lola Sí Mola soon.,"Kranjska Gora, Eslovenia",,1,Escrita el 25 de mayo de 2025,Escrita el 28 de mayo de 2025,1 contribución,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Traducido automáticamente,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/24/default-avatar-2020-60.jpg?w=100&h=-1&s=1,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,¡Diviértete con deliciosas tapas!,Roberts B,"Cinco primerizos en Madrid decidieron probar Lola Si Mola en lugar de algunos de los restaurantes tradicionales portugueses casuales mejor valorados porque las críticas que leí deliraban sobre el ambiente divertido, así como la comida fantástica. No nos decepcionaron. El personal se divirtió hablando con nosotros sobre América mientras nos cuidaba y servía deliciosas tapas de todo tipo. Muy buenos vinos baratos para acompañar nuestra comida ayudó a que fuera una noche maravillosa.",We're so glad you had a great time with us. We'll see you at Lola whenever you want.,"Winston Salem, Carolina del Norte",,369,Escrita el 4 de mayo de 2025,Escrita el 18 de mayo de 2025,369 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c6/a2/53/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c6/a2/54/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/c6/a2/52/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/66/default-avatar-2020-53.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,Lugar perfecto!,david_fructuoso,"La comida es espectacular. Fuimos con un grupo de 6 e incluso con eso el servicio fue perfecto. 

Se recomienda hacer una reserva, especialmente con 2+ personas y durante los fines de semana. 

Pedimos las vieiras, los huevos rotos y los tacos de camarón. 

Estaba todo sabroso, fresco y con buena presentación. 

 100 % recomendado",Thank you for rating us and sharing your experience! We'll always be happy to welcome you back.,"Managua, Nicaragua",,25,Escrita el 23 de abril de 2025,Escrita el 15 de mayo de 2025,25 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,,,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/ad/c2/3a/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/9f/default-avatar-2020-16.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
1776249095-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d20266458-Reviews-Lola_Si_Mola-Madrid.html,¡Pequeño y genial!,tal z,"Increíble restaurante modesto. El ambiente es acogedor y agradable. El personal es muy amable y la comida es muy buena. Especialmente las paellas. Tamaños muy generosos y realmente deliciosos. Pedimos una paella vegetariana, ensalada y postre y disfrutamos de todo. 
Volvimos 3 veces","Thank you for your support and for this lovely review. Come back soon, we'll be waiting for you!","Distrito de Tel Aviv, Israel",,237,Escrita el 17 de abril de 2025,Escrita el 15 de mayo de 2025,237 contribuciones,Redes LOLA SI MOLA,Traducir respuesta,,,,,Mostrar original,,,,Traducido automáticamente,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2f/a0/da/44/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/2f/f4/5d/tal-z.jpg?w=100&h=-1&s=1,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/43/45/c6/dg-e.jpg?w=100&h=-1&s=1
