web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,data18,data19,data20,data21,data22,data23,position
1779692178-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,"Acojedor, Precioso, Comida exquisita y trato Excelente: Uno de los mejores restarurantes de Madrid.",Ana Fernández,"Alabaster es un restaurante precioso, cuidado al detalle y que además está al lado del retiro. La cocina es exquisita y conjugan cada detalle para que sea atractivo en todos los sentidos. También tienen una bodega impresionante y Oscar, que es el responsable, te aconseja cada vino para cada plato, está pendiente de todo y simplemente te hacen disfrutar de una experiencia inolvidable. Cuando estás cenando sientes una experiencia gastronómica cuidada al detalle por todo el equipo y que solo tendrás oportunidad de repetir si vuelves a Alabaster.",1 contribución,1,Escrita el 6 de junio de 2021,1 contribución,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,0,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/e4/default-avatar-2020-30.jpg?w=100&h=-1&s=1,,,,,,,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,
1779692178-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,"Exquisitez en todo: género, texturas, presentación en plato y servicio",801javier,"Un espacio gastronómico muy recomendable en Madrid. Exquisitez en todo: género, combinación de sabores y texturas, presentación en plato y la atención de Alberto. ¿Recomendaciones? Creo que todo, pero la ""Sardina ahumada, pan y queso de Arzúa"" y la ""Merluza de pincho con pil pil de limón"" hay que meterlas en el menú.",23 contribuciones,23,Escrita el 7 de mayo de 2021,"Pamplona, Spain",Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,1,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/7e/f1/13/801javier.jpg?w=100&h=-1&s=1,,,,,,,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,
1779692178-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,MI PREFERIDO DE MADRID,Bicitech,"Siempre que quiero salir fuera a comer, el primer restaurante que se me pasa por la cabeza es Alabaster por su carta, su trato y su calidad.
Tartar, merluza, navajas, croquetas, costilla, huevo, patatas y carabinero...
Sala 10 Carta 9 Trato 10 Precio 8",909 contribuciones,909,Escrita el 17 de abril de 2021,"Las Rozas, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",0,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/58/fe/05/bicitech.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,
1779692178-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Alabaster es genial,Madrid Bocados,"Alabaster era uno de nuestros restaurantes pendientes más destacados. No acabábamos de encontrar las ocasión para ir, así que este año en el primer cumpleaños familiar, lo cuadramos y nos fuimos para allí. Ya habíamos probado Arallo, otro de los restaurantes del grupo, pero nos quedaba conocer la casa madre.

Los entrantes con los que abrimos boca fueron simplemente espectaculares, especialmente las zamburiñas rebozadas en polvo de gamba y los sencillos pero impactantes huevos fritos con patatas, caviar y carabineros; aunque las croquetas de cigala no se quedaron atrás.

Pero si impactante fueron los entrantes, los principales no se quedaron atrás, igual que los postres. De todos esos platos tenemos que destacar especialmente el besugo con “risotto” de pasta, que estaba para ponerle un piso. Obviamente la visita fue todo un triunfo. Solamente nos arrepentimos de los años que hemos tardado en ir y de todas las cenas que nos hemos perdido en esta casa.

✅Puntos fuertes: su estupenda cocina.

⭕️Puntos débiles: el precio es algo elevado, pero el lugar lo merece.

💵Precio: 70-80€/pax.

💻 Síguenos en nuestra cuenta de Instagram, @madridbocados. Allí encontrarás esta y otras reseñas, detallando cada uno de los platos que probamos. No te arrepentirás. Hasta el próximo bocado.",5142 contribuciones,5142,Escrita el 17 de abril de 2021,"Madrid, España",,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,6,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/de/55/fa/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/5d/c5/e9/javier-m.jpg?w=100&h=-1&s=1,,,,,,,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,
1779692178-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Buena comida,Leticia D,"Fuimos este año después de tenerlo en el radar mucho tiempo tras probar el de Galicia.
Comer bien: se come muy bien, lo que pasa es que teníamos las expectativas altísimas y la verdad que nos gustó menos de lo esperado. 
Está bien que toda la carta se puede compartir lo que permite probar varios platos. Además tienen medias y raciones enteras, que también facilita probar mucho diferente.
Nos recomendaron la merluza pero luego no estaba tan rica como nos lo habían puesto. Tal vez estaba demasiado hecha. 
Destacaría la sardina ahumada.",178 contribuciones,178,Escrita el 4 de abril de 2021,"Madrid, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",3,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/c7/ec/2f/caption.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,
1779692178-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,"Calidad máxima tanto en el producto, como en la presentación, ambiente y exquisita atención en manos de jóvenes muy prof",JOSE,"Ambiente y atención impecables. A destacar las volandeiras y los pescados que probamos: rodaballo, salmonete y sampedro. Nos quedamos con las ganas de probar otras muchas cosas. Volveremos pronto.",27 contribuciones,27,Escrita el 26 de marzo de 2021,27 contribuciones,Calidad/precio,Servicio,Comida,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,0,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b6/92/19/pepe-a.jpg?w=100&h=-1&s=1,,,,,,,,,,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,
1779692178-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Huevos que separan la pana,Sergiopuntoes,"Huevo, patata, carabinero y trufa... ole ole ole ole ole.
Alabaster tiene una barra amigable para ir solo o en compañía. Un menú que puedes
Disfrutarlo en cualquier formato y un servicio que te dan ganas de pedirles matrimonio. Solo te falta venir...",32 contribuciones,32,Escrita el 24 de marzo de 2021,"Madrid, España",,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,0,Leer más,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/c7/16/08/huevo-sobre-patata-panadera.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/8d/33/dc/sergiopuntoes.jpg?w=100&h=-1&s=1,,,,,,,,,,,,,,,,
1779692178-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Recomendaciones que no fallan,Antonio Q,"Un gran profesional de la restauración nos había recomendado este sitio hace tiempo. No es que fuese un secreto, porque las críticas ya le avalaban, pero no habíamos tenido oportunidad (ya sabes, la pandemia). Finalmente, hemos podido acudir a Alabaster y ha sido todo perfecto. Un gran trato con una excelente recomendación de cantidades, ajustando raciones para poder compartir y probar más platos (incluso se puede tomar 0,75 de ración!!!). La comida excepcional, destacando el arroz, un pichón brutal y un steak tartar que no olvidaré, así como el postre. Lo peor es no haber probado los platos que pasaban por otras mesas. Esos para la siguiente vez!!!! Ah, y una carta de vinos muy trabajada. De lo mejorcito.",19 contribuciones,19,Escrita el 7 de marzo de 2021,"Ocaña, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",1,Leer más,,,,,,,,,,,,,,,,,,
1779692197-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Almuerzo para recordar,MargaritaBlanca,"Muy recomendable. Fuimos para almorzar y todos nos encantó, tengo que decir que el primer plato “Pulpo asado” llego un poco duro pero todo los demás platos son digno de un restaurante de alto nivel. Repetiría.",1145 contribuciones,1145,Escrita el 1 de marzo de 2021,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b1/f5/6b/photo4jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b1/f5/69/photo2jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b1/f5/6a/photo3jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b1/f5/68/photo1jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/b1/f5/67/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e2/e6/default-avatar-2020-45.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,"Regreso al restaurante Alabaster, de mis favoritos en Madrid...",GASTROPLANET / PLANETA EN CONSERVA,"El Restaurante Alabaster es uno de mis favoritos en Madrid. Aparte de su impecable “cocina” hacen un gran trabajo de “Sala y Sumillería” es uno de los restaurantes madrileños donde mejor se cuida la “bodega”, siempre es un placer charlar con Oscar Marcos, con Abel o con Ricardo y conocer nuevas propuestas líquidas…
En esta ocasión he ido a probar alguno de los platos nuevos aunque siempre son “esclavos” de sus platos más clásicos. La “seña de identidad” de este restaurante, aparte de su buena materia prima y de su cocina elegante, pegada a la temporalidad, es su trabajo de sala, impecable, con una de las mejores bodegas de nuestra ciudad, siempre con propuestas sorprendentes, sin descuidar los vinos más clásicos. 
En Alabaster tienes dos áreas donde disfrutar de su gastronomía, una zona con mesas altas y una propuesta más informal y el elegante restaurante donde poder disfrutar de sus platos pegados a la temporalidad y al mercado, con mucho guiño a la cocina gallega. 
He probado algunos platazos como el Cardo con Anguila Ahumada, el Arroz seco o su imprescindible ""Steak Tartar"".",1069 contribuciones,1069,Escrita el 25 de febrero de 2021,"Madrid, España",Calidad/precio,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ad/f3/c5/pate-de-mejillones-casero.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ad/f3/c1/guisantes-del-maresme.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ad/f3/c2/mollejas-glaseadas-sobre.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ad/f3/c0/cardo-con-anguila-ahumada.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/ad/f3/bf/arroz-seco-con-cigala.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/d7/99/9e/planeta-e.jpg?w=100&h=-1&s=1,,,,,,3,,,,,,
1779692197-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Sitio top en Madrid,Juan G,"No me canso de este restaurante, que rico esta todo, croquetas de cigalas, raviolis de cocido, foie con huevos, volandeiras, jurel y besugo, que producto!!! Y el champagne que nos recomendo Óscar estaba riquísimo!! Gracias a todo el equipo! Sin duda de los mejores restaurantes de Madrid",2 contribuciones,2,Escrita el 14 de febrero de 2021,2 contribuciones,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e6/ea/default-avatar-2020-54.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Excelente restaurante,Angelesevela,"Es un excelente restaurante con buenos platos y buen producto 
El ambiente es muy bueno y acogedor y además el servicio es excelente tanto por amabilidad como profesionalidad 
Además tienen buenos cocteles",144 contribuciones,144,Escrita el 24 de enero de 2021,"Madrid, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/49/98/a2/angelesevela.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Correcto sin más,ABA,"Es un buen restaurante pero no me pareció sorprendente ni me cautivó. Producto de calidad pero esperaba más. Siempre se felicita la atención en sala pero no es mi caso, con reserva me colocaron en peor mesa que personas que llegaron después sin reserva. Francamente, si está reservado puedo entenderlo pero si no son detalles que molestan mucho al perjudicado (en este caso yo). Supongo los que llegan sin reserva y les colocan en mejores mesas indicaran que el servicio es fantástico.",325 contribuciones,325,Escrita el 20 de diciembre de 2020,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/71/c0/1a/photo4jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/71/c0/18/photo2jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/71/c0/19/photo3jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/71/c0/17/photo1jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/71/c0/16/photo0jpg.jpg?w=300&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Nunca decepciona,Juan Pérez,"Restaurante de los que nunca fallan,no había ido después del confinamiento, y sigue manteniendo el buen hacer. 
Los camareros siempre atentos a cualquier necesidad, y una carta de vinos que es una maravilla.
Recomiendo las Patatas a la importancia de fuera de carta... brutales.",1 contribución,1,Escrita el 8 de diciembre de 2020,1 contribución,,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Pescado fuera de punto,donostisanse,"Tercera visita a este restaurante de cocina tradicional y ambiente muy agradable. En esta ocasión la decepción ha sido grande. Tras unos primeros muy correctos, la sardina ahumada pan y queso estupenda y agradables volandeiras y patatas a la importancia con langostinos (mejorables) llego el turno al pescado. La merluza de pincho muy bien (especialidad de la casa) la cuesta abajo empezó con una lubina fuera de carta de muy buen tamaño en salsa verde. Se pidieron dos raciones, una bien ejecuta, jugosa y en su punto y la otra claramente pasada, seca. Es obvio que hay falta de control o atención en cocina. Lo que resulto realmente impresentable fue el plato de San Pedro, pescado más difícil de tratar pero con resultados formidables cuando se hace bien, en este caso estaba seco y estropajoso ¿congelado?, nada agradable al coste de 29€. 
Los postres resultaron de muy buen nivel  endulzando el enfado por el pescado.
Buenos vinos.
Mesas muy separadas lo que se agradece en tiempos covid.",24 contribuciones,24,Escrita el 7 de diciembre de 2020,"Donostia-San Sebastián, España",Calidad/precio,Servicio,Comida,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/7c/01/default-avatar-2020-5.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Delicioso!,Sawwel84,"Hemos ido a este sitio recomendados por unos amigos y nos ha encantado.
Los dos camareros que nos atendieron fueron super amables. Compartimos ravioli de cocido gallego que estaban brutales, volandeiras, merluza exquisita y pluma ibérica espectacular.
Volveremos en cuanto podamos.
Muy recomendable!",389 contribuciones,389,Escrita el 5 de diciembre de 2020,"Madrid, España",,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/69/ed/img-20201128-221653-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/69/ee/img-20201128-225332-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/69/ec/img-20201128-223109-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/69/eb/img-20201128-220459-largejpg.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/30/8d/59/sawwel84.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Volveremos. Impecable.,miguel d,Fuimos mi mujer y yo. En su cumple. Tuvieron el detalle lógico de la bélica en el postre. El servicio impecable. Agusto es decir poco. Profesionalidad absoluta. La comida perfecta. Gran producto y bien hecho. Cuando vas a estos sitios solo puedes disfrutar.,22 contribuciones,22,Escrita el 5 de diciembre de 2020,"Madrid, España",,,,"Opinión obtenida en colaboración con este restaurante Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,"Este negocio utiliza herramientas facilitadas por Tripadvisor (o uno de sus socios oficiales de recopilación de opiniones) para animar a los huéspedes a que escriban opiniones y recopilarlas, incluida esta.",,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/60/0b/restaurante-alabaster.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/65/60/03/restaurante-alabaster.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/1e/cf/c4/miguel-d.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Ganas de volver de nuevo!!!!,María L,"Llevábamos desde que se acabó el confinamiento deseando volver y ver además la reforma que habían hecho de la cocona, y por fin llegó el día!!!!

Nos recomendaron el pulpo asado con panceta ibérica y fue todo un descubrimiento!!! espectacular. Para nosotros es una ""obligación"" pedir los carabineros con huevos y de nuevo fue todo un acierto. De segundo pedimos arroz de cigala (muy rico) y raviolis rellenos de cocido de lalín. Este plato fue el que menos nos gustó.

De los postres, nos recomendaron pedir la tarta de queso y helado de frambuesa, que no lo habíamos probado aún. Buenííííííísima!!

como siempre, un placer. volveremos!",224 contribuciones,224,Escrita el 2 de diciembre de 2020,224 contribuciones,Calidad/precio,Servicio,Comida,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/e3/default-avatar-2020-59.jpg?w=100&h=-1&s=1,,,,,,1,,,,,,
1779692197-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Un acierto en cualquier ocasión.,Paola Ferante,"Ya es costumbre visitar Alabaster, había ido en varias ocasiones pero siempre en comida de negocios.  Aprovechando que abren los domingos, quise probar a ir con la familia. 

Tienen el local recién reformado, cocina que se puede ver desde el salón. Pude apreciar distancia en todas las mesas, y por supuesto se respetan todas las medidas de seguridad.

Respecto a la comida; siguen manteniendo la gran esencia que siempre les ha caracterizado.",2 contribuciones,2,Escrita el 30 de noviembre de 2020,"Madrid, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,,,,,,,0,,,,,,
1779692197-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Comida excepcional servicio no acorde,MARIA,"Hemos estado hoy comiendo en uno de los reservados, en el otro había un cumpleaños de algún miembro del equipo del restaurante.
La comida es de una calidad exquisita.Volvería sin dudarlo
Por la calidad de la comida y sus vinos. Respecto a los vinos, hubo un momento en el cual tardaron en servirnos uno de los vinos blancos ( media de precio de las botellas que hemos pedido es 75€) , al tardar hemos decidido levantarnos a por la botella, no pasa nada, estábamos encantados con todo. Pues bien, llega nuestro camarero y me dice que la cantidad de vino que me he servido es inapropiada, que ellos lo sirven en menor dosis para conservar la temperatura. Obviamente es un vino blanco muy caro y sabemos consumirlo de sobra. Me parece un atrevimiento que critique mi forma de consumir el vino tras haber cometido el error de no servirme él tras un rato esperando y nosotros no quejarnos de nada.Nos ha parecido muy mal educado, nunca nos había pasado esto en un restaurante de calidad y del cual se espera un trato a la altura de los comensales.
Eso sí, nos invitaron a una copa de sidra...
Repito ,calidad muy buena pero camarero inapropiado.",30 contribuciones,30,Escrita el 28 de noviembre de 2020,"Madrid, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/20/default-avatar-2020-31.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Nunca falla!! Espectacular,carsantillo,"Nunca falla!! Espectacular 
Materia prima increíble,servicio impecable,muy buena atmósfera.. todo genial!!
Impresionante la merluza de burela !!!! Un 10",22 contribuciones,22,Escrita el 27 de noviembre de 2020,"León, España",,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/91/default-avatar-2020-62.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
1779692197-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d6161596-Reviews-Restaurante_Alabaster-Madrid.html,Muy recomendable,Claudia S,"Un muy buen restaurante para cenar en Madrie. Decoracion exquisita, en blancos y negros, muy elegante. De todo lo que pedimos, me quedo sin duda con la sardina ahumada. Los carabineros con patatas y huevos tambien muy buenos. Tienen tambien una buena carta de vinos. Pedimos, aconsejados por el sumiller, un riesling que nos gusto mucho. Precios un poco altos (80/90 eur persona) pero la zona, el sitio y la calidad de la comida lo merecen. En fin, para repetir!",5 contribuciones,5,Escrita el 12 de noviembre de 2020,5 contribuciones,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,,,,,,0,,,,,,
