web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,image,image2,image3,image4,position,data21,data22,data23,data24,data25,data26,image5,image6,image7,image8
1775471521-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Inclan,Conuco30,"¡Increíble experiencia! Las bebidas eran originales y de buen gusto. La comida era increíble, los bollos de costilla de cerdo bao, las croquetas de jamón y el pulpo con patatas eran increíbles. Tenía el pikachu pasado de moda. Recomiendo encarecidamente esta zona para deliciosa comida y bebidas sabrosas!",Thank you! ✨ Pikachu Old Fashioned stealing the show ⚡🍸 See you soon!,76 contribuciones,76,Escrita el 8 de diciembre de 2025,"Miami, Florida",Inclán B,Escrita el 23 de marzo de 2026,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/31/ef/dc/d4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/06/c2/bf/caption.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,
1775471521-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Hermosas tapas y cócteles,Brendan L,Buena comida y cócteles. George que nos cuidó fue excelente. Encantador ambiente también. El personal era excelente y atento.,Thank you! ✨ George taking great care 😄🍸 See you soon!,1 contribución,1,Escrita el 30 de noviembre de 2025,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,Traducir respuesta,,,,,Mostrar original,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/e7/default-avatar-2020-37.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,Traducido automáticamente,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0.0,,,,
1775471521-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Opinión muy buena,Paola M,"Buena compañía con una atención de Heimy, Génesis y Pikachu. Volver a repetir!! Y pedirse cocteles son lo mejorrrrr incluyendo la comida ✨🩷","¡Gracias! ✨ Heimy, Génesis y Pikachu en modo top 😄🍸 ¡os esperamos pronto!",1 contribución,1,Escrita el 30 de noviembre de 2025,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/db/default-avatar-2020-10.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Leer más,Leer más,0.0,,,,
1775471521-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Comida con amigos,Bruno 2011,"La comida muy rica ,y el trato excelente 
Pedimos platos para compartir ,excelente relación precio calidad 
Repetiremos seguro !",¡Gracias! ✨ Compartir sabe mejor 😄🍽️ ¡os esperamos pronto!,7 contribuciones,7,Escrita el 29 de noviembre de 2025,7 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,,,,,,Leer más,Leer más,0.0,,,,
1775471489-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Brutal,Jose Manuel Q,Lucho ha sido súper atento. Todo el trato ha sido excelente. Muy buena experiencia,¡Gracias! 🔥 Lucho en modo brutal 😄🍸 ¡te esperamos pronto!,1 contribución,Escrita el 11 de marzo de 2026,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,1.0,,Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Comida cumpleaños,Antonio,"La comida muy buena, la decoración genial, y el ambiente tb. Lucho nos atendió muy amablemente y con simpatía, un 10.",¡Gracias! 🎂✨ Cumple con sabor brutal 😄🍸 ¡vuelve pronto!,3 contribuciones,Escrita el 7 de marzo de 2026,3 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,Calidad/precio,Ambiente,Servicio,Comida,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,3.0,,Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f3/23/default-avatar-2020-28.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,"Excepcional, todo un descubrimiento",Escape42128542435,"Atención excelente, cócteles buenísimos y la comida estupenda. Lo mejor las atenciones y recomendaciones del Pikachu en la barra!!! Gracias",¡Gracias! ✨ Pikachu iluminando la barra ⚡😄 ¡te esperamos pronto!,1 contribución,Escrita el 6 de marzo de 2026,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9d/58/c7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9d/58/c8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9d/58/c9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9d/58/ca/caption.jpg?w=300&h=300&s=1,1.0,,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/9d/58/c6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e9/60/default-avatar-2020-64.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,La comida increíble. El restaurante es muy bonito. Muy amable Lucho nos ha escogido la comida y todo increíble,pep,Todo estaba muy rico y el servicio espectacular,¡Gracias! ✨ Lucho con súper poderes 😄🍽️ ¡vuelve pronto!,1 contribución,Escrita el 5 de marzo de 2026,"Figueres, España",Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,1.0,,Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ec/3d/default-avatar-2020-1.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Primera vez,Juliana C,"Un lugar muy hermoso, agradable y con comida deliciosa.
Bryan nos atendió muy bien, muy amable y dispuesto ayudar.
Volvería sin duda.",¡Gracias! ✨ Bryan en modo crack 😄🍽️ ¡te esperamos pronto!,1 contribución,Escrita el 2 de marzo de 2026,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/95/5a/8e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/95/5a/8f/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/95/5a/90/caption.jpg?w=300&h=300&s=1,,1.0,,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/95/5a/8d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/eb/6d/default-avatar-2020-19.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Espectacular,OSCAR M,"Espectacular para repetir ,para Jorge un 10",¡Gracias! ✨ Jorge se lleva ese 10 😄🔥 ¡te esperamos pronto!,6 contribuciones,Escrita el 28 de febrero de 2026,6 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/91/22/f6/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/91/22/f7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/91/22/f8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/91/22/f9/caption.jpg?w=300&h=300&s=1,6.0,,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/91/22/f5/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/68/default-avatar-2020-9.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Sin duda recomendaría! :),Neeka C,Muy buena comida y muy buen servicio. Nos atendió Jorge y él era muy agradable y su inglés también era muy bueno. Sin duda recomendaría!,Thank you! ✨ Jorge leveling up the English game 😄🌍 See you again soon!,1 contribución,Escrita el 28 de febrero de 2026,1 contribución,Inclán B,Escrita el 23 de marzo de 2026,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,,Traducido automáticamente,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/90/d2/f8/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/90/d2/f9/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/90/d2/fa/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/90/d2/fb/caption.jpg?w=300&h=300&s=1,1.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/90/d2/f7/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/73/default-avatar-2020-13.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Place magic ✨,Laura Meliza H,Me encantaron sus cocktails excelente servicio y atención el lugar es hermoso lo recomiendo,¡Gracias! ✨ Magia servida en cada copa 😄🍸 ¡te esperamos pronto!,15 contribuciones,Escrita el 26 de febrero de 2026,15 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,Calidad/precio,Ambiente,Servicio,Comida,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,15.0,,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/8c/06/bb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e5/2b/default-avatar-2020-52.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Buena experiencia,DANIEL M,"Un lugar increíble ,bonito muy bien situado el servicio excelente muy buen ambiente",¡Gracias! ✨ Experiencia top activada 😄🍸 ¡vuelve pronto!,2 contribuciones,Escrita el 23 de febrero de 2026,2 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,,,,,2.0,,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/86/2a/54/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/42/default-avatar-2020-20.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Todo muy lindo,Miriam Bailón Q.,"Todo increíble! 
La atención espectacular y los cocteles deliciosos",¡Gracias! ✨ Brindis por lo increíble 😄🍸 ¡te esperamos pronto!,2 contribuciones,Escrita el 17 de febrero de 2026,"Guayaquil, Ecuador",Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,2.0,,Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/48/45/6a/miriam-b.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Heimy,SALIM L,"Uno de los mejores camareros que he conocido en todo el mundo. Por su cuenta sabe cómo administrar el bar pozo, así como el bar de lujo. Cada bebida que hace es a la perfección hecha con vivo y profesionalismo y siempre con una sonrisa. Y la dueña de un bar restaurante debería sentirse honrada de tenerla. Y cualquier dueño de bar que quiera una estrella de supe debería venir y contratarla ahora antes de que sea demasiado tarde",Thank you! ✨ Heimy is a true superstar 🌟🍸 lucky to have her 😄 come back soon!,2 contribuciones,Escrita el 11 de febrero de 2026,2 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,Traducir respuesta,Calidad/precio,Ambiente,Servicio,Comida,Mostrar original,,,,Traducido automáticamente,,,,,2.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/6b/be/8e/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/32/default-avatar-2020-12.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,¡Grandes bebidas!,BenthemanLL,"Inclán Brutal Bar es un lugar genial para pasar el rato en la ciudad! El ambiente es elegante, animado y muy divertido, perfecto para beber con amigos. Los cócteles son creativos, sabrosos y siempre bellamente presentados. El personal es muy amable y te hace sentir bienvenido de inmediato. Sin duda recomendaría pasar por si quieres una noche divertida con grandes bebidas!",Thank you! ✨ Good vibes + great drinks = perfect combo 😄🍸 See you soon!,17 contribuciones,Escrita el 6 de febrero de 2026,"Washington D.C., Distrito de Columbia",Inclán B,Escrita el 23 de marzo de 2026,Traducir respuesta,,,,,Mostrar original,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,Traducido automáticamente,,,,,17.0,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/62/e2/a5/ben-l.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Buenísima,Lucia L,"Buenosima experiencia. Nos atendió Meily, que pese al volumen de trabajo nos facilitó en todo momento la mejor atención. La comida existía resaltando el rissoto. Volveremos seguro.",¡Gracias! ✨ Meily en modo crack 😄🍽️ ¡os esperamos pronto!,4 contribuciones,Escrita el 5 de febrero de 2026,"Daganzo de Arriba, España",Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,4.0,,Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/59/default-avatar-2020-24.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,Recomendable 100%,Raquel Tahe,"Estuvimos un grupo de amigas y nos quedamos asombradas.
El restaurante una pasada, y la comida cogimos un menú degustación,  y los platos buenísimos,  el trampantojo de risotto espectacular, las croquetas, todo.
Salimos pero bien satisfechas.
Solo un pero. El postre los huesitos riquisimos,  pero la tarta de queso para mi gusto le falta dulzor.
Pero fue una comida muy agradable, y merece totalmente la pena. 
Seguro que repetiré.",¡Gracias! ✨ Tomamos nota del toque dulce 🍰😄 ¡os esperamos pronto!,26 contribuciones,Escrita el 1 de febrero de 2026,26 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.","Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/59/73/c2/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/59/73/c3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/59/73/c4/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/59/73/c5/caption.jpg?w=300&h=300&s=1,26.0,,Leer más,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/32/59/73/c1/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
1775471489-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d10358028-Reviews-Inclan_Brutal_Bar-Madrid.html,VOLVEREMOS!!!,David U,"Me encantó la comida, en especial las zamburiñas, probamos cócteles (joker) y estuvo muy rico. Volveremos sin duda…..",¡Gracias! ✨ Joker y zamburiñas haciendo magia 😄🍸 ¡os esperamos pronto!,2 contribuciones,Escrita el 30 de enero de 2026,2 contribuciones,Inclán B,Escrita el 23 de marzo de 2026,,,,,,,,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.","Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,,,,,2.0,,Leer más,Leer más,0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/48/default-avatar-2020-15.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/71/b2/16/inclan-b.jpg?w=100&h=-1&s=1,
