web_scraper_order,web_scraper_start_url,data,data2,data3,data5,data6,data7,data8,position,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,image,image2,addresslocality,image3,image4,image5
1776247315-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Innovación y tradición,Gastrolopia,"Siempre que acudimos al Restaurante Eiffel, Miguel nos sorprende con alguno de sus “experimentos”. En esta ocasión es una ensalada de Cherrys asados, que está triunfando en este restaurante de Aluche. Acierto total para los calurosos tiempos que corren. Una ensalada fresca pero potente en sabor, una vinagreta bien integrada y una elaboración no compleja, pero entretenida. Para compensar y siendo miércoles el menú del día te ofrece un cocido completo espectacular por 12 €. Ese es el secreto de que la sala sélleme","Muchas gracias por tu visita, siempre es un placer tenerte por aqui, sabes que vienes a tu casa. Esperamos verte pronto! un saludo",Madrid,Escrita el 7 de julio de 2023,Escrita el 11 de julio de 2023,2412.0,2412 contribuciones,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/af/17/e0/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/af/17/e1/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/c3/58/31/gastrolopia.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Genial,Tour67326393998,"Nos encanto todo, la comida exquisita, nosotros pedimos alcachofas y Tataki,  el trato recibido fue excelente y el precio  estupendo, volveremos","Muchas gracias por tu comentario, nos alegra haber estado a la altura de vuestras expectativas y esperamos esa visita que nos prometes cuanto antes.
En nombre de todo nuestro equipo te enviamos un cordial saludo
MIGUEL",1 contribución,Escrita el 3 de julio de 2023,Escrita el 4 de julio de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,La mejor comida en nuestro viaje a Madrid,Antonio S,"Excelente restaurante, estaba completo pero como veníamos de fuera nos hicieron un hueco cuando se levantó una mesa. 
El servicio, la atención y la calidad de los platos espectacular. Recomendable 100%.","Muchas gracias por tu comentario. En fin de de semana es recomendable venir con reserva, nos encantaria atender a todo el que llega pero lamentablemente no siempre es asi. En vuestro caso tuvisteis suerte de que estuviese a punto de levantarse una mesa, 
me alegra saber que mereció la pena haceros esperar unos minutos y que fuese vuestra mejor comida en la capital.
Esperamos que hayais tenido una buena vuelta a casa y ya sabes donde dejas un amigo. Hasta pronto
MIGUEL",1 contribución,Escrita el 26 de junio de 2023,Escrita el 27 de junio de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/7b/default-avatar-2020-56.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Una grata sorpresa en un barrio de Madrid,Sherpa800509,"Un lugar muy recomendable para disfrutar de una cocina casera de nivel. Excelente calidad de los productos y cocinados con ingenio y muy bien presentados . Personal de sala muy empático y eficaz.
Relación calidad/precio muy buena.","Muchas gracias por tu reseña, nos alegra saber que tu visita a Eiffel ha estado a la altura de tus expectativas. Esperamos seguir contando con tu confianza y no defraudarte nunca.
un saludo
MIGUEL",4 contribuciones,Escrita el 23 de junio de 2023,Escrita el 27 de junio de 2023,4.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,100% recomendable,Rafael G,"100% recomendable. Comida exquisita, trato excelente, servicio de primera. Sin duda un restaurante para repetir una y mil veces.","Muchas gracias por tu excelente comentario, Rafael. Yo siempre digo que hay dos tipos de restaurantes, restaurantes para repetir y restaurantes para arrepentir...  Nos alegra saber que nos tienes en el primer grupo!! Esperamos seguir contando con tu confianza y no defraudarte nunca.
un saludo
MIGUEL",1 contribución,Escrita el 14 de junio de 2023,Escrita el 27 de junio de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ea/b2/default-avatar-2020-69.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Todo maravilloso y excelente.,Isabel  E,"Excelente. Hemos celebrado nuestra boda y desde el primer momento que fuimos a informarnos, todo fueron facilidades. La comida espectacular, todo riquisimo y muy bien la relación calidad precio. Miguel encantador. Ha ganado unos nuevos clientes y ha hecho que haya sido un día especial para nosotros.","Gracias por elegir Eiffel en un día tan importante para vosotros. Me alegra enormemente saber que todo fue de vuestro agrado y esperamos cuanto antes esa visita que nos prometeis.
un saludo
MIGUEL",1 contribución,Escrita el 10 de junio de 2023,Escrita el 27 de junio de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e7/99/default-avatar-2020-57.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-9,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,"La calidad de la comida, la facilidad de confeccionar nuestro menú y la atención exquisita del personal",Roberto b,"Celebramos aquí la celebración de comunión de nuestro hijo y estamos encantados, la comida perfecta y la atención de Miguel y Maite y del resto de su equipo  inmejorable. 
Gracias por todo!","Muchas gracias por tu reseña, Roberto.
nos alegra que todo fuese perfecto, esperamos recibir vuestra visita nuevamente.
En nombre de todo nuestro equipo os enviamos un cordial saludo
MIGUEL",1 contribución,Escrita el 27 de mayo de 2023,Escrita el 27 de junio de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Comida,Servicio,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-10,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Gran cena espectáculo,Juan Manuel L,"Fuimos a una cena mágica , cena y espectáculo de magia , 
La cena era cerrada, y el menú amplio y muy rico, el espectáculo tenía incluido una copa y que decir del Mentalista Michel, un Maestro de los maestros 
Recomendable 100&100 
En cuanto pueda volveré a repetir porque todo incluido lo veo moderado el precio por la calidad de todo 
La atención de 10","Muchas gracias por tu reseña, Juan Manuel, nos alegra saber que nuestra atención, la relación calidad precio y el show de magia hayan sido de tu agrado.
Esperamos recibir tu visita nuevamente, será un placer atenderte.
te enviamos un cordial saludo.

MIGUEL",1 contribución,Escrita el 1 de mayo de 2023,Escrita el 6 de mayo de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,Calidad/precio,Comida,Servicio,,,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/f9/97/b3/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/f9/97/b4/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/59/default-avatar-2020-49.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-11,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Mamma mia: de 10!!,PedroJota71,"Empecé con unos botellines de tardeo, y me líe, me líe,…
Estaba de antojo, me notaba yo el colesterol bajo 😜, y me dije: una de oreja plancha!!! 
Buenísima, y la salsa es-pec-ta-cu-lar!!!
Muy recomendable. Cena y servicio de 10!! Repetiré 😋😋😋","Muchas gracias por tu comentario, Pedro. Gracias por elegir Eiffel para reponer energia y relajarte después del trabajo. Me alegra saber que la oreja te gustó.
Esperamos verte pronto, sabes donde tienes tu casa.
un saludo !
MIGUEL","Madrid, España",Escrita el 14 de abril de 2023,Escrita el 19 de abril de 2023,87.0,87 contribuciones,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/d3/32/16/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/d3/32/17/caption.jpg?w=300&h=300&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/b0/9a/af/pedrojota71.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-12,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Disfrutamos de buena calidad ambiente agradable y precio razonable,Manuel T,Excelente relación calidad precio y servicio. Muy amables como siempre. No falla. El grupo de amigos volveremos a reunirnos allí,"Muchas gracias por tu reseña, Manuel.
Gracias por elegir Eiffel para vuestras reuniones, es un placer recibiros en esta, vuestra casa.
En nombre de todos los que formamos Eiffel te enviamos un cordial saludo
MIGUEL",1 contribución,Escrita el 12 de marzo de 2023,Escrita el 15 de marzo de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/de/5a/default-avatar-2020-36.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-13,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Ideal para reuniones de amigos,RICARDO,"El mejor sitio posible para reunir a un grupo de deportistas 33 años después. Buen trato, buen ambiente, buena comida y buen precio.","Muchas gracias por tu reseña, Richi. Una de las cosas buenas de la hosteleria es que son lugares donde suceden cosas que nunca se olvidan, nos alegra haber sido complices de vuestro reencuentro en Eiffel después de tanto tiempo. Esperamos que la vida os de muchos motivos para celebrar, estaremos encantados de recibiros.
Un saludo
MIGUEL",1 contribución,Escrita el 12 de marzo de 2023,Escrita el 15 de marzo de 2023,1.0,,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f4/5d/default-avatar-2020-32.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-14,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Menú del día,Ignacio G,"Vamos encantado con este lugar , fui con mi madre a comer y la atención que nos dieron la verdad que excelente al igual que la comida , mi madre muy feliz con el sitio y por el trato que nos daba la camarera Maite , así da gusto ir a comer , Volveremos.","Muchas gracias por tu reseña. Nos encanta leer que tu madre fue feliz en la comida, aunque tener a su hijo enfrente seguro que era el motivo principal.
Esperamos veros nuevamente, un saludo
MIGUEL","Madrid, España",Escrita el 8 de marzo de 2023,Escrita el 9 de marzo de 2023,1.0,1 contribución,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/e3/6a/default-avatar-2020-47.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247315-15,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Comida excepcional,Alexandru,"Fui con mi pareja a comer, nos atendieron muy bien, la comida fue exquisita. Son platos normales, tradicionales pero de un sabor buenísimo, todo casero. Cruzamos Madrid para llegar a este restaurante y volveremos.","Muchas gracias por elegir Eiffel, nos alegra que todo fuese de tu agrado y que pienses que merece la pena cruzar Madrid para venir a conocernos.
esperamos esa segunda visita que nos prometes, será un placer atenderos
Un saludo
MIGUEL","Mallorca, España",Escrita el 4 de marzo de 2023,Escrita el 9 de marzo de 2023,4.0,4 contribuciones,MikeTower,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Leer más,,,,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0,,,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/df/99/default-avatar-2020-40.jpg?w=100&h=-1&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,
1776247299-1,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Excelente,Carlos Z,Este es uno de mis sitios favoritos en Madrid. Me vuelve loco el rabo de toro. Calidad precio inmejorable. Vengo siempre que tengo ocasión.,"Muchas gracias por tu valoración! Esperamos seguir contando con tu confianza y no defraudarte nunca. 
Un saludo 
MIGUEL",3 contribuciones,Escrita el 19 de marzo de 2024,Escrita el 20 de marzo de 2024,3.0,,Reservar con antelación. Suele estar lleno.,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,
1776247299-2,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Yo no vuelvo y tenia ganas de probar por los comentarios leidos.,olgaconperi,"060324 Menú del día 13,50€ Platos degustados, plato de guisantes en una sola capa con un filete de diente de ajo sofritos con algo de sabor, de segundo rabas a la andaluza, de una anilla en casa la abren la parten en tres tiras y te ponen unas quince con un gajo de tomate, 4 trozos de lechuga y ocho patatas fritas, agua, pan y tome café solo. Sera por ser menú de día, mi opinión caro y con poco gusto, ojo los demás de la mesa dijeron que estaba bien, el cocido que sirvieron en otras mesas parecía estar bien","Estimada Olga, Agradecemos tu comentario aunque no compartamos tu opinión, intuimos por tu reseña que debes de ser contable o dedicarte a hacer auditorias, porque es la primera vez que alguien analiza nuestro menú con tanto detalle...un filete de diente de ajo, quince tiras de calamar, cuatro trozos de lechuga y ocho patatas fritas, una lástima que no contases los guisantes para afinar nuestros escandallos...
Y con lo bien que se te dan las matemáticas te equivocas al poner el precio del menú!. 
Informamos a los lectores que lean tu comentario que nuestro menú del día tiene un precio de 13€ IVA incluido (11,70) y que procuramos ofrecer una comida más que razonable por ese precio. y aunque no contamos las patatas ni los trozos de lechuga que van por ración creemos que son suficientes y en cantidad acorde al precio.
Nos alegra saber que al resto de comensales si les pareció bien y que el cocido de las mesas colindantes con 117 garbanzos también pareciese estar correcto.
Nuestro objetivo siempre es conseguir clientes satisfechos y nos entristece no haberlo conseguido en esta ocasión, seguiremos intentando dar lo mejor de nosotros para  que comentarios como el tuyo sigan siendo una minoria.","Madrid, España",Escrita el 9 de marzo de 2024,Escrita el 17 de marzo de 2024,28.0,28 contribuciones,"Ojo es mi experiencia, tienen muchísimos comentarios excelentes, por ello probé pero no vuelvo.",MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,
1776247299-3,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Celebración en familia,Jorge,"Fantástica celebración en familia, donde incluimos a Miguel y resto de empleados por hacernos sentir como en casa.
Con vosotros da gusto!!
Muchas gracias por ayudarme a celebrar el cumple. Buenísimo el mago para amenizar la sobremesa!!","Muchas gracias por tu reseña, Jorge. Siempre nos alegra recibir vuestra visita. Esperamos  verte pronto y te enviamos un fuerte abrazo. 
MIGUEL","Madrid, España",Escrita el 27 de enero de 2024,Escrita el 28 de enero de 2024,8.0,8 contribuciones,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/4e/80/fb/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/ef/9c/default-avatar-2020-14.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,
1776247299-4,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Un “must” para celiacos y no celiacos que disfrutan de una excelente comida y servicio.,Angel J. Mínguez,"El lugar perfecto para celiacos y no celiacos. La demostración de que las mejores elaboraciones, tradicionales e innovadoras, con excelente calidad de producto, variedad, imaginación y renovación, satisfacen a todas las franjas de edad.  Con un coste mucho más que razonable . Solo un problema: decidir qué comer… el cachopo es inigualable, el rabo de toro maravilloso… los postres una maravillosa ”perdición”. Y para culminar la experiencia, el maravilloso trato y servicio de la familia Jiménez  Hidalgo. Gracias!!","Gracias por tu valoracion! Esperamos tu visita nuevamente, será un placer atenderos de nuevo.
un saludo
MIGUEL","Madrid, España",Escrita el 22 de enero de 2024,Escrita el 24 de enero de 2024,11.0,11 contribuciones,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/44/e9/9d/caption.jpg?w=300&h=300&s=1,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f1/b8/default-avatar-2020-22.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,
1776247299-5,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,La organización y una comida exquisita.,Teresa C,"Muy buen sitio, estuve con amigos y todo estuvo esxcelente. Organización, atención, la comida fabulosa, yo pedí bacalao, estaba exquisito.
El dueño muy amable, incluso pudimos bailar y hecharnos unas risas, todo sin prisas.","Muchas gracias por tu comentario, Teresa. Esperamos seguir contando con vuestra confianza y recibir vuestra visita nuevamente. un saludo
MIGUEL","Madrid, España",Escrita el 21 de enero de 2024,Escrita el 24 de enero de 2024,1.0,1 contribución,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/f6/f2/eb/default-avatar-2020-27.jpg?w=100&h=-1&s=1,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,
1776247299-6,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,el restaurante superó con creces nuestras expectativas. El sitio era fantástico!,Marcos M,"Mi grupo y yo tuvimos una experiencia fantástica en este restaurante. El personal fue muy atento y amable, y la comida estaba deliciosa. Nos sorprendieron con un bonito gesto: pusieron nuestro logo y nombre del grupo en la pantalla mientras comíamos. También nos dejaron elegir la música que queríamos escuchar. Fue un detalle que agradecimos mucho. Recomiendo este lugar a cualquiera que busque un ambiente acogedor y una comida de calidad.","Gracias por tu comentario, Marcos. en Eiffel pensamos que la suma de pequeños detalles hacen que un evento sea recordado, gracias por valorar nuestro trabajo con la máxima puntuacion.
en nombre de todo nuestro equipo te enviamos un afectuoso saludo
MIGUEL",1 contribución,Escrita el 21 de enero de 2024,Escrita el 24 de enero de 2024,1.0,,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,
1776247299-7,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Experiencia para recordar,alfonso s,"Este sitio nunca deja de sorprenderme,cada vez que vengo hay novedades en la carta y da igual el plato que pidas,a cuál más rico.Estuve con unos amigos,y el cachopo estaba espectacular,el entrecot super rico y tierno ,las croquetas exquisitas,en definitiva todo es de 10,y sumado al trato cercano y profesional de Miguel y su equipo, sólo puedo decir que son excelentes.Volveremos.","Gracias por tu valoración, Alfonso. Nos alegra recibir vuestra visita siempre que teneis alguna celebración, seguiremos esforzandonos para no defraudaros nunca.
te enviamos un cordial y afectuoso saludo.
MIGUEL",1 contribución,Escrita el 21 de enero de 2024,Escrita el 24 de enero de 2024,1.0,,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",Leer más,0.0,,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,
1776247299-8,https://www.tripadvisor.es/Restaurant_Review-g187514-d991522-Reviews-Eiffel-Madrid.html,Espectacular,Roam66509739037,"Muy buen trato recibido por el personal , muy buena calidad en la comida y la sobremesa sin problemas de tiempo , es muy recomendable","Muchas gracias por tu valoración, nos alegra que hayas disfrutado tanto de la comida como de la sobremesa, sabemos que el motivo principal es compartir la mesa con el resto de invitados, y hasta que nuestro horario lo permite estamos encantados de que se alargue la sobremesa. Gracias por elegir Eiffel
MIGUEL",1 contribución,Escrita el 20 de enero de 2024,Escrita el 24 de enero de 2024,1.0,,,MikeTower,Leer más,"Esta respuesta es la opinión subjetiva del representante de la dirección, no de Tripadvisor LLC.",Calidad/precio,Comida,Servicio,Ambiente,"Esta es la opinión subjetiva de un miembro de Tripadvisor, no de Tripadvisor LLC. Tripadvisor realiza comprobaciones de las opiniones.",,Leer más,0.0,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/42/ec/4b/caption.jpg?w=300&h=300&s=1,,,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/e4/fb/ee/miketower.jpg?w=100&h=-1&s=1,,
